source_archive_sha256,run_key,introduced_stage,task_type,scale,seed,rho,candidate,baseline_run_key,anchor_sha256,scientific_status,algorithm_status,solved_to_tolerance,objective_t,separation_runtime,separation_model_build_runtime,separation_optimize_runtime,master_runtime,cache_candidate_count,cache_hit_count,certified_cached_cut_count,pool_candidate_count,certified_batch_cut_count,duplicate_pattern_count,cuts_per_iteration,total_iterations,cuts,algorithm_runtime,penalized_runtime_par2,post_evaluation_solver_runtime,post_evaluation_wall_runtime,aggregation_runtime,checkpoint_io_runtime,total_wall_runtime
3919E271C40BDC86F5EE7FFA582A06DDD325D5BB4EAD453550ED17A6C62DB751,fairness_scalability_development_medium_large__scalability_s1_frontier__rho_0__medium_large__seed_161__persistent_certified_cache,s1,frontier,medium_large,161,0.0,persistent_certified_cache,fairness_scalability_development_medium_large__scalability_s1_baseline__baseline__medium_large__seed_161__joint_v1_core_point_strengthened,33596c037114cc8cd58af990903e5c88564837038c381c6402f1f663b1e1f840,time_limit_uncertified,time_limit,False,,85.37154401210137,0.007672199979424477,3.1556703003589064,1711.3828150883783,7414.0,7209.0,7209.0,0.0,0.0,0.0,1.0,7214,7214,1800.021497800015,3600.0,0.0,0.0,0.0,0.0,1800.021497800015
3919E271C40BDC86F5EE7FFA582A06DDD325D5BB4EAD453550ED17A6C62DB751,fairness_scalability_development_medium_large__scalability_s1_frontier__rho_0__medium_large__seed_161__persistent_certified_cache_batch5,s1,frontier,medium_large,161,0.0,persistent_certified_cache_batch5,fairness_scalability_development_medium_large__scalability_s1_baseline__baseline__medium_large__seed_161__joint_v1_core_point_strengthened,33596c037114cc8cd58af990903e5c88564837038c381c6402f1f663b1e1f840,certified_robust_optimal,optimal,True,0.09928974524407866,83.45786609849893,0.00933709996752441,14.773181499913335,277.3528558027465,8549.0,5752.0,5752.0,30.0,5782.0,0.0,4.8069883527454245,1202,5778,362.2756171000656,362.2756171000656,1.342008352279663,8.593405199004337,0.008680799975991249,5.506256000837311,376.3839590998832
3919E271C40BDC86F5EE7FFA582A06DDD325D5BB4EAD453550ED17A6C62DB751,fairness_scalability_development_medium_large__scalability_s1_frontier__rho_0__medium_large__seed_161__persistent_separation,s1,frontier,medium_large,161,0.0,persistent_separation,fairness_scalability_development_medium_large__scalability_s1_baseline__baseline__medium_large__seed_161__joint_v1_core_point_strengthened,33596c037114cc8cd58af990903e5c88564837038c381c6402f1f663b1e1f840,certified_robust_optimal,optimal,True,0.0992897452440699,440.0789931989275,0.007535399869084358,434.52844450226985,16.54267539922148,0.0,0.0,0.0,0.0,0.0,0.0,0.9951456310679612,412,410,456.8371691000648,456.8371691000648,1.594010353088379,9.696996899787337,0.01238810014910996,6.89297670009546,473.4395308000967
3919E271C40BDC86F5EE7FFA582A06DDD325D5BB4EAD453550ED17A6C62DB751,fairness_scalability_development_medium_large__scalability_s1_frontier__rho_0__medium_large__seed_161__single_cut,s1,frontier,medium_large,161,0.0,single_cut,fairness_scalability_development_medium_large__scalability_s1_baseline__baseline__medium_large__seed_161__joint_v1_core_point_strengthened,33596c037114cc8cd58af990903e5c88564837038c381c6402f1f663b1e1f840,certified_robust_optimal,optimal,True,0.09928974524407534,425.3768889012281,4.346420801943168,416.02485449938104,15.630061397328973,0.0,0.0,0.0,0.0,0.0,0.0,0.995,400,398,442.2352785000112,442.2352785000112,1.1770050525665283,7.107744298409671,0.008596299914643168,4.81657830090262,454.1681973992381
3919E271C40BDC86F5EE7FFA582A06DDD325D5BB4EAD453550ED17A6C62DB751,fairness_scalability_development_medium_large__scalability_s1_frontier__rho_0_01__medium_large__seed_161__persistent_certified_cache,s1,frontier,medium_large,161,0.01,persistent_certified_cache,fairness_scalability_development_medium_large__scalability_s1_baseline__baseline__medium_large__seed_161__joint_v1_core_point_strengthened,33596c037114cc8cd58af990903e5c88564837038c381c6402f1f663b1e1f840,unknown_uncertified,separation_stalled_duplicate,False,,43.61239249887876,0.008276599925011396,3.996543699875474,301.3020398011431,3711.0,3627.0,3627.0,0.0,0.0,0.0,0.9997247453894853,3633,3632,346.5542242999654,3600.0,0.0,0.0,0.0,0.0,346.5542242999654
3919E271C40BDC86F5EE7FFA582A06DDD325D5BB4EAD453550ED17A6C62DB751,fairness_scalability_development_medium_large__scalability_s1_frontier__rho_0_01__medium_large__seed_161__persistent_certified_cache_batch5,s1,frontier,medium_large,161,0.01,persistent_certified_cache_batch5,fairness_scalability_development_medium_large__scalability_s1_baseline__baseline__medium_large__seed_161__joint_v1_core_point_strengthened,33596c037114cc8cd58af990903e5c88564837038c381c6402f1f663b1e1f840,certified_robust_optimal,optimal,True,0.008522595470137213,96.24081600876525,0.007387599907815456,12.970894999802113,358.2285256006289,9106.0,7699.0,7699.0,22.0,7721.0,0.0,4.95253367543297,1559,7721,456.08220580010675,456.08220580010675,1.400998830795288,7.672777600586414,0.014056500047445297,5.127113599330187,468.8961535000708
3919E271C40BDC86F5EE7FFA582A06DDD325D5BB4EAD453550ED17A6C62DB751,fairness_scalability_development_medium_large__scalability_s1_frontier__rho_0_01__medium_large__seed_161__persistent_separation,s1,frontier,medium_large,161,0.01,persistent_separation,fairness_scalability_development_medium_large__scalability_s1_baseline__baseline__medium_large__seed_161__joint_v1_core_point_strengthened,33596c037114cc8cd58af990903e5c88564837038c381c6402f1f663b1e1f840,certified_robust_optimal,optimal,True,0.008522595470137317,364.50216239877045,0.012506400002166629,359.75168469757773,12.039025699719787,0.0,0.0,0.0,0.0,0.0,0.0,0.995,400,398,376.73404829995707,376.73404829995707,1.4600036144256592,8.36135660042055,0.009866800159215927,5.541050700703636,390.64632240124047
3919E271C40BDC86F5EE7FFA582A06DDD325D5BB4EAD453550ED17A6C62DB751,fairness_scalability_development_medium_large__scalability_s1_frontier__rho_0_01__medium_large__seed_161__single_cut,s1,frontier,medium_large,161,0.01,single_cut,fairness_scalability_development_medium_large__scalability_s1_baseline__baseline__medium_large__seed_161__joint_v1_core_point_strengthened,33596c037114cc8cd58af990903e5c88564837038c381c6402f1f663b1e1f840,certified_robust_optimal,optimal,True,0.008522595470137239,396.34123199782334,4.405123698757961,387.0124855977483,14.45958689879626,0.0,0.0,0.0,0.0,0.0,0.0,0.9952830188679245,424,422,412.0690756998956,412.0690756998956,1.6140058040618896,9.095534600317478,0.01328850002028048,5.953174100024626,427.131072900258
3919E271C40BDC86F5EE7FFA582A06DDD325D5BB4EAD453550ED17A6C62DB751,fairness_scalability_development_medium_large__scalability_s1_baseline__baseline__medium_large__seed_162__joint_v1_core_point_strengthened,s1,baseline,medium_large,162,,joint_v1_core_point_strengthened,NOT_APPLICABLE,NOT_APPLICABLE,certified_robust_optimal,optimal,True,NOT_APPLICABLE,0.0,0.0,0.0,0.9085326986387372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164,164,9.862455999944359,9.862455999944359,0.0,0.0,0.0,0.0,9.862455999944359
3919E271C40BDC86F5EE7FFA582A06DDD325D5BB4EAD453550ED17A6C62DB751,fairness_scalability_development_medium_large__scalability_s1_frontier__rho_0__medium_large__seed_162__persistent_certified_cache,s1,frontier,medium_large,162,0.0,persistent_certified_cache,fairness_scalability_development_medium_large__scalability_s1_baseline__baseline__medium_large__seed_162__joint_v1_core_point_strengthened,1f9a152efcce469985dcb6718add2f15ba834506f3ffb317021c851b4f610190,unknown_uncertified,separation_stalled_duplicate,False,,17.52258350327611,0.00979599985294044,3.0029775998555124,56.66422160016373,1332.0,1218.0,1218.0,0.0,0.0,0.0,0.9991809991809992,1221,1220,74.72554189991206,3600.0,0.0,0.0,0.0,0.0,74.72554189991206
3919E271C40BDC86F5EE7FFA582A06DDD325D5BB4EAD453550ED17A6C62DB751,fairness_scalability_development_medium_large__scalability_s1_frontier__rho_0__medium_large__seed_162__persistent_certified_cache_batch5,s1,frontier,medium_large,162,0.0,persistent_certified_cache_batch5,fairness_scalability_development_medium_large__scalability_s1_baseline__baseline__medium_large__seed_162__joint_v1_core_point_strengthened,1f9a152efcce469985dcb6718add2f15ba834506f3ffb317021c851b4f610190,certified_robust_optimal,optimal,True,0.3272096934808038,23.65756900352426,0.00756049994379282,8.766134899808094,11.360683399252594,1823.0,1117.0,1117.0,15.0,1132.0,0.0,4.421875,256,1132,35.4295429000631,35.4295429000631,1.5810015201568604,9.118331000208855,0.014267300022765994,5.97532399976626,50.53746520006098
3919E271C40BDC86F5EE7FFA582A06DDD325D5BB4EAD453550ED17A6C62DB751,fairness_scalability_development_medium_large__scalability_s1_frontier__rho_0__medium_large__seed_162__persistent_separation,s1,frontier,medium_large,162,0.0,persistent_separation,fairness_scalability_development_medium_large__scalability_s1_baseline__baseline__medium_large__seed_162__joint_v1_core_point_strengthened,1f9a152efcce469985dcb6718add2f15ba834506f3ffb317021c851b4f610190,certified_robust_optimal,optimal,True,0.3272096934804083,253.709868702339,0.006790699902921915,251.2458083999809,1.5371172020677477,0.0,0.0,0.0,0.0,0.0,0.0,0.9897959183673469,196,194,255.34326209989376,255.34326209989376,1.3650012016296387,7.753048600861803,0.016040199901908636,5.118866800097749,268.2312177007552
3919E271C40BDC86F5EE7FFA582A06DDD325D5BB4EAD453550ED17A6C62DB751,fairness_scalability_development_medium_large__scalability_s1_frontier__rho_0__medium_large__seed_162__single_cut,s1,frontier,medium_large,162,0.0,single_cut,fairness_scalability_development_medium_large__scalability_s1_baseline__baseline__medium_large__seed_162__joint_v1_core_point_strengthened,1f9a152efcce469985dcb6718add2f15ba834506f3ffb317021c851b4f610190,certified_robust_optimal,optimal,True,0.3272096934805481,249.8292740972247,1.888768597971648,245.6022887993604,1.6811865996569395,0.0,0.0,0.0,0.0,0.0,0.0,0.9900497512437811,201,199,252.07965329987928,252.07965329987928,1.5680058002471924,9.041998001979664,0.01454490004107356,5.651073801331222,266.78727000323124
3919E271C40BDC86F5EE7FFA582A06DDD325D5BB4EAD453550ED17A6C62DB751,fairness_scalability_development_medium_large__scalability_s1_frontier__rho_0_01__medium_large__seed_162__persistent_certified_cache,s1,frontier,medium_large,162,0.01,persistent_certified_cache,fairness_scalability_development_medium_large__scalability_s1_baseline__baseline__medium_large__seed_162__joint_v1_core_point_strengthened,1f9a152efcce469985dcb6718add2f15ba834506f3ffb317021c851b4f610190,unknown_uncertified,separation_stalled_duplicate,False,,13.874557794770226,0.007021500030532479,1.5545997000299394,46.37926459708251,1120.0,1070.0,1070.0,0.0,0.0,0.0,0.9990671641791045,1072,1071,60.69994489988312,3600.0,0.0,0.0,0.0,0.0,60.69994489988312
3919E271C40BDC86F5EE7FFA582A06DDD325D5BB4EAD453550ED17A6C62DB751,fairness_scalability_development_medium_large__scalability_s1_frontier__rho_0_01__medium_large__seed_162__persistent_certified_cache_batch5,s1,frontier,medium_large,162,0.01,persistent_certified_cache_batch5,fairness_scalability_development_medium_large__scalability_s1_baseline__baseline__medium_large__seed_162__joint_v1_core_point_strengthened,1f9a152efcce469985dcb6718add2f15ba834506f3ffb317021c851b4f610190,certified_robust_optimal,optimal,True,0.1508942235630051,22.837111898930743,0.01068499987013638,9.835102399811149,9.030844098888338,1540.0,1000.0,1000.0,15.0,1015.0,0.0,4.491150442477876,226,1015,32.24843030003831,32.24843030003831,1.541001319885254,8.56175969936885,0.013010599883273244,5.418548101326451,46.24174870061688
3919E271C40BDC86F5EE7FFA582A06DDD325D5BB4EAD453550ED17A6C62DB751,fairness_scalability_development_medium_large__scalability_s1_frontier__rho_0_01__medium_large__seed_162__persistent_separation,s1,frontier,medium_large,162,0.01,persistent_separation,fairness_scalability_development_medium_large__scalability_s1_baseline__baseline__medium_large__seed_162__joint_v1_core_point_strengthened,1f9a152efcce469985dcb6718add2f15ba834506f3ffb317021c851b4f610190,certified_robust_optimal,optimal,True,0.15089422356300466,312.391370997997,0.008391200099140406,309.4554796998855,2.4046218988951296,0.0,0.0,0.0,0.0,0.0,0.0,0.9913419913419913,231,229,314.9102185999509,314.9102185999509,1.7019994258880615,9.541192799806595,0.00874010007828474,6.53021510085091,330.9903666006867
3919E271C40BDC86F5EE7FFA582A06DDD325D5BB4EAD453550ED17A6C62DB751,fairness_scalability_development_medium_large__scalability_s1_frontier__rho_0_01__medium_large__seed_162__single_cut,s1,frontier,medium_large,162,0.01,single_cut,fairness_scalability_development_medium_large__scalability_s1_baseline__baseline__medium_large__seed_162__joint_v1_core_point_strengthened,1f9a152efcce469985dcb6718add2f15ba834506f3ffb317021c851b4f610190,certified_robust_optimal,optimal,True,0.15089422356300466,309.2553090993315,2.273796898778528,304.214354300173,2.501830499852076,0.0,0.0,0.0,0.0,0.0,0.0,0.9913419913419913,231,229,312.410396900028,312.410396900028,1.6289994716644287,8.874419800704345,0.013896600110456347,5.578890999080613,326.8776042999234
