source_archive_sha256,task_type,candidate,rho,run_count,certified_solved_count,solved_rate,status_certified_robust_optimal_count,status_master_optimal_but_robust_uncertified_count,status_time_limit_uncertified_count,status_infeasible_count,status_invalid_post_evaluation_count,status_implementation_error_count,status_interrupted_count,status_iteration_limit_uncertified_count,status_numerical_uncertified_count,status_unknown_uncertified_count,mean_algorithm_runtime,median_algorithm_runtime,mean_penalized_runtime_par2,mean_separation_runtime,mean_total_wall_runtime,mean_total_iterations,mean_cuts,mean_cache_candidate_count,mean_cache_hit_count,mean_certified_cached_cut_count,mean_pool_candidate_count,mean_certified_batch_cut_count,mean_duplicate_pattern_count,mean_cuts_per_iteration,total_cache_candidate_count,total_cache_hit_count,total_certified_cached_cut_count,total_pool_candidate_count,total_certified_batch_cut_count,total_duplicate_pattern_count
3919E271C40BDC86F5EE7FFA582A06DDD325D5BB4EAD453550ED17A6C62DB751,baseline,joint_v1_core_point_strengthened,,3,3,1.0,3,0,0,0,0,0,0,0,0,0,30.23500350001268,9.862455999944359,30.23500350001268,0.0,30.23500350001268,225.33333333333334,225.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3919E271C40BDC86F5EE7FFA582A06DDD325D5BB4EAD453550ED17A6C62DB751,frontier,persistent_certified_cache,0.0,3,1,0.3333333333333333,1,0,1,0,0,0,0,0,0,1,648.0407660332663,74.72554189991206,2423.1250861332906,40.70672037273956,652.3388463660764,3173.3333333333335,3172.3333333333335,3332.6666666666665,3168.6666666666665,3168.6666666666665,0.0,0.0,0.0,0.999112560402883,9998.0,9506.0,9506.0,0.0,0.0,0.0
3919E271C40BDC86F5EE7FFA582A06DDD325D5BB4EAD453550ED17A6C62DB751,frontier,persistent_certified_cache,0.01,3,1,0.3333333333333333,1,0,0,0,0,0,0,0,0,2,160.97592733326988,75.67361279996112,2425.224537599987,26.797472631093115,165.8216853343571,1928.0,1926.6666666666667,2038.6666666666667,1923.3333333333333,1923.3333333333333,0.0,0.0,0.0,0.9989794471499871,6116.0,5770.0,5770.0,0.0,0.0,0.0
3919E271C40BDC86F5EE7FFA582A06DDD325D5BB4EAD453550ED17A6C62DB751,frontier,persistent_certified_cache_batch5,0.0,3,3,1.0,3,0,0,0,0,0,0,0,0,0,143.78336933332807,35.4295429000631,143.78336933332807,42.37622013455257,157.380910567396,568.3333333333334,2666.6666666666665,3958.0,2649.6666666666665,2649.6666666666665,18.333333333333332,2668.0,0.0,4.547272939444157,11874.0,7949.0,7949.0,55.0,8004.0,0.0
3919E271C40BDC86F5EE7FFA582A06DDD325D5BB4EAD453550ED17A6C62DB751,frontier,persistent_certified_cache_batch5,0.01,3,3,1.0,3,0,0,0,0,0,0,0,0,0,173.818764833423,33.12565840012394,173.818764833423,46.78443300281651,188.14073936726587,678.0,3270.6666666666665,4056.3333333333335,3255.0,3255.0,15.666666666666666,3270.6666666666665,0.0,4.588323086157698,12169.0,9765.0,9765.0,47.0,9812.0,0.0
3919E271C40BDC86F5EE7FFA582A06DDD325D5BB4EAD453550ED17A6C62DB751,frontier,persistent_separation,0.0,3,3,1.0,3,0,0,0,0,0,0,0,0,0,377.2168526999497,419.4701268998906,377.2168526999497,369.42239396631095,391.18788656708784,315.3333333333333,313.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.9930081298906649,0.0,0.0,0.0,0.0,0.0,0.0
3919E271C40BDC86F5EE7FFA582A06DDD325D5BB4EAD453550ED17A6C62DB751,frontier,persistent_separation,0.01,3,3,1.0,3,0,0,0,0,0,0,0,0,0,389.5566201333422,376.73404829995707,389.5566201333422,382.95042103164207,405.5041239003185,312.6666666666667,310.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.9932757777871783,0.0,0.0,0.0,0.0,0.0,0.0
3919E271C40BDC86F5EE7FFA582A06DDD325D5BB4EAD453550ED17A6C62DB751,frontier,single_cut,0.0,3,3,1.0,3,0,0,0,0,0,0,0,0,0,373.70911043323576,426.8123994998168,373.70911043323576,365.1636912325242,386.5848580679546,317.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9931118218431653,0.0,0.0,0.0,0.0,0.0,0.0
3919E271C40BDC86F5EE7FFA582A06DDD325D5BB4EAD453550ED17A6C62DB751,frontier,single_cut,0.01,3,3,1.0,3,0,0,0,0,0,0,0,0,0,409.5634632666285,412.0690756998956,409.5634632666285,400.96479473231983,424.28292803342146,321.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9933771679054697,0.0,0.0,0.0,0.0,0.0,0.0
