iteration,gamma,mip_gap,requested_master_mip_gap,precision_policy,valid_global_gap_for_precision,precision_gap_fallback_used,adaptive_master_precision_enabled,adaptive_subproblem_precision_enabled,master_gap_candidate,master_gap_previous,master_gap_selected,subproblem_gap_candidate,subproblem_gap_previous,subproblem_gap_selected,master_error_budget_ratio,subproblem_error_budget_ratio,monotone_precision_tightening,cut_strengthening_policy,core_point_available,core_point_observations,core_point_distance,core_point_attempted,core_point_skipped_reason,core_point_stage1_status,core_point_stage1_runtime,core_point_stage1_objective,core_point_stage2_status,core_point_stage2_runtime,core_point_current_value_floor,core_point_dual_feasible,core_point_original_value_at_current,core_point_strengthened_value_at_current,core_point_original_value_at_core,core_point_strengthened_value_at_core,core_point_normalized_improvement,core_point_cut_accepted,core_point_cut_fallback_reason,core_point_auxiliary_bound_used_for_UB,v3_secondary_attempted,v3_secondary_trigger_reason,v3_secondary_skipped_reason,v3_secondary_recent_lb_improvement,v3_secondary_cooldown_remaining,v3_secondary_time_limit,v3_secondary_runtime,v3_secondary_status,v3_secondary_has_incumbent,v3_secondary_pattern_distance,v3_secondary_pattern_memory_size,v3_secondary_cut_violation,v3_secondary_cut_added,v3_secondary_cut_skip_reason,v3_secondary_objective,v3_secondary_objective_bound,v3_secondary_bound_used_for_UB,realized_master_gap,achieved_master_mip_gap,master_status,master_best_bound,master_time,lower_bound,LB,upper_bound,UB,gap,global_gap,lb_improvement,ub_improvement,elapsed_time,log_gap,gap_improvement,master_objective,theta,theta_current,first_stage_cost,active_worst_cost,target_worst_cost,active_subproblem_value,target_subproblem_value,active_subproblem_status,target_subproblem_status,active_subproblem_mip_gap,target_subproblem_mip_gap,target_subproblem_objective,target_subproblem_objective_bound,target_robust_evaluation_used,subproblem_requested_mip_gap,subproblem_achieved_mip_gap,subproblem_status,subproblem_incumbent_objective,subproblem_objective_bound,subproblem_time,additional_subproblem_time,subproblem_has_incumbent,ub_uses_subproblem_bound,valid_UB,active_gamma,gamma_target,active_scenario,target_scenario,active_scenario_mode,target_scenario_mode,cut_selection_enabled,delta_cut,cut_rhs_current,cut_violation,absolute_cut_violation,normalized_cut_violation,secondary_cut_decisions,secondary_active_threshold,secondary_cuts_added_total,secondary_cuts_skipped_total,master_time_share,secondary_solve_attempted,secondary_solve_trigger_reason,secondary_solve_skipped_reason,recent_relative_lb_improvement,secondary_solve_cooldown_remaining,secondary_solve_runtime,secondary_generation_subproblem_time_share,secondary_generated_cut_added,secondary_generated_cut_duplicate,secondary_solves_avoided_total,final_certification_active,final_certification_triggered_this_iteration,final_certification_trigger_iteration,final_certification_reason,final_certification_count,consecutive_no_useful_primary_cuts,certification_forced_master_mip_gap,certification_forced_subproblem_mip_gap,secondary_solve_disabled_by_certification,cut_added,cut_skip_reason,cut_add_reason,cuts_added_total,cuts_skipped_total,cuts_generated_this_iteration,cuts_added_this_iteration,cuts_skipped_this_iteration,forced_cut_added,forced_cut_reason,cuts
535,2,0.0004627434231985443,0.0004627434231985443,joint_error_budget,0.0018509736927941772,False,True,True,0.0004627434231985443,0.0004636890108843879,0.0004627434231985443,0.0009254868463970886,0.0009273780217687758,0.0009254868463970886,0.25,0.5,True,core_point,True,534,513.2561646517651,True,,optimal,0.008924399968236685,32405.735574830436,optimal,0.010716899996623397,32405.735250673082,True,32405.735574830498,32405.735250673082,-64581.00519730314,32158.976024212374,1.4979633860755595,True,,False,False,,component_disabled,8.01171942745103e-06,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116742.92651009728,0.27589849987998605,116742.92651009728,116742.92651009728,116958.3692105265,116958.3692105265,0.0018420460364099586,0.0018420460364099586,1.0441641315701418,0.0,138.95014750002883,-6.292043457920636,0.002041353431553021,116742.92651009728,32128.621378743308,32128.621378743308,84614.30513135399,32405.735574830516,32405.735574830516,32405.735574830516,32405.735574830516,optimal,optimal,0.0,0.0,32405.735574830516,32405.735574830516,True,0.0009254868463970886,0.0,optimal,32405.735574830516,32405.735574830516,0.0913062000181526,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32405.735250673082,277.1138719297742,277.1138719297742,0.008551383567944763,[],0.0,0,0,0.5066135520692129,False,,scenario_enumeration,1.0149302275572295e-05,0,0.0,0.3977095567997126,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,535,0,1,1,0,False,,535
536,2,0.00046051150910248964,0.00046051150910248964,joint_error_budget,0.0018420460364099586,False,True,True,0.00046051150910248964,0.0004627434231985443,0.00046051150910248964,0.0009210230182049793,0.0009254868463970886,0.0009210230182049793,0.25,0.5,True,core_point,True,535,754.7860701498296,True,,optimal,0.009321699850261211,32830.092637774214,optimal,0.011351299937814474,32830.092309373285,True,32830.092637774185,32830.092309373314,-144749.526203328,31620.03807871614,1.2184465739411114,True,,False,False,,component_disabled,1.551764484593347e-05,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116743.42670191574,0.27870899997651577,116743.42670191574,116743.42670191574,116958.3692105265,116958.3692105265,0.0018377693709448585,0.0018377693709448585,0.5001918184570968,0.0,139.36159849981777,-6.296878348839205,0.004834890918569208,116743.42670191574,32129.12157056177,32129.12157056177,84614.30513135396,32830.0926377742,32830.0926377742,32830.0926377742,32830.0926377742,optimal,optimal,0.0,0.0,32830.0926377742,32830.0926377742,True,0.0009210230182049793,0.0,optimal,32830.0926377742,32830.0926377742,0.10766740003600717,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32830.092309373314,700.9707388115457,700.9707388115457,0.021351470236695366,[],0.0,0,0,0.507117721650872,False,,scenario_enumeration,1.6955779656485744e-05,0,0.0,0.39731090036941363,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,536,0,1,1,0,False,,536
537,2,0.00045944234273621464,0.00045944234273621464,joint_error_budget,0.0018377693709448585,False,True,True,0.00045944234273621464,0.00046051150910248964,0.00045944234273621464,0.0009188846854724293,0.0009210230182049793,0.0009188846854724293,0.25,0.5,True,core_point,True,536,382.56682581462286,True,,optimal,0.008893299847841263,32830.09263777425,optimal,0.010985499946400523,32830.09230937332,True,32830.0926377743,32830.09230937337,-55959.71678277693,32225.06519403815,1.5758618350255171,True,,False,False,,component_disabled,1.844488195336048e-05,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116743.42670191573,0.2696169000118971,116743.42670191574,116743.42670191574,116958.3692105265,116958.3692105265,0.0018377693709448585,0.0018377693709448585,0.0,0.0,139.78029199992307,-6.299202741188913,0.0023243923497083246,116743.42670191573,32129.121570561736,32129.121570561736,84614.30513135398,32830.09263777431,32830.09263777431,32830.09263777431,32830.09263777431,optimal,optimal,0.0,0.0,32830.09263777431,32830.09263777431,True,0.0009188846854724293,0.0,optimal,32830.09263777431,32830.09263777431,0.12546520004980266,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32830.09230937337,700.9707388116367,700.9707388116367,0.0213514702366981,[],0.0,0,0,0.50752764245039,False,,scenario_enumeration,1.980211782046108e-05,0,0.0,0.39701646396333107,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,537,0,1,1,0,False,,537
538,2,0.00045944234273621464,0.00045944234273621464,joint_error_budget,0.0018377693709448585,False,True,True,0.00045944234273621464,0.00045944234273621464,0.00045944234273621464,0.0009188846854724293,0.0009188846854724293,0.0009188846854724293,0.25,0.5,True,core_point,True,537,191.72169813393913,True,,optimal,0.00878129992634058,32830.092637774556,optimal,0.010380299994722009,32830.09230937363,True,32830.09263777436,32830.092309373606,-20379.700685411808,32527.578751698253,1.6265360493316088,True,,False,False,,component_disabled,1.7017947655650963e-05,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116743.4267019157,0.2687357000540942,116743.42670191574,116743.42670191574,116958.3692105265,116958.3692105265,0.0018377693709448585,0.0018377693709448585,0.0,0.0,140.1921796000097,-6.299202741188913,0.0,116743.4267019157,32129.12157056174,32129.12157056174,84614.30513135396,32830.09263777439,32830.09263777439,32830.09263777439,32830.09263777439,optimal,optimal,0.00019351633514063518,0.00019351633514063518,32830.09263777439,32836.44579698398,True,0.0009188846854724293,0.00019351633514063518,optimal,32830.09263777439,32836.44579698398,0.12045680009759963,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32830.092309373606,700.9707388118659,700.9707388118659,0.021351470236704927,[],0.0,0,0,0.5079533764288164,False,,scenario_enumeration,1.844488195336048e-05,0,0.0,0.3967066725401,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,538,0,1,1,0,False,,538
539,2,0.00045944234273621464,0.00045944234273621464,joint_error_budget,0.0018377693709448585,False,True,True,0.00045944234273621464,0.00045944234273621464,0.00045944234273621464,0.0009188846854724293,0.0009188846854724293,0.0009188846854724293,0.25,0.5,True,core_point,True,538,111.95202762577716,True,,optimal,0.015898700105026364,32831.61605855377,optimal,0.010048599913716316,32831.615730137615,True,32831.61605855386,32831.61573013762,8608.857181983767,32679.1955611328,0.7365645930335334,True,,False,False,,component_disabled,1.3228633025913192e-05,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116743.51334684002,0.25599850015714765,116743.51334684002,116743.51334684002,116958.3692105265,116958.3692105265,0.0018370285524394387,0.0018370285524394387,0.08664492427487858,0.0,140.60341480001807,-6.299202741188913,0.0,116743.51334684002,32129.208215486036,32129.208215486036,84614.30513135396,32831.61605855384,32831.61605855384,32831.61605855384,32831.61605855384,optimal,optimal,0.0,0.0,32831.61605855384,32831.61605855384,True,0.0009188846854724293,0.0,optimal,32831.61605855384,32831.61605855384,0.1254868998657912,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32831.61573013762,702.4075146515861,702.4075146515861,0.0213942414660639,[],0.0,0,0,0.5082886443686556,False,,scenario_enumeration,1.7017947655650963e-05,0,0.0,0.3964580909470027,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,539,0,1,1,0,False,,539
540,2,0.0004592571381098597,0.0004592571381098597,joint_error_budget,0.0018370285524394387,False,True,True,0.0004592571381098597,0.00045944234273621464,0.0004592571381098597,0.0009185142762197193,0.0009188846854724293,0.0009185142762197193,0.25,0.5,True,core_point,True,539,662.6276826554373,True,,optimal,0.009062000084668398,32377.598347961546,optimal,0.011002900078892708,32377.598024085564,True,32377.59834796161,32377.5980240856,-119466.13732298501,32183.187464913266,1.269391713719711,True,,False,False,,component_disabled,5.026718195369951e-06,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116743.9094944467,0.26048629987053573,116743.9094944467,116743.9094944467,116958.3692105265,116958.3692105265,0.0018336414702719574,0.0018336414702719574,0.3961476066906471,0.0,140.973029299872,-6.299605929898007,0.0004031887090942344,116743.9094944467,32129.604363092687,32129.604363092687,84614.30513135402,32377.598347961564,32377.598347961564,32377.598347961564,32377.598347961564,optimal,optimal,0.0,0.0,32377.598347961564,32377.598347961564,True,0.0009185142762197193,0.0,optimal,32377.598347961564,32377.598347961564,0.08559699985198677,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32377.5980240856,247.99366099291365,247.99366099291365,0.007659421208714491,[],0.0,0,0,0.5088035942707694,False,,scenario_enumeration,1.3970805122649367e-05,0,0.0,0.3960093771359434,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,540,0,1,1,0,False,,540
541,2,0.00045841036756798936,0.00045841036756798936,joint_error_budget,0.0018336414702719574,False,True,True,0.00045841036756798936,0.0004592571381098597,0.00045841036756798936,0.0009168207351359787,0.0009185142762197193,0.0009168207351359787,0.25,0.5,True,core_point,True,540,369.3953068641303,True,,optimal,0.009458800079301,32369.34208779994,optimal,0.010960499988868833,32369.34176400652,True,32369.342087799887,32369.34176400656,-63505.79067865532,32276.773083280947,1.5082492909442566,True,,False,False,,component_disabled,4.135483667252819e-06,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116744.07211494939,0.3287761998362839,116744.07211494939,116744.07211494939,116958.3692105265,116958.3692105265,0.0018322510567104326,0.0018322510567104326,0.16262050268414896,0.0,141.45468600001186,-6.3014514148409955,0.0018454849429880343,116744.07211494939,32129.766983595327,32129.766983595327,84614.30513135408,32369.34208779982,32369.34208779982,32369.34208779982,32369.34208779982,optimal,optimal,0.0,0.0,32369.34208779982,32369.34208779982,True,0.0009168207351359787,0.0,optimal,32369.34208779982,32369.34208779982,0.12667019991204143,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32369.34176400656,239.5747804112325,239.5747804112325,0.007401286753307732,[],0.0,0,0,0.5093952262914703,False,,scenario_enumeration,8.420005409099147e-06,0,0.0,0.3955572309698522,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,541,0,1,1,0,False,,541
542,2,0.00045806276417760815,0.00045806276417760815,joint_error_budget,0.0018322510567104326,False,True,True,0.00045806276417760815,0.00045841036756798936,0.00045806276417760815,0.0009161255283552163,0.0009168207351359787,0.0009161255283552163,0.25,0.5,True,core_point,True,541,412.71711757361317,True,,optimal,0.009287500055506825,32398.591600126932,optimal,0.010982699925079942,32398.591276041017,True,32398.59160012685,32398.591276041057,-20139.12974740131,31995.726961510518,1.6294318541856485,True,,False,False,,component_disabled,5.528443731294411e-06,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116744.6833088419,0.2899528001435101,116744.6833088419,116744.6833088419,116958.3692105265,116958.3692105265,0.0018270253178716653,0.0018270253178716653,0.6111938925023424,0.0,141.88418879988603,-6.3022099824301785,0.0007585675891828182,116744.6833088419,32130.378177487924,32130.378177487924,84614.30513135398,32398.591600126896,32398.591600126896,32398.591600126896,32398.591600126896,optimal,optimal,0.0,0.0,32398.591600126896,32398.591600126896,True,0.0009161255283552163,0.0,optimal,32398.591600126896,32398.591600126896,0.11558880005031824,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32398.591276041057,268.213098553133,268.213098553133,0.008278541997950329,[],0.0,0,0,0.5098968374361331,False,,scenario_enumeration,5.528443731294411e-06,0,0.0,0.3951739661558055,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,542,0,1,1,0,False,,542
543,2,0.00045675632946791633,0.00045675632946791633,joint_error_budget,0.0018270253178716653,False,True,True,0.00045675632946791633,0.00045806276417760815,0.00045675632946791633,0.0009135126589358327,0.0009161255283552163,0.0009135126589358327,0.25,0.5,True,core_point,True,542,385.80318857167913,True,,optimal,0.010040400084108114,32351.36598687683,optimal,0.010876900050789118,32351.365663263172,True,32351.3659868768,32351.36566326319,-4302.749297153583,32269.918626637867,1.1333362301571406,True,,False,False,,component_disabled,1.0763718659698872e-05,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116744.8382668533,0.2759422999806702,116744.8382668533,116744.8382668533,116958.3692105265,116958.3692105265,0.0018257004189999228,0.0018257004189999228,0.1549580114078708,0.0,142.2814368000254,-6.305066144062324,0.0028561616321460728,116744.8382668533,32130.533135499332,32130.533135499332,84614.30513135399,32351.365986876797,32351.365986876797,32351.365986876797,32351.365986876797,optimal,optimal,0.0,0.0,32351.365986876797,32351.365986876797,True,0.0009135126589358327,0.0,optimal,32351.365986876797,32351.365986876797,0.09669720008969307,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32351.36566326319,220.8325277638578,220.8325277638578,0.006826065089877354,[],0.0,0,0,0.5104126554550106,False,,scenario_enumeration,1.0763718659698872e-05,0,0.0,0.39475212535850096,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,543,0,1,1,0,False,,543
544,2,0.0004564251047499807,0.0004564251047499807,joint_error_budget,0.0018257004189999228,False,True,True,0.0004564251047499807,0.00045675632946791633,0.0004564251047499807,0.0009128502094999614,0.0009135126589358327,0.0009128502094999614,0.25,0.5,True,core_point,True,543,501.0975743825348,True,,optimal,0.009143600007519126,32405.118389354313,optimal,0.010956999845802784,32405.11806520313,True,32405.118389354466,32405.118065203133,-147771.87717060721,32124.84682912205,1.2173948618926518,True,,False,False,,component_disabled,1.1348853045275804e-05,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116745.68904651355,0.2897660001181066,116745.68904651355,116745.68904651355,116958.3692105265,116958.3692105265,0.0018184262096723421,0.0018184262096723421,0.8507796602498274,0.0,142.71354709984735,-6.305791574343865,0.0007254302815406637,116745.68904651355,32131.38391515962,32131.38391515962,84614.30513135395,32405.11838935446,32405.11838935446,32405.11838935446,32405.11838935446,optimal,optimal,0.0,0.0,32405.11838935446,32405.11838935446,True,0.0009128502094999614,0.0,optimal,32405.11838935446,32405.11838935446,0.11861389991827309,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32405.118065203133,273.7341500435141,273.7341500435141,0.008447250508167472,[],0.0,0,0,0.5108975941979343,False,,scenario_enumeration,1.2091026537150683e-05,0,0.0,0.39438538928687883,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,544,0,1,1,0,False,,544
545,2,0.00045460655241808554,0.00045460655241808554,joint_error_budget,0.0018184262096723421,False,True,True,0.00045460655241808554,0.0004564251047499807,0.00045460655241808554,0.0009092131048361711,0.0009128502094999614,0.0009092131048361711,0.25,0.5,True,core_point,True,544,298.7465652616144,True,,optimal,0.009165100054815412,32398.6367722391,optimal,0.010629600146785378,32398.636448152734,True,32398.636772239057,32398.63644815274,-10989.924577887141,32295.633544751414,1.340291345040766,True,,False,False,,component_disabled,1.5242978831836647e-05,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116745.89724309999,0.26324129989370704,116745.89724309999,116745.89724309999,116958.3692105265,116958.3692105265,0.001816646118278799,0.001816646118278799,0.20819658643449657,0.0,143.10580049990676,-6.309783871939658,0.003992297595793352,116745.89724309999,32131.592111746,32131.592111746,84614.305131354,32398.63677223906,32398.63677223906,32398.63677223906,32398.63677223906,optimal,optimal,0.0,0.0,32398.63677223906,32398.63677223906,True,0.0009092131048361711,0.0,optimal,32398.63677223906,32398.63677223906,0.10541269998066127,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32398.63644815274,267.04433640674324,267.04433640674324,0.008242456031570712,[],0.0,0,0,0.5113366851964638,False,,scenario_enumeration,1.8636231378684993e-05,0,0.0,0.3940406747938904,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,545,0,1,1,0,False,,545
546,2,0.00045416152956969974,0.00045416152956969974,joint_error_budget,0.001816646118278799,False,True,True,0.00045416152956969974,0.00045460655241808554,0.00045416152956969974,0.0009083230591393995,0.0009092131048361711,0.0009083230591393995,0.25,0.5,True,core_point,True,545,378.7046491867894,True,,optimal,0.00966630014590919,32368.962239527787,optimal,0.011649599997326732,32368.961915738164,True,32368.962239527667,32368.961915738124,-26669.9233388743,32021.44470865786,1.8328769542263461,True,,False,False,,component_disabled,1.5633338675654467e-05,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116746.6416969895,0.29503249982371926,116746.6416969895,116746.6416969895,116958.3692105265,116958.3692105265,0.0018102809996938989,0.0018102809996938989,0.7444538895215373,0.0,143.53917899983935,-6.310763270078257,0.0009793981385994033,116746.6416969895,32132.33656563554,32132.33656563554,84614.30513135398,32368.962239527707,32368.962239527707,32368.962239527707,32368.962239527707,optimal,optimal,0.0,0.0,32368.962239527707,32368.962239527707,True,0.0009083230591393995,0.0,optimal,32368.962239527707,32368.962239527707,0.11124589992687106,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32368.961915738124,236.62535010258216,236.62535010258216,0.007310254518466113,[],0.0,0,0,0.5118483712369,False,,scenario_enumeration,1.7026282723576974e-05,0,0.0,0.39363001698583094,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,546,0,1,1,0,False,,546
547,2,0.0004525702499234747,0.0004525702499234747,joint_error_budget,0.0018102809996938989,False,True,True,0.0004525702499234747,0.00045416152956969974,0.0004525702499234747,0.0009051404998469494,0.0009083230591393995,0.0009051404998469494,0.25,0.5,True,core_point,True,546,387.39303689690394,True,,optimal,0.010329799959436059,32358.822570988534,optimal,0.01153900008648634,32358.822247300308,True,32358.82257098856,32358.822247300297,5351.688448730973,32100.690985200257,0.8332843224091867,True,,False,False,,component_disabled,1.6774685071427045e-05,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116746.8301966348,0.2704342999495566,116746.8301966348,116746.8301966348,116958.3692105265,116958.3692105265,0.0018086693181480742,0.0018086693181480742,0.1884996452863561,0.0,143.94524169992656,-6.314273197304528,0.003509927226270666,116746.8301966348,32132.525065280828,32132.525065280828,84614.30513135396,32358.82257098856,32358.82257098856,32358.82257098856,32358.82257098856,optimal,optimal,0.0,0.0,32358.82257098856,32358.82257098856,True,0.0009051404998469494,0.0,optimal,32358.82257098856,32358.82257098856,0.10984460008330643,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32358.822247300297,226.2971820194689,226.2971820194689,0.006993368927027278,[],0.0,0,0,0.512283210007316,False,,scenario_enumeration,2.200990112234068e-05,0,0.0,0.3932842792028083,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,547,0,1,1,0,False,,547
548,2,0.00045216732953701856,0.00045216732953701856,joint_error_budget,0.0018086693181480742,False,True,True,0.00045216732953701856,0.0004525702499234747,0.00045216732953701856,0.0009043346590740371,0.0009051404998469494,0.0009043346590740371,0.25,0.5,True,core_point,True,547,307.7001669797521,True,,optimal,0.009120899951085448,32360.125822544713,optimal,0.010632600169628859,32360.125498843456,True,32360.125822544665,32360.125498843452,-81501.29517725212,32218.256666141926,1.3953097505514782,True,,False,False,,component_disabled,1.70619602959433e-05,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116747.00902413714,0.27828940004110336,116747.00902413714,116747.00902413714,116958.3692105265,116958.3692105265,0.0018071403339159082,0.0018071403339159082,0.1788275023427559,0.0,144.37573700002395,-6.3151638874278095,0.0008906901232814109,116747.00902413714,32132.70389278316,32132.70389278316,84614.30513135398,32360.12582254467,32360.12582254467,32360.12582254467,32360.12582254467,optimal,optimal,0.0,0.0,32360.12582254467,32360.12582254467,True,0.0009043346590740371,0.0,optimal,32360.12582254467,32360.12582254467,0.12872969987802207,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32360.125498843452,227.4216060602921,227.4216060602921,0.0070278344893446145,[],0.0,0,0,0.5126831636135971,False,,scenario_enumeration,1.8389259813599393e-05,0,0.0,0.3929968893710328,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,548,0,1,1,0,False,,548
549,2,0.00045178508347897705,0.00045178508347897705,joint_error_budget,0.0018071403339159082,False,True,True,0.00045178508347897705,0.00045216732953701856,0.00045178508347897705,0.0009035701669579541,0.0009043346590740371,0.0009035701669579541,0.25,0.5,True,core_point,True,548,320.0024153225369,True,,optimal,0.009915299946442246,32352.007928017283,optimal,0.011183999944478273,32352.007604397204,True,32352.00792801747,32352.00760439725,-12553.462525616342,32151.541698955494,1.3904466741644357,True,,False,False,,component_disabled,1.1306307841361863e-05,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116747.44098100222,0.3030104998033494,116747.44098100222,116747.44098100222,116958.3692105265,116958.3692105265,0.001803447080769525,0.001803447080769525,0.43195686508261133,0.0,144.81186809996143,-6.316009609116962,0.0008457216891527295,116747.44098100222,32133.135849648275,32133.135849648275,84614.30513135395,32352.00792801745,32352.00792801745,32352.00792801745,32352.00792801745,optimal,optimal,0.0,0.0,32352.00792801745,32352.00792801745,True,0.0009035701669579541,0.0,optimal,32352.00792801745,32352.00792801745,0.10839390009641647,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32352.00760439725,218.87175474897595,218.87175474897595,0.006765322184185785,[],0.0,0,0,0.5132316637898482,False,,scenario_enumeration,1.859368648481757e-05,0,0.0,0.39256566762675477,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,549,0,1,1,0,False,,549
550,2,0.00045086177019238127,0.00045086177019238127,joint_error_budget,0.001803447080769525,False,True,True,0.00045086177019238127,0.00045178508347897705,0.00045086177019238127,0.0009017235403847625,0.0009035701669579541,0.0009017235403847625,0.25,0.5,True,core_point,True,549,160.31711196600807,True,,optimal,0.0094671999104321,32351.9277580308,optimal,0.010708600049838424,32351.927434411522,True,32351.927758031088,32351.92743441151,9899.272701206733,32251.77569188975,0.6930627077474041,True,,False,False,,component_disabled,1.3222884281330553e-05,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116747.45229133942,0.3094077999703586,116747.45229133942,116747.45229133942,116958.3692105265,116958.3692105265,0.0018033503768117407,0.0018033503768117407,0.011310337198665366,0.0,145.24577739997767,-6.318055400568771,0.002045791451808678,116747.45229133942,32133.14715998543,32133.14715998543,84614.30513135399,32351.92775803104,32351.92775803104,32351.92775803104,32351.92775803104,optimal,optimal,0.0,0.0,32351.92775803104,32351.92775803104,True,0.0009017235403847625,0.0,optimal,32351.92775803104,32351.92775803104,0.10071830009110272,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32351.92743441151,218.78027442608072,218.78027442608072,0.0067625112868351855,[],0.0,0,0,0.5138285364668969,False,,scenario_enumeration,1.5006191775568268e-05,0,0.0,0.39208361936266556,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,550,0,1,1,0,False,,550
551,2,0.00045083759420293517,0.00045083759420293517,joint_error_budget,0.0018033503768117407,False,True,True,0.00045083759420293517,0.00045086177019238127,0.00045083759420293517,0.0009016751884058703,0.0009017235403847625,0.0009016751884058703,0.25,0.5,True,core_point,True,550,380.3041813136719,True,,optimal,0.009534799959510565,32326.06877422921,optimal,0.01078599994070828,32326.068450868523,True,32326.068774229265,32326.068450868537,8635.328650426585,32176.331968587823,0.7316248272532483,True,,False,False,,component_disabled,6.943143803151928e-06,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116747.52823087166,0.26663500000722706,116747.52823087166,116747.52823087166,116940.3739055833,116940.3739055833,0.0016490940491377716,0.0016490940491377716,0.07593953223840799,17.995304943207884,145.66056209988892,-6.318109023739434,5.36231706631589e-05,116747.52823087166,32133.22309951768,32133.22309951768,84614.30513135398,32326.06877422932,32326.06877422932,32326.06877422932,32326.06877422932,optimal,optimal,0.0,0.0,32326.06877422932,32326.06877422932,True,0.0009016751884058703,0.0,optimal,32326.06877422932,32326.06877422932,0.12166480021551251,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32326.068450868537,192.84535135085753,192.84535135085753,0.005965629616974846,[],0.0,0,0,0.5141958572971603,False,,scenario_enumeration,1.3319761664274732e-05,0,0.0,0.39180258103001936,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,551,0,1,1,0,False,,551
