iteration,elapsed_time,lower_bound,upper_bound,gap,master_time,subproblem_time,core_point_stage1_runtime,core_point_stage2_runtime,cuts_added_total,adversarial_pattern
735,236.35661290003918,116788.09857994571,116860.79670003348,0.0006220916007818275,0.4183688999619335,0.14926109998486936,0.011080600088462234,0.011333199916407466,735,"[[7, 1], [11, 0]]"
736,236.8886339000892,116788.09857994571,116860.79670003348,0.0006220916007818275,0.39703649980947375,0.11073659989051521,0.009624500060454011,0.010510300053283572,736,"[[0, 6], [11, 0]]"
737,237.5481416999828,116788.09857994571,116860.79670003348,0.0006220916007818275,0.4838040000759065,0.15057689999230206,0.01018950017169118,0.010820399969816208,737,"[[2, 7], [11, 0]]"
738,238.08857419993728,116788.09857994571,116860.79670003348,0.0006220916007818275,0.40946089988574386,0.10695450007915497,0.009668299928307533,0.010563199874013662,738,"[[0, 6], [11, 0]]"
739,238.63873410015367,116788.09857994571,116860.79670003348,0.0006220916007818275,0.42149049998261034,0.10404599993489683,0.009561700047925115,0.011297799879685044,739,"[[7, 1], [11, 0]]"
740,239.23585890000686,116788.09857994571,116860.79670003348,0.0006220916007818275,0.443925199797377,0.1290732000488788,0.0095293999183923,0.010717099998146296,740,"[[2, 7], [11, 0]]"
741,239.76708530006,116788.09857994571,116860.79670003348,0.0006220916007818275,0.4001592001877725,0.10681440006010234,0.009679500013589859,0.010733200004324317,741,"[[0, 6], [11, 0]]"
742,240.45050480007194,116788.09857994571,116860.79670003348,0.0006220916007818275,0.5314461002126336,0.1264808000996709,0.008861899841576815,0.012708399910479784,742,"[[0, 6], [2, 7]]"
743,240.96008470002562,116788.09857994571,116860.79670003348,0.0006220916007818275,0.36265029991045594,0.11994060012511909,0.009041599929332733,0.012231800006702542,743,"[[0, 6], [2, 7]]"
744,241.51258040009998,116789.6511930508,116860.79670003348,0.0006088055959886902,0.37162750004790723,0.15335689997300506,0.00987719977274537,0.013414700049906969,744,"[[2, 7], [11, 0]]"
745,242.06923580006696,116789.6511930508,116860.79670003348,0.0006088055959886902,0.4207069000694901,0.10903210006654263,0.009962600190192461,0.012926700059324503,745,"[[2, 7], [11, 0]]"
746,242.64406570000574,116789.6511930508,116860.79670003348,0.0006088055959886902,0.4429514000657946,0.1056335000321269,0.009878400014713407,0.012307099997997284,746,"[[0, 6], [11, 0]]"
747,243.17654210003093,116789.65119305084,116860.79670003348,0.0006088055959883166,0.3918584000784904,0.11316629988141358,0.009876800002530217,0.011479099979624152,747,"[[0, 6], [11, 0]]"
748,243.72492770012468,116789.65119305084,116860.79670003348,0.0006088055959883166,0.39759519998915493,0.12573010008782148,0.010071099968627095,0.011097700102254748,748,"[[0, 6], [11, 0]]"
749,244.35139920003712,116789.65119305084,116860.79670003348,0.0006088055959883166,0.45754089998081326,0.1433383000548929,0.010021599940955639,0.011496700113639235,749,"[[7, 1], [11, 0]]"
750,244.9378347999882,116789.65119305084,116860.79670003348,0.0006088055959883166,0.4484596000984311,0.11130689992569387,0.010466199833899736,0.01198760000988841,750,"[[2, 7], [11, 0]]"
751,245.51332370005548,116789.65119305124,116860.79670003348,0.0006088055959849544,0.43505750014446676,0.1092646000906825,0.00993290008045733,0.011650800006464124,751,"[[7, 1], [11, 0]]"
752,246.10968130012043,116789.65119305124,116860.79670003348,0.0006088055959849544,0.4710820000618696,0.10113990004174411,0.009440199937671423,0.01093539991416037,752,"[[7, 1], [11, 0]]"
753,246.6620364000555,116789.65119305124,116860.79670003348,0.0006088055959849544,0.4239425999112427,0.10422570002265275,0.009677299996837974,0.010857199784368277,753,"[[0, 6], [11, 0]]"
754,247.2820774000138,116789.65119305124,116860.79670003348,0.0006088055959849544,0.43994449987076223,0.15438560000620782,0.009717599954456091,0.011858300073072314,754,"[[2, 7], [11, 0]]"
755,247.82756919995882,116789.65119305124,116860.79670003348,0.0006088055959849544,0.3985257998574525,0.117856299970299,0.01000840007327497,0.012036100029945374,755,"[[2, 7], [11, 0]]"
756,248.4427341001574,116789.65119305124,116860.79670003348,0.0006088055959849544,0.4611931999679655,0.1294118999503553,0.009519800078123808,0.01129440008662641,756,"[[7, 1], [11, 0]]"
757,249.0133516001515,116789.65119305124,116860.79670003348,0.0006088055959849544,0.4417712998110801,0.1048744001891464,0.009470499819144607,0.010757599957287312,757,"[[2, 7], [11, 0]]"
758,249.59841390000656,116789.65119305124,116860.79670003348,0.0006088055959849544,0.43530779983848333,0.1252173997927457,0.00963640003465116,0.010885499883443117,758,"[[0, 6], [11, 0]]"
759,250.16147479997016,116789.65119305124,116860.79670003348,0.0006088055959849544,0.42520050005987287,0.11353069986216724,0.009619599906727672,0.010951200034469366,759,"[[7, 1], [11, 0]]"
760,250.71697290008888,116789.65119305124,116860.79670003348,0.0006088055959849544,0.41219989978708327,0.11566180014051497,0.010446800151839852,0.01301150000654161,760,"[[0, 6], [2, 7]]"
761,251.33832930005156,116790.8240104823,116860.79670003348,0.0005987695748025846,0.4797958000563085,0.11339420010335743,0.009428799850866199,0.013760700123384595,761,"[[0, 6], [2, 7]]"
762,251.8695948999375,116792.54534844964,116860.79670003348,0.0005840397593645433,0.4092941000126302,0.09561130008660257,0.009590700035914779,0.013021599967032671,762,"[[0, 6], [11, 0]]"
763,252.4502793001011,116794.6505761504,116860.79670003348,0.0005660249266729726,0.4282778000924736,0.12670139991678298,0.009337800089269876,0.01247990014962852,763,"[[0, 6], [2, 7]]"
764,253.04266000003554,116795.07555842036,116860.79670003348,0.0005623882727910483,0.4371040998958051,0.12734039989300072,0.009791199816390872,0.012085000053048134,764,"[[2, 7], [11, 0]]"
765,253.60239519993775,116795.36419069048,116860.79670003348,0.000559918391716523,0.4230076000094414,0.11145960004068911,0.009798600105568767,0.01157859992235899,765,"[[2, 7], [11, 0]]"
766,254.13878139993176,116795.56769753339,116860.79670003348,0.0005581769450666872,0.3907920999918133,0.12121420004405081,0.009352999972179532,0.011172800092026591,766,"[[7, 1], [11, 0]]"
767,254.6624350999482,116795.71876811654,116860.79670003348,0.0005568842054361861,0.3930940998252481,0.10448349989019334,0.009723199997097254,0.012248300015926361,767,"[[7, 1], [11, 0]]"
768,255.19900829996914,116795.79570712922,116860.79670003348,0.0005562258237132018,0.3951911998447031,0.11540829995647073,0.009733499959111214,0.011271999916061759,768,"[[0, 6], [11, 0]]"
769,255.76081020012498,116795.92919021496,116860.79670003348,0.0005550835836334914,0.4172602999024093,0.11867320002056658,0.00952540012076497,0.012476000003516674,769,"[[2, 7], [11, 0]]"
770,256.32718780008145,116796.00597226438,116860.79670003348,0.0005544265450748794,0.41225870000198483,0.12991170003078878,0.009464400121942163,0.010876799933612347,770,"[[2, 7], [11, 0]]"
771,256.9078681000974,116796.22413116436,116860.79670003348,0.0005525597179939291,0.4552815000060946,0.10119819990359247,0.00955619988963008,0.01094490010291338,771,"[[7, 1], [11, 0]]"
772,257.43927370011806,116796.33121639656,116860.79670003348,0.0005516433693532828,0.3965998999774456,0.10981549997814,0.009708000114187598,0.011302300030365586,772,"[[2, 7], [11, 0]]"
773,258.0940485999454,116796.47307321278,116860.79670003348,0.000550429473673767,0.5229855000507087,0.1073747999034822,0.009591500042006373,0.011051899986341596,773,"[[0, 6], [11, 0]]"
774,258.678322999971,116796.63240488301,116860.79670003348,0.0005490660423543344,0.43681939993985,0.12223189999349415,0.010018800152465701,0.011494299862533808,774,"[[2, 7], [11, 0]]"
775,259.2657743000891,116796.67968121363,116860.79670003348,0.0005486614898272934,0.4522889000363648,0.11092689982615411,0.009493099991232157,0.011113299988210201,775,"[[7, 1], [11, 0]]"
776,259.80597480013967,116796.73033027863,116860.79670003348,0.0005482280761724945,0.41797950002364814,0.09774570004083216,0.009851300157606602,0.01086210017092526,776,"[[0, 6], [11, 0]]"
777,260.48145620012656,116796.78374317991,116860.79670003348,0.0005477710118464796,0.508071499876678,0.13568870001472533,0.010366000002250075,0.013536799931898713,777,"[[2, 7], [11, 0]]"
778,261.04164680000395,116796.9143110902,116860.79670003348,0.0005466537174760175,0.39697249978780746,0.13645170000381768,0.009945000056177378,0.012221199925988913,778,"[[7, 1], [11, 0]]"
779,261.6089051000308,116797.05275570373,116860.79670003348,0.0005454690206619974,0.4350096001289785,0.10531020001508296,0.010051900055259466,0.012385200010612607,779,"[[7, 1], [11, 0]]"
780,262.2101364999544,116797.13902989594,116860.79670003348,0.0005447307560373018,0.4751820999663323,0.10206740000285208,0.009481600020080805,0.010874999919906259,780,"[[0, 6], [11, 0]]"
781,262.8043851000257,116797.24305990634,116859.3075547706,0.0005311044208880798,0.44854240003041923,0.11847530002705753,0.009921700228005648,0.011375099886208773,781,"[[0, 6], [11, 0]]"
782,263.35354369995184,116797.32719905746,116859.3075547706,0.0005303844170400262,0.40920260013081133,0.11396119999699295,0.010319699998944998,0.011608700035139918,782,"[[0, 6], [11, 0]]"
783,263.90949140000157,116797.45883204683,116859.3075547706,0.0005292579942318759,0.42293310002423823,0.10741439997218549,0.010447199922055006,0.011285699903964996,783,"[[2, 7], [11, 0]]"
784,264.44603860005736,116797.58593448275,116859.3075547706,0.0005281703407229232,0.409676400013268,0.10233439994044602,0.009830200113356113,0.010942399967461824,784,"[[7, 1], [11, 0]]"
785,264.97827510000207,116797.5891125988,116859.3075547706,0.0005281431446345923,0.40870220004580915,0.09924630005843937,0.009522699983790517,0.010833399835973978,785,"[[7, 1], [11, 0]]"
786,265.54710750002414,116797.75745801651,116859.3075547706,0.0005267025626113584,0.4085542999673635,0.132376299938187,0.009826899971812963,0.011330599896609783,786,"[[7, 1], [11, 0]]"
787,266.080623799935,116797.90747795964,116859.3075547706,0.000525418797147818,0.3959819001611322,0.11263930005952716,0.009736800100654364,0.011346100131049752,787,"[[0, 6], [11, 0]]"
788,266.66893879999407,116798.01224879295,116859.3075547706,0.0005245222418327256,0.45476499991491437,0.10806700005196035,0.010017799912020564,0.011318899923935533,788,"[[2, 7], [11, 0]]"
789,267.2029625000432,116798.10459843156,116859.3075547706,0.0005237319783907985,0.41416810010559857,0.09537539980374277,0.009314700029790401,0.011282199993729591,789,"[[2, 7], [11, 0]]"
790,267.7707478001248,116798.17108767145,116859.3075547706,0.0005231630101050544,0.42640519980341196,0.11502869985997677,0.009615999879315495,0.011323999846354127,790,"[[7, 1], [11, 0]]"
791,268.3257319999393,116798.290246947,116859.3075547706,0.0005221433285919355,0.4155277998652309,0.11485869996249676,0.009811200201511383,0.01087609981186688,791,"[[7, 1], [11, 0]]"
792,268.8983098999597,116798.86813053735,116859.3075547706,0.0005171982060985763,0.41863409988582134,0.12921770010143518,0.009729299927130342,0.011322100181132555,792,"[[7, 1], [11, 0]]"
793,269.456871900009,116799.14743309314,116856.39594769644,0.0004899048455073295,0.41707510012201965,0.11622840003110468,0.01028970000334084,0.011063100071623921,793,"[[2, 7], [11, 0]]"
794,270.0527510000393,116799.21158099844,116855.00787742215,0.00047748314288966896,0.4736271998845041,0.11810189997777343,0.0,0.0,794,"[[2, 7], [11, 0]]"
795,270.648234100081,116799.21162028766,116855.00787742215,0.0004774828066676623,0.44525890005752444,0.1474709000904113,0.0,0.0,795,"[[2, 7], [11, 0]]"
796,271.18129800003953,116799.2116678463,116854.98817708711,0.0004773138922942848,0.42074169986881316,0.10996740008704364,0.0,0.0,796,"[[2, 7], [11, 0]]"
797,271.72390740015544,116799.21167559558,116854.98817708711,0.0004773138259789881,0.4284534000325948,0.11178539996035397,0.0,0.0,797,"[[2, 7], [11, 0]]"
798,272.28256259998307,116799.21169138583,116854.98817708711,0.00047731369085207264,0.41340709989890456,0.1428138001356274,0.0,0.0,798,"[[2, 7], [11, 0]]"
799,272.83972849999554,116799.21221359726,116854.98817708711,0.00047730922196773134,0.4400267999153584,0.11485230014659464,0.0,0.0,799,"[[2, 7], [11, 0]]"
800,273.51154790003784,116799.2122533348,116854.98817708711,0.0004773088819091573,0.5235196000430733,0.1455824999138713,0.0,0.0,800,"[[2, 7], [11, 0]]"
801,274.06908580008894,116799.21230025105,116854.98817708711,0.00047730848041797116,0.44227240001782775,0.11282819998450577,0.0,0.0,801,"[[2, 7], [11, 0]]"
802,274.6685463001486,116799.21230823369,116854.98817708711,0.00047730841210559186,0.46604710002429783,0.12880850001238286,0.0,0.0,802,"[[2, 7], [11, 0]]"
803,275.2044000001624,116799.2123241313,116854.98817708711,0.0004773082760600209,0.41522060008719563,0.11827090010046959,0.0,0.0,803,"[[2, 7], [11, 0]]"
804,275.7708636999596,116799.21403843936,116854.8827261788,0.0004763916272962657,0.44635279988870025,0.11770740011706948,0.0,0.0,804,"[[2, 7], [11, 0]]"
805,276.31984100001864,116799.21407931994,116854.8827261788,0.00047639127745569357,0.43628369993530214,0.11037659994326532,0.0,0.0,805,"[[2, 7], [11, 0]]"
806,276.91229550004937,116799.21412421693,116854.8616613459,0.00047621071419554143,0.4714224000927061,0.11643259995616972,0.0,0.0,806,"[[2, 7], [11, 0]]"
807,277.5008849001024,116799.21413284639,116854.8616613459,0.0004762106403478621,0.4793438999913633,0.10703329998068511,0.0,0.0,807,"[[2, 7], [11, 0]]"
808,278.0456662001088,116799.214148989,116854.8616613459,0.0004762105022054352,0.43585440004244447,0.1067208000458777,0.0,0.0,808,"[[2, 7], [11, 0]]"
809,278.5882568999659,116799.21467046061,116854.8616613459,0.0004762060396473517,0.424905400024727,0.11535579990595579,0.0,0.0,809,"[[2, 7], [11, 0]]"
810,279.1422091999557,116799.21471174629,116854.8616613459,0.00047620568634005526,0.41859139990992844,0.13043710007332265,0.0,0.0,810,"[[2, 7], [11, 0]]"
811,279.7329546001274,116799.21475602992,116854.8616613459,0.00047620530737737377,0.48348060017451644,0.1049100998789072,0.0,0.0,811,"[[2, 7], [11, 0]]"
812,280.2963211000897,116799.2147649233,116854.8616613459,0.0004762052312712215,0.4523283999878913,0.1086078998632729,0.0,0.0,812,"[[2, 7], [11, 0]]"
813,280.84703000006266,116799.21478113628,116854.8616613459,0.0004762050925265684,0.44243910000659525,0.10600609984248877,0.0,0.0,813,"[[2, 7], [11, 0]]"
814,281.4270049999468,116799.21572278801,116854.8616613459,0.0004761970342248907,0.4673242000862956,0.11017849994823337,0.0,0.0,814,"[[2, 7], [11, 0]]"
815,281.98020500014536,116799.21576476059,116854.8616613459,0.0004761966750392885,0.4314944001380354,0.11738579999655485,0.0,0.0,815,"[[2, 7], [11, 0]]"
816,282.52735029999167,116799.21580831619,116854.8616613459,0.00047619630230683404,0.4389430000446737,0.10602820012718439,0.0,0.0,816,"[[2, 7], [11, 0]]"
817,283.08806150010787,116799.21581781394,116854.8616613459,0.0004761962210287092,0.4547284999862313,0.10348950000479817,0.0,0.0,817,"[[2, 7], [11, 0]]"
818,283.7078170001041,116799.21583406474,116854.8616613459,0.00047619608196040306,0.4831828000023961,0.1339169000275433,0.0,0.0,818,"[[2, 7], [11, 0]]"
819,284.2646292001009,116799.2163589972,116854.8616613459,0.0004761915897856409,0.4325599998701364,0.11933499993756413,0.0,0.0,819,"[[2, 7], [11, 0]]"
820,284.848090399988,116799.21640133244,116854.8616613459,0.00047619122749663096,0.46590399998240173,0.11515990016050637,0.0,0.0,820,"[[2, 7], [11, 0]]"
821,285.45729920011945,116799.21640226606,116854.8616613459,0.0004761912195070466,0.4737569000571966,0.1331523999106139,0.0,0.0,821,"[[2, 7], [11, 0]]"
822,286.06603750004433,116799.21642313195,116854.8616613459,0.00047619104094460523,0.47836050018668175,0.1279676000121981,0.0,0.0,822,"[[2, 7], [11, 0]]"
823,286.7160655001644,116799.21644453623,116854.8616613459,0.0004761908577748095,0.4958486999385059,0.1493459001649171,0.0,0.0,823,"[[2, 7], [11, 0]]"
824,287.25950159993954,116799.21648650078,116854.8616613459,0.0004761904986579477,0.4306683000177145,0.11036860011518002,0.0,0.0,824,"[[2, 7], [11, 0]]"
825,287.81430270010605,116799.21653901835,116854.8616613459,0.00047619004923230745,0.4444919000379741,0.10745289991609752,0.0,0.0,825,"[[2, 7], [11, 0]]"
826,288.3692822000012,116799.2165814468,116854.8616613459,0.00047618968614555944,0.44586759991943836,0.10662870015949011,0.0,0.0,826,"[[2, 7], [11, 0]]"
827,288.9735054001212,116799.21658182229,116854.8616613459,0.00047618968293231646,0.47542060003615916,0.12442090013064444,0.0,0.0,827,"[[2, 7], [11, 0]]"
828,289.6374512000475,116799.21662424238,116854.8616613459,0.00047618931991704854,0.544331599958241,0.11716639995574951,0.0,0.0,828,"[[2, 7], [11, 0]]"
829,290.25388460000977,116799.21712935332,116854.8616613459,0.00047618499736747143,0.5036045000888407,0.11049659992568195,0.0,0.0,829,"[[2, 7], [11, 0]]"
830,290.86021160008386,116799.21717279204,116854.8616613459,0.0004761846256352405,0.4964652999769896,0.10730200004763901,0.0,0.0,830,"[[2, 7], [11, 0]]"
831,291.45400150003843,116799.21717279204,116854.8616613459,0.0004761846256352405,0.46825999999418855,0.1220718000549823,0.0,0.0,831,"[[0, 6], [11, 0]]"
832,292.0777322000358,116799.21722281675,116854.8616613459,0.0004761841975425551,0.4866549000144005,0.13453439995646477,0.0,0.0,832,"[[2, 7], [11, 0]]"
833,292.67704840004444,116799.219024272,116854.83914169748,0.0004759761584031398,0.4866063999943435,0.11044830013997853,0.0,0.0,833,"[[2, 7], [11, 0]]"
834,293.28635139996186,116799.21906816657,116854.83914169748,0.0004759757827698153,0.4925830001011491,0.11431339988484979,0.0,0.0,834,"[[0, 6], [11, 0]]"
835,293.84945690003224,116799.21914936238,116854.79883500279,0.0004756303223702658,0.43312179995700717,0.12511829985305667,0.0,0.0,835,"[[2, 7], [11, 0]]"
836,294.44498430006206,116799.2191933381,116854.79883500279,0.00047562994604243296,0.48076290008611977,0.11210130015388131,0.0,0.0,836,"[[2, 7], [11, 0]]"
837,295.03976429998875,116799.21965710199,116854.79883500279,0.0004756259773231608,0.4475670999381691,0.14464959991164505,0.0,0.0,837,"[[2, 7], [11, 0]]"
838,295.60288990009576,116799.21970160975,116854.79883500279,0.00047562559644226616,0.43603139999322593,0.12459539994597435,0.0,0.0,838,"[[2, 7], [11, 0]]"
839,296.2222156000789,116799.21974106538,116854.79883500279,0.0004756252587956587,0.4895347999408841,0.12537679984234273,0.0,0.0,839,"[[2, 7], [11, 0]]"
840,296.80849560000934,116799.22142323286,116854.79883500279,0.00047561086343067023,0.44463060004636645,0.13909099996089935,0.0,0.0,840,"[[2, 7], [11, 0]]"
841,297.37492460012436,116799.22146886852,116854.79883500279,0.00047561047289758834,0.4469820000231266,0.11711160000413656,0.0,0.0,841,"[[2, 7], [11, 0]]"
842,297.951957100071,116799.22150663954,116854.79883500279,0.0004756101496671836,0.44638020009733737,0.1219099999871105,0.0,0.0,842,"[[2, 7], [11, 0]]"
843,298.5292247000616,116799.22154734991,116854.79883500279,0.00047560980128298635,0.4541698000393808,0.12080350005999207,0.0,0.0,843,"[[2, 7], [11, 0]]"
844,299.11257330002263,116799.22360482198,116854.79883500279,0.000475592194200609,0.4190390999428928,0.16159710008651018,0.0,0.0,844,"[[2, 7], [11, 0]]"
845,299.69732090015896,116799.22370023072,116854.79883500279,0.00047559137772798244,0.4623754001222551,0.11993540008552372,0.0,0.0,845,"[[2, 7], [11, 0]]"
846,300.31972300005145,116799.22423643761,116854.79883500279,0.0004755867890684087,0.4814941000659019,0.1361577999778092,0.0,0.0,846,"[[2, 7], [11, 0]]"
847,300.9149760999717,116799.22428454565,116854.79883500279,0.00047558637737769855,0.48099840013310313,0.11193450004793704,0.0,0.0,847,"[[2, 7], [11, 0]]"
848,301.54661640012637,116799.22431936263,116854.79883500279,0.0004755860794268614,0.4787967000156641,0.15032280003651977,0.0,0.0,848,"[[2, 7], [11, 0]]"
849,302.15605890005827,116799.2243287455,116854.79883500279,0.0004755859991317319,0.47684040013700724,0.12912610010243952,0.0,0.0,849,"[[2, 7], [11, 0]]"
850,302.7630956999492,116799.224376211,116854.79883500279,0.000475585592939639,0.47962330002337694,0.12504069996066391,0.0,0.0,850,"[[2, 7], [11, 0]]"
851,303.38377299997956,116799.22441141582,116854.79883500279,0.00047558529166983124,0.48392620007507503,0.13431770005263388,0.0,0.0,851,"[[2, 7], [11, 0]]"
852,303.97876240010373,116799.22445944296,116854.79883500279,0.00047558488067138275,0.4654550999403,0.12688450003042817,0.0,0.0,852,"[[2, 7], [11, 0]]"
853,304.56396510009654,116799.22517359,116854.79883500279,0.0004755787692660442,0.4625287000089884,0.11897960002534091,0.0,0.0,853,"[[2, 7], [11, 0]]"
854,305.1425443000626,116799.22527750039,116854.79883500279,0.0004755778800395692,0.46532610012218356,0.11095859995111823,0.0,0.0,854,"[[2, 7], [11, 0]]"
855,305.72468330012634,116799.22554226585,116854.79883500279,0.00047557561427500884,0.45135880005545914,0.1282623999286443,0.0,0.0,855,"[[2, 7], [11, 0]]"
856,306.265475000022,116799.2262035833,116854.79883500279,0.0004755699549657221,0.42564869998022914,0.11285230005159974,0.0,0.0,856,"[[2, 7], [11, 0]]"
857,306.86027369997464,116799.22671685816,116854.79883500279,0.00047556556254993757,0.4761669000145048,0.11403760011307895,0.0,0.0,857,"[[2, 7], [11, 0]]"
858,307.48545380006544,116799.22747524665,116854.79883500279,0.0004755590725427259,0.46040440001524985,0.162454399978742,0.0,0.0,858,"[[2, 7], [11, 0]]"
859,308.0916373000946,116799.25241423189,116854.61762911404,0.0004737956959294561,0.45081320009194314,0.15283580007962883,0.0,0.0,859,"[[2, 7], [11, 0]]"
860,308.6489530999679,116799.25251339425,116854.61762911404,0.00047379484733340216,0.4461880000308156,0.10880229994654655,0.0,0.0,860,"[[2, 7], [11, 0]]"
861,309.23380440007895,116799.25304543562,116854.61762911404,0.00047379029431382264,0.46431979979388416,0.11602160008624196,0.0,0.0,861,"[[2, 7], [11, 0]]"
862,309.8336815999355,116799.25310855024,116854.61762911404,0.0004737897542014487,0.44909279979765415,0.14822020009160042,0.0,0.0,862,"[[2, 7], [11, 0]]"
863,310.42679670010693,116799.25312139753,116854.61324073657,0.0004737521078862805,0.46353449998423457,0.1271762999240309,0.0,0.0,863,"[[2, 7], [11, 0]]"
864,310.9895093999803,116799.2531447844,116854.61324073657,0.00047375190774986715,0.44539749994874,0.11491220002062619,0.0,0.0,864,"[[2, 7], [11, 0]]"
865,311.57223729998805,116799.25316465036,116854.61324073657,0.00047375173774400663,0.4662627999205142,0.11410310002975166,0.0,0.0,865,"[[2, 7], [11, 0]]"
866,312.17269070004113,116799.25492279502,116854.61324073657,0.00047373669217061975,0.4889730999711901,0.109079800080508,0.0,0.0,866,"[[2, 7], [11, 0]]"
867,312.7566263000481,116799.25502277046,116854.61324073657,0.0004737358366165398,0.4664495999459177,0.11492539988830686,0.0,0.0,867,"[[2, 7], [11, 0]]"
868,313.4542694000993,116799.25555596963,116854.61324073657,0.00047373127368867743,0.5846317000687122,0.11049619992263615,0.0,0.0,868,"[[2, 7], [11, 0]]"
869,314.03305270010605,116799.2556198765,116854.61324073657,0.00047373072679661617,0.4710470999125391,0.10545799997635186,0.0,0.0,869,"[[2, 7], [11, 0]]"
870,314.6704890001565,116799.25563111715,116854.61324073657,0.0004737306306031009,0.4810809998307377,0.15371019998565316,0.0,0.0,870,"[[2, 7], [11, 0]]"
871,315.26729240012355,116799.2556561324,116854.61324073657,0.0004737304165315217,0.4870596001856029,0.10752730001695454,0.0,0.0,871,"[[2, 7], [11, 0]]"
872,315.845457599964,116799.25567558008,116854.61324073657,0.00047373025010527856,0.4684703000821173,0.10735040018334985,0.0,0.0,872,"[[2, 7], [11, 0]]"
873,316.48247819999233,116799.25718941203,116854.61324073657,0.0004737172952726389,0.5025007000658661,0.13187629985623062,0.0,0.0,873,"[[2, 7], [11, 0]]"
874,317.1073670000769,116799.25729040767,116854.61324073657,0.00047371643098812806,0.5057393000461161,0.11651719990186393,0.0,0.0,874,"[[0, 6], [11, 0]]"
875,317.74055770016275,116799.25769463705,116854.61324073657,0.0004737129717375565,0.5157143999822438,0.11497030011378229,0.0,0.0,875,"[[2, 7], [11, 0]]"
876,318.34593100007623,116799.25831531128,116854.41699678791,0.00047202906740059666,0.4698157000821084,0.13321290002204478,0.0,0.0,876,"[[2, 7], [11, 0]]"
877,318.94660220015794,116799.25837967184,116854.41699678791,0.0004720285166250113,0.48715880000963807,0.11112060002051294,0.0,0.0,877,"[[2, 7], [11, 0]]"
878,319.55366730014794,116799.2584150756,116854.41699678791,0.00047202821365176543,0.4883137000724673,0.11634070007130504,0.0,0.0,878,"[[2, 7], [11, 0]]"
879,320.17624350008555,116799.25848805657,116854.40138567184,0.00047189405757401624,0.49786810018122196,0.12234760005958378,0.0,0.0,879,"[[2, 7], [11, 0]]"
880,320.73680880013853,116799.2585525327,116854.40138567184,0.0004718935058093376,0.44587990012951195,0.11234070011414587,0.0,0.0,880,"[[2, 7], [11, 0]]"
881,321.33128209994175,116799.25967562405,116854.40138567184,0.00047188389477767636,0.47007160005159676,0.12023389991372824,0.0,0.0,881,"[[2, 7], [11, 0]]"
882,321.9347761000972,116799.25977664627,116854.40138567184,0.00047188303026408175,0.485441799974069,0.1155596999451518,0.0,0.0,882,"[[2, 7], [11, 0]]"
883,322.5709422000218,116799.26348870897,116854.40138567184,0.0004718512637011555,0.5113088998477906,0.12265009991824627,0.0,0.0,883,"[[0, 6], [11, 0]]"
884,323.17337940004654,116799.26353157363,116854.40138567184,0.00047185089688005666,0.49048090004362166,0.10953919985331595,0.0,0.0,884,"[[2, 7], [11, 0]]"
885,323.83250429993495,116799.26357505808,116854.40138567184,0.00047185052475496274,0.5249647002201527,0.1319174999371171,0.0,0.0,885,"[[2, 7], [11, 0]]"
886,324.49120369995944,116799.26360427933,116854.40138567184,0.0004718502746895008,0.5334073998965323,0.12295899982564151,0.0,0.0,886,"[[2, 7], [11, 0]]"
887,325.11642830003984,116799.2636636558,116854.40138567184,0.00047184976656597236,0.5043544000945985,0.118296799948439,0.0,0.0,887,"[[2, 7], [11, 0]]"
888,325.7108082000632,116799.26373054538,116854.40138567184,0.00047184919414781673,0.47521850001066923,0.11688659992069006,0.0,0.0,888,"[[2, 7], [11, 0]]"
889,326.36691910005175,116799.26412878928,116854.40138567184,0.0004718457861127821,0.5243051000870764,0.12706560012884438,0.0,0.0,889,"[[2, 7], [11, 0]]"
890,327.00036370009184,116799.26419590745,116854.40138567184,0.0004718452117383798,0.5086732998024672,0.12237620004452765,0.0,0.0,890,"[[2, 7], [11, 0]]"
891,327.6075683000963,116799.26420141912,116854.40138567184,0.0004718451645714028,0.4860910999123007,0.11858089989982545,0.0,0.0,891,"[[2, 7], [11, 0]]"
892,328.20438280003145,116799.26421454648,116854.40138567184,0.0004718450522319844,0.4846205001231283,0.10988230002112687,0.0,0.0,892,"[[2, 7], [11, 0]]"
893,328.8240317001473,116799.26426853327,116854.40138567184,0.00047184459023149537,0.4795213998295367,0.1347735000308603,0.0,0.0,893,"[[2, 7], [11, 0]]"
894,329.43505339999683,116799.26428715825,116854.40138567184,0.00047184443084527175,0.4944076999090612,0.11410879995673895,0.0,0.0,894,"[[2, 7], [11, 0]]"
895,330.0500266000163,116799.29382293575,116849.61032293503,0.0004306090526122806,0.472758200019598,0.13968929997645319,0.0,0.0,895,"[[0, 6], [11, 0]]"
896,330.65812360006385,116799.29385046777,116849.61032293503,0.00043060881699301065,0.5029418000485748,0.1028829999268055,0.0,0.0,896,"[[0, 6], [11, 0]]"
897,331.2894715999719,116799.29390311104,116849.60440934187,0.0004305577796787916,0.5016718001570553,0.12724469997920096,0.0,0.0,897,"[[0, 6], [11, 0]]"
898,331.94054820016026,116799.2939363643,116849.60129229544,0.0004305308308695289,0.5116862000431865,0.13482669997029006,0.0,0.0,898,"[[0, 6], [11, 0]]"
899,332.590104599949,116799.29408525219,116849.60129229544,0.00043052955668553596,0.5322988999541849,0.1148835001513362,0.0,0.0,899,"[[2, 7], [11, 0]]"
