iteration,elapsed_time,master_status,master_runtime,master_lower_bound,master_incumbent_objective,adversarial_status,adversarial_runtime,adversarial_objective,adversarial_objective_bound,adversarial_mip_gap,exact_adversarial_separation,theta,scenario_violation,scenario_added,active_scenario_count,lower_bound,upper_bound,gap
1,3.2050759000703692,optimal,2.9197397001553327,116815.11494450644,116815.11494450644,optimal,0.11688870005309582,32200.8098131525,32200.8098131525,0.0,True,32200.809813152504,-3.637978807091713e-12,False,26,116815.11494450644,116815.11494450647,2.491443891534037e-16
