iteration,gamma,mip_gap,requested_master_mip_gap,precision_policy,valid_global_gap_for_precision,precision_gap_fallback_used,adaptive_master_precision_enabled,adaptive_subproblem_precision_enabled,master_gap_candidate,master_gap_previous,master_gap_selected,subproblem_gap_candidate,subproblem_gap_previous,subproblem_gap_selected,master_error_budget_ratio,subproblem_error_budget_ratio,monotone_precision_tightening,cut_strengthening_policy,core_point_available,core_point_observations,core_point_distance,core_point_attempted,core_point_skipped_reason,core_point_stage1_status,core_point_stage1_runtime,core_point_stage1_objective,core_point_stage2_status,core_point_stage2_runtime,core_point_current_value_floor,core_point_dual_feasible,core_point_original_value_at_current,core_point_strengthened_value_at_current,core_point_original_value_at_core,core_point_strengthened_value_at_core,core_point_normalized_improvement,core_point_cut_accepted,core_point_cut_fallback_reason,core_point_auxiliary_bound_used_for_UB,v3_secondary_attempted,v3_secondary_trigger_reason,v3_secondary_skipped_reason,v3_secondary_recent_lb_improvement,v3_secondary_cooldown_remaining,v3_secondary_time_limit,v3_secondary_runtime,v3_secondary_status,v3_secondary_has_incumbent,v3_secondary_pattern_distance,v3_secondary_pattern_memory_size,v3_secondary_cut_violation,v3_secondary_cut_added,v3_secondary_cut_skip_reason,v3_secondary_objective,v3_secondary_objective_bound,v3_secondary_bound_used_for_UB,realized_master_gap,achieved_master_mip_gap,master_status,master_best_bound,master_time,lower_bound,LB,upper_bound,UB,gap,global_gap,lb_improvement,ub_improvement,elapsed_time,log_gap,gap_improvement,master_objective,theta,theta_current,first_stage_cost,active_worst_cost,target_worst_cost,active_subproblem_value,target_subproblem_value,active_subproblem_status,target_subproblem_status,active_subproblem_mip_gap,target_subproblem_mip_gap,target_subproblem_objective,target_subproblem_objective_bound,target_robust_evaluation_used,subproblem_requested_mip_gap,subproblem_achieved_mip_gap,subproblem_status,subproblem_incumbent_objective,subproblem_objective_bound,subproblem_time,additional_subproblem_time,subproblem_has_incumbent,ub_uses_subproblem_bound,valid_UB,active_gamma,gamma_target,active_scenario,target_scenario,active_scenario_mode,target_scenario_mode,cut_selection_enabled,delta_cut,cut_rhs_current,cut_violation,absolute_cut_violation,normalized_cut_violation,secondary_cut_decisions,secondary_active_threshold,secondary_cuts_added_total,secondary_cuts_skipped_total,master_time_share,secondary_solve_attempted,secondary_solve_trigger_reason,secondary_solve_skipped_reason,recent_relative_lb_improvement,secondary_solve_cooldown_remaining,secondary_solve_runtime,secondary_generation_subproblem_time_share,secondary_generated_cut_added,secondary_generated_cut_duplicate,secondary_solves_avoided_total,final_certification_active,final_certification_triggered_this_iteration,final_certification_trigger_iteration,final_certification_reason,final_certification_count,consecutive_no_useful_primary_cuts,certification_forced_master_mip_gap,certification_forced_subproblem_mip_gap,secondary_solve_disabled_by_certification,cut_added,cut_skip_reason,cut_add_reason,cuts_added_total,cuts_skipped_total,cuts_generated_this_iteration,cuts_added_this_iteration,cuts_skipped_this_iteration,forced_cut_added,forced_cut_reason,cuts,adversarial_pattern
49,2,0.02,0.02,joint_error_budget,0.13538420380811464,False,True,True,0.02,0.02,0.02,0.05,0.05,0.05,0.25,0.5,True,core_point,True,48,428.2419032183701,True,,optimal,0.014703499851748347,39036.813074217804,optimal,0.010437200078740716,39036.812683749675,True,39036.81307421779,39036.81268374965,-105617.91971272003,37453.04414408989,1.3546088035625194,True,,False,False,,component_disabled,0.0033618697322385783,0,,0.0,,False,,0,,False,,,,False,0.015372431490555507,0.015372431490555507,2,107642.71063488667,0.007592699956148863,108846.1440719414,108846.1440719414,125219.19688949015,125219.19688949015,0.13075513359184443,0.13075513359184443,0.0,670.4115948140388,3.434590700082481,-1.999638588469796,0.012886969084891339,109323.27519311599,24708.97006176206,24708.97006176206,84614.30513135392,39036.81307421779,39036.81307421779,39036.81307421779,39036.81307421779,optimal,optimal,0.04016922900281755,0.04016922900281755,39036.81307421779,40604.891758136226,True,0.05,0.04016922900281755,optimal,39036.81307421779,40604.891758136226,0.058129899902269244,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,39036.81268374965,14327.842621987595,14327.842621987595,0.36703413104092963,[],0.0001,0,0,0.11743784867382488,False,,scenario_enumeration,0.0033618697322385783,0,0.0,0.5464113494714721,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,49,0,1,1,0,False,,49,"[[0, 6], [10, 6]]"
50,2,0.02,0.02,joint_error_budget,0.13075513359184443,False,True,True,0.02,0.02,0.02,0.05,0.05,0.05,0.25,0.5,True,core_point,True,49,1150.237841406561,True,,optimal,0.00823340006172657,42876.51710020433,optimal,0.014136699959635735,42876.51667133916,True,42876.51710020451,42876.51667133914,-187326.62883744563,29524.375357910933,1.157609067867927,True,,False,False,,component_disabled,0.0025854643138954352,0,,0.0,,False,,0,,False,,,,False,0.009858784396222488,0.009858784396222488,2,108469.58014910643,0.008094899822026491,108846.1440719414,108846.1440719414,125219.19688949015,125219.19688949015,0.13075513359184443,0.13075513359184443,0.0,0.0,3.541512600146234,-2.0344289141551326,0.03479032568533673,109549.60609630097,24935.30096494704,24935.30096494704,84614.30513135393,42876.5171002045,42876.5171002045,42876.5171002045,42876.5171002045,optimal,optimal,0.03488070733484815,0.03488070733484815,42876.5171002045,44372.08034471435,True,0.05,0.03488070733484815,optimal,42876.5171002045,44372.08034471435,0.07338770013302565,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,42876.51667133914,17941.215706392097,17941.215706392097,0.4184392086679216,[],0.0001,0,0,0.11617850786763195,False,,scenario_enumeration,0.0033618697322385783,0,0.0,0.5502324140328616,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,50,0,1,1,0,False,,50,"[[2, 7], [11, 5]]"
51,2,0.02,0.02,joint_error_budget,0.13075513359184443,False,True,True,0.02,0.02,0.02,0.05,0.05,0.05,0.25,0.5,True,core_point,True,50,1764.383933295694,True,,optimal,0.00857850001193583,41655.304633049804,optimal,0.011972700012847781,41655.304216396755,True,41655.30463304976,41655.30421639676,-154655.26145903312,26397.815314745123,1.1706881166906673,True,,False,False,,component_disabled,0.0006826802173441151,0,,0.0,,False,,0,,False,,,,False,0.01935210697614889,0.01935210697614889,2,107574.02617333872,0.00828660000115633,108846.1440719414,108846.1440719414,125219.19688949015,125219.19688949015,0.13075513359184443,0.13075513359184443,0.0,0.0,3.611522000050172,-2.0344289141551326,0.0,109696.89216547608,25082.587034122105,25082.587034122105,84614.30513135396,41655.30463304977,41655.30463304977,41655.30463304977,41655.30463304977,optimal,optimal,0.047383618227080836,0.047383618227080836,41655.30463304977,43629.08368491495,True,0.05,0.047383618227080836,optimal,41655.30463304977,43629.08368491495,0.03817790001630783,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,41655.30421639676,16572.717182274657,16572.717182274657,0.3978537066055358,[],0.0001,0,0,0.11622082439958803,False,,scenario_enumeration,0.0025854643138954352,0,0.0,0.5498732227791094,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,51,0,1,1,0,False,,51,"[[0, 6], [10, 6]]"
52,2,0.02,0.02,joint_error_budget,0.13075513359184443,False,True,True,0.02,0.02,0.02,0.05,0.05,0.05,0.25,0.5,True,core_point,True,51,1284.003274098051,True,,optimal,0.008401100058108568,39209.60966221566,optimal,0.013416699832305312,39209.609270019566,True,39209.60966221581,39209.60927001957,-313726.2789228703,28990.039881251403,1.0924055198078533,True,,False,False,,component_disabled,0.0,0,,0.0,,False,,0,,False,,,,False,0.01884965654613597,0.01884965654613597,2,107920.24365377438,0.008062399923801422,108846.1440719414,108846.1440719414,125219.19688949015,125219.19688949015,0.13075513359184443,0.13075513359184443,0.0,0.0,3.6768112999852747,-2.0344289141551326,0.0,109993.58495240545,25379.279821051485,25379.279821051485,84614.30513135396,39209.60966221584,39209.60966221584,39209.60966221584,39209.60966221584,optimal,optimal,0.04753230317607436,0.04753230317607436,39209.60966221584,41073.332716095814,True,0.05,0.04753230317607436,optimal,39209.60966221584,41073.332716095814,0.032269000075757504,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,39209.60927001957,13830.329448968088,13830.329448968088,0.3527280609639491,[],0.0001,0,0,0.11635046710121029,False,,scenario_enumeration,0.0006826802173441151,0,0.0,0.5490888142032937,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,52,0,1,1,0,False,,52,"[[2, 7], [10, 6]]"
53,2,0.02,0.02,joint_error_budget,0.13075513359184443,False,True,True,0.02,0.02,0.02,0.05,0.05,0.05,0.25,0.5,True,core_point,True,52,1756.3037207346213,True,,optimal,0.008794400142505765,41704.69462594083,optimal,0.013172399951145053,41704.69420879388,True,41704.69462594122,41704.694208793866,-706825.5175324101,25989.22992141312,1.036768946899574,True,,False,False,,component_disabled,0.0,0,,0.0,,False,,0,,False,,,,False,0.01986186208503224,0.01986186208503224,2,108249.02661960755,0.008028100011870265,108846.1440719414,108846.1440719414,125219.19688949015,125219.19688949015,0.13075513359184443,0.13075513359184443,0.0,0.0,3.7514997001271695,-2.0344289141551326,0.0,110442.62276119975,25828.317629845777,25828.317629845777,84614.30513135396,41704.69462594123,41704.69462594123,41704.69462594123,41704.69462594123,optimal,optimal,0.04994728150432871,0.04994728150432871,41704.69462594123,43787.73074847518,True,0.05,0.04994728150432871,optimal,41704.69462594123,43787.73074847518,0.04183670016936958,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,41704.694208793866,15876.37657894809,15876.37657894809,0.3806856009892621,[],0.0001,0,0,0.1161730174371747,False,,scenario_enumeration,0.0,0,0.0,0.5492876635271359,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,53,0,1,1,0,False,,53,"[[0, 6], [4, 6]]"
54,2,0.02,0.02,joint_error_budget,0.13075513359184443,False,True,True,0.02,0.02,0.02,0.05,0.05,0.05,0.25,0.5,True,core_point,True,53,1362.7063198225871,True,,optimal,0.008486600127071142,41119.095682392195,optimal,0.012517599854618311,41119.095271101236,True,41119.09568239213,41119.09527110122,-591916.4063805513,29837.223916722927,1.050407833935828,True,,False,False,,component_disabled,0.0,0,,0.0,,False,,0,,False,,,,False,0.018758916266061874,0.018758916266061874,2,108744.76802837313,0.007832699920982122,108846.1440719414,108846.1440719414,125219.19688949015,125219.19688949015,0.13075513359184443,0.13075513359184443,0.0,0.0,3.8131129001267254,-2.0344289141551326,0.0,110823.7005472338,26209.39541587984,26209.39541587984,84614.30513135396,41119.095682392144,41119.095682392144,41119.095682392144,41119.095682392144,optimal,optimal,0.04948442725863548,0.04948442725863548,41119.095682392144,43153.85058162835,True,0.05,0.04948442725863548,optimal,41119.095682392144,43153.85058162835,0.03000959986820817,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,41119.09527110122,14909.69985522138,14909.69985522138,0.36259795496278874,[],0.0001,0,0,0.11635003003802473,False,,scenario_enumeration,0.0,0,0.0,0.5481325738472963,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,54,0,1,1,0,False,,54,"[[0, 6], [10, 6]]"
55,2,0.02,0.02,joint_error_budget,0.13075513359184443,False,True,True,0.02,0.02,0.02,0.05,0.05,0.05,0.25,0.5,True,core_point,True,54,839.3279686172948,True,,optimal,0.00849539996124804,40368.877404721476,optimal,0.01155670010484755,40368.8770009327,True,40368.877404721454,40368.8770009327,-344774.6560635649,35095.96271524753,1.101793916977404,True,,False,False,,component_disabled,0.0,0,,0.0,,False,,0,,False,,,,False,0.018719544346230382,0.018719544346230382,2,108885.9061829187,0.00819620001129806,108885.9061829187,108885.9061829187,125219.19688949015,125219.19688949015,0.13043759353436912,0.13043759353436912,39.762110977302655,0.0,3.879654200049117,-2.0344289141551326,0.0,110963.08456523207,26348.779433878128,26348.779433878128,84614.30513135395,40368.87740472145,40368.87740472145,40368.87740472145,40368.87740472145,optimal,optimal,0.049666487548896174,0.049666487548896174,40368.87740472145,42373.85775170596,True,0.05,0.049666487548896174,optimal,40368.87740472145,42373.85775170596,0.03539659990929067,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,40368.8770009327,14020.09756705457,14020.09756705457,0.3472996676803926,[],0.0001,0,0,0.11646764786719996,False,,scenario_enumeration,0.0,0,0.0,0.5477345973894845,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,55,0,1,1,0,False,,55,"[[0, 6], [10, 6]]"
56,2,0.02,0.02,joint_error_budget,0.13043759353436912,False,True,True,0.02,0.02,0.02,0.05,0.05,0.05,0.25,0.5,True,core_point,True,55,535.2532510271158,True,,optimal,0.008623800007626414,39663.00329879182,optimal,0.011488200165331364,39663.00290206178,True,39663.003298791766,39663.002902061795,-149825.7231881948,37778.7777973733,1.2521514796889697,True,,False,False,,component_disabled,0.00036517224653947246,0,,0.0,,False,,0,,False,,,,False,0.019881007631465417,0.019881007631465417,2,108775.98353332099,0.008975000120699406,108885.9061829187,108885.9061829187,125219.19688949015,125219.19688949015,0.13043759353436912,0.13043759353436912,0.0,0.0,3.9462646001484245,-2.0368603770630838,0.0024314629079512312,110982.42599141486,26368.120860060884,26368.120860060884,84614.30513135398,39663.00329879178,39663.00329879178,39663.00329879178,39663.00329879178,optimal,optimal,0.048334045446678395,0.048334045446678395,39663.00329879178,41580.07670278734,True,0.05,0.048334045446678395,optimal,39663.00329879178,41580.07670278734,0.0330445000436157,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,39663.002902061795,13294.88204200091,13294.88204200091,0.33519605348161385,[],0.0001,0,0,0.11677538527859169,False,,scenario_enumeration,0.00036517224653947246,0,0.0,0.5468482624543799,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,56,0,1,1,0,False,,56,"[[0, 6], [10, 6]]"
57,2,0.02,0.02,joint_error_budget,0.13043759353436912,False,True,True,0.02,0.02,0.02,0.05,0.05,0.05,0.25,0.5,True,core_point,True,56,1401.4539618177507,True,,optimal,0.008289800025522709,38755.7754271454,optimal,0.011762300040572882,38755.77503948765,True,38755.775427145476,38755.775039487635,-300341.74462359876,33671.38023184819,1.1121102238852831,True,,False,False,,component_disabled,0.00036517224653947246,0,,0.0,,False,,0,,False,,,,False,0.019524527013560476,0.019524527013560476,2,108992.57591880027,0.009438799927011132,108992.57591880027,108992.57591880027,125118.14838710721,125118.14838710721,0.12888276142335078,0.12888276142335078,106.6697358815727,101.04850238293875,4.04221920017153,-2.0368603770630838,0.0,111162.98053516704,26548.67540381306,26548.67540381306,84614.30513135398,38755.77542714546,38755.77542714546,38755.77542714546,38755.77542714546,optimal,optimal,0.0451047052817678,0.0451047052817678,38755.77542714546,40503.843255753236,True,0.05,0.0451047052817678,optimal,38755.77542714546,40503.843255753236,0.0633803999517113,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,38755.775039487635,12207.099635674575,12207.099635674575,0.3149749843278055,[],0.0001,0,0,0.11633794962560355,False,,scenario_enumeration,0.00036517224653947246,0,0.0,0.5495570853937227,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,57,0,1,1,0,False,,57,"[[2, 7], [7, 1]]"
58,2,0.02,0.02,joint_error_budget,0.12888276142335078,False,True,True,0.02,0.02,0.02,0.05,0.05,0.05,0.25,0.5,True,core_point,True,57,1308.0340211128669,True,,optimal,0.00838460004888475,37387.57265362264,optimal,0.01252819993533194,37387.57227964692,True,37387.5726536228,37387.572279646934,-401322.60877814225,31473.041677309055,1.0784232958445357,True,,False,False,,component_disabled,0.0013435029461820174,0,,0.0,,False,,0,,False,,,,False,0.01968121185210594,0.01968121185210594,2,109197.67331250725,0.012080500135198236,109197.67331250725,109197.67331250725,123861.34714510402,123861.34714510402,0.11838781161824621,0.11838781161824621,205.09739370697935,1256.8012420031882,4.127274100203067,-2.0488521140289393,0.011991736965855313,111389.9627679413,26775.657636587348,26775.657636587348,84614.30513135396,37387.57265362281,37387.57265362281,37387.57265362281,37387.57265362281,optimal,optimal,0.049734958119755646,0.049734958119755646,37387.57265362281,39247.04201375006,True,0.05,0.049734958119755646,optimal,37387.57265362281,39247.04201375006,0.04909280012361705,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,37387.572279646934,10611.914643059587,10611.914643059587,0.2838353494494347,[],0.0001,0,0,0.11686799685911074,False,,scenario_enumeration,0.0013435029461820174,0,0.0,0.5502507907226909,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,58,0,1,1,0,False,,58,"[[10, 6], [11, 6]]"
59,2,0.02,0.02,joint_error_budget,0.11838781161824621,False,True,True,0.02,0.02,0.02,0.05,0.05,0.05,0.25,0.5,True,core_point,True,58,1596.967130388058,True,,optimal,0.00843790010549128,40191.51235795932,optimal,0.01340109994634986,40191.511955944196,True,40191.51235795923,40191.51195594418,-669399.0447625164,24181.137266010686,1.03612365069118,True,,False,False,,component_disabled,0.003219200830038119,0,,0.0,,False,,0,,False,,,,False,0.01897053413416202,0.01897053413416202,2,109722.46303964546,0.009143600007519126,109722.46303964546,109722.46303964546,123861.34714510402,123861.34714510402,0.11415089881829567,0.11415089881829567,524.7897271382099,0.0,4.238203200045973,-2.1337895042446267,0.08493739021568752,111844.20739371625,27229.90226236229,27229.90226236229,84614.30513135396,40191.51235795926,40191.51235795926,40191.51235795926,40191.51235795926,optimal,optimal,0.04172756856546256,0.04172756856546256,40191.51235795926,41868.60644562564,True,0.05,0.04172756856546256,optimal,40191.51235795926,41868.60644562564,0.07572149997577071,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,40191.51195594418,12961.60969358189,12961.60969358189,0.3224961954103574,[],0.0001,0,0,0.11596980167264609,False,,scenario_enumeration,0.003219200830038119,0,0.0,0.5539634576034248,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,59,0,1,1,0,False,,59,"[[0, 6], [4, 6]]"
60,2,0.02,0.02,joint_error_budget,0.11415089881829567,False,True,True,0.02,0.02,0.02,0.05,0.05,0.05,0.25,0.5,True,core_point,True,59,809.9772167114668,True,,optimal,0.008389599854126573,38645.39478584549,optimal,0.011867200024425983,38645.394399291545,True,38645.39478584551,38645.394399291516,-288215.9935098706,32099.64767430877,1.111373582303334,True,,False,False,,component_disabled,0.007624298922495871,0,,0.0,,False,,0,,False,,,,False,0.019716536933076165,0.019716536933076165,2,109728.66165877189,0.009218699997290969,109728.66165877189,109728.66165877189,123861.34714510402,123861.34714510402,0.11410085399584458,0.11410085399584458,6.1986191264295485,0.0,4.364477700088173,-2.170234032026858,0.03644452778223119,111935.64493628587,27321.339804931908,27321.339804931908,84614.30513135396,38645.39478584549,38645.39478584549,38645.39478584549,38645.39478584549,optimal,optimal,0.04478939521658807,0.04478939521658807,38645.39478584549,40376.2986462098,True,0.05,0.04478939521658807,optimal,38645.39478584549,40376.2986462098,0.09352410002611578,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,38645.394399291516,11324.054594359608,11324.054594359608,0.29302468690983813,[],0.0001,0,0,0.11472367222772122,False,,scenario_enumeration,0.007986686986669527,0,0.0,0.5590975406289795,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,60,0,1,1,0,False,,60,"[[0, 6], [4, 6]]"
61,2,0.02,0.02,joint_error_budget,0.11410085399584458,False,True,True,0.02,0.02,0.02,0.05,0.05,0.05,0.25,0.5,True,core_point,True,60,1327.8788650215652,True,,optimal,0.008995600044727325,40309.86005642054,optimal,0.013117300113663077,40309.85965322194,True,40309.86005642054,40309.85965322195,-415713.1451678952,29382.82643768529,1.0706805324277595,True,,False,False,,component_disabled,0.007680358651178538,0,,0.0,,False,,0,,False,,,,False,0.01962996942039553,0.01962996942039553,2,109921.4225638085,0.009495999896898866,109921.4225638085,109921.4225638085,123861.34714510402,123861.34714510402,0.11254459040369427,0.11254459040369427,192.76090503661544,0.0,4.4995441001374274,-2.170672537515959,0.00043850548910128167,112122.38148367497,27508.076352321,27508.076352321,84614.30513135395,40309.86005642052,40309.86005642052,40309.86005642052,40309.86005642052,optimal,optimal,0.041710828274440594,0.041710828274440594,40309.86005642052,41991.21770700061,True,0.05,0.041710828274440594,optimal,40309.86005642052,41991.21770700061,0.10010919999331236,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,40309.85965322195,12801.783300900952,12801.783300900952,0.31758441758498435,[],0.0001,0,0,0.11339035582157095,False,,scenario_enumeration,0.007680358651178538,0,0.0,0.5648509569147747,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,61,0,1,1,0,False,,61,"[[11, 0], [11, 5]]"
62,2,0.02,0.02,joint_error_budget,0.11254459040369427,False,True,True,0.02,0.02,0.02,0.05,0.05,0.05,0.25,0.5,True,core_point,True,61,927.424166996494,True,,optimal,0.008171399822458625,39019.28899160879,optimal,0.011948400177061558,39019.2886013159,True,39019.2889916088,39019.28860131584,-237132.46301010752,30886.98347213294,1.1302520248812007,True,,False,False,,component_disabled,0.008450096653989773,0,,0.0,,False,,0,,False,,,,False,0.01998081795919875,0.01998081795919875,2,109954.41936736318,0.00979599985294044,109954.41936736318,109954.41936736318,123861.34714510402,123861.34714510402,0.11227818926794672,0.11227818926794672,32.99680355467717,0.0,4.600924000144005,-2.1844057767232488,0.013733239207289402,112196.19103617243,27581.885904818486,27581.885904818486,84614.30513135393,39019.288991608795,39019.288991608795,39019.288991608795,39019.288991608795,optimal,optimal,0.038949675389681304,0.038949675389681304,39019.288991608795,40539.07763176812,True,0.05,0.038949675389681304,optimal,39019.288991608795,40539.07763176812,0.06832429999485612,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,39019.28860131584,11437.402696497356,11437.402696497356,0.29312176378612026,[],0.0001,0,0,0.11302066736914027,False,,scenario_enumeration,0.009420514734411283,0,0.0,0.5669818646362483,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,62,0,1,1,0,False,,62,"[[4, 5], [11, 5]]"
63,2,0.02,0.02,joint_error_budget,0.11227818926794672,False,True,True,0.02,0.02,0.02,0.05,0.05,0.05,0.25,0.5,True,core_point,True,62,756.2016145168966,True,,optimal,0.008832900086417794,37835.64668329807,optimal,0.011583400191739202,37835.646304841604,True,37835.64668329802,37835.64630484162,-134015.49362092634,31643.00143624787,1.2361145012512706,True,,False,False,,component_disabled,0.0068823614294902125,0,,0.0,,False,,0,,False,,,,False,0.01959315226307555,0.01959315226307555,2,110060.25654300053,0.012036500032991171,110060.25654300053,110060.25654300053,123861.34714510402,123861.34714510402,0.11142370820442847,0.11142370820442847,105.83717563735263,0.0,4.675967000192031,-2.1867756545516386,0.0023698778283897173,112259.77949567865,27645.474364324695,27645.474364324695,84614.30513135396,37835.646683297986,37835.646683297986,37835.646683297986,37835.646683297986,optimal,optimal,0.048221477915852226,0.048221477915852226,37835.646683297986,39660.13748426863,True,0.05,0.048221477915852226,optimal,37835.646683297986,39660.13748426863,0.03955890005454421,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,37835.64630484162,10190.171940516924,10190.171940516924,0.26932728618971535,[],0.0001,0,0,0.11378114292857387,False,,scenario_enumeration,0.008747656111477835,0,0.0,0.5663838659690841,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,63,0,1,1,0,False,,63,"[[0, 6], [4, 6]]"
64,2,0.02,0.02,joint_error_budget,0.11142370820442847,False,True,True,0.02,0.02,0.02,0.05,0.05,0.05,0.25,0.5,True,core_point,True,63,1313.9727983490413,True,,optimal,0.008832799969241023,38487.790259399124,optimal,0.013195799896493554,38487.78987442122,True,38487.79025939913,38487.78987442126,-450096.38843851734,27709.90207665277,1.0615643732952056,True,,False,False,,component_disabled,0.0030691687804952454,0,,0.0,,False,,0,,False,,,,False,0.019804554202016985,0.019804554202016985,2,110188.55030432157,0.010682699969038367,110188.55030432157,110188.55030432157,123861.34714510402,123861.34714510402,0.11038792291484381,0.11038792291484381,128.2937613210379,0.0,4.78972480003722,-2.1944151536254854,0.007639499073847064,112414.87682552576,27800.571694171787,27800.571694171787,84614.30513135396,38487.7902593991,38487.7902593991,38487.7902593991,38487.7902593991,optimal,optimal,0.04496459464977521,0.04496459464977521,38487.7902593991,40218.37814737855,True,0.05,0.04496459464977521,optimal,38487.7902593991,40218.37814737855,0.07772449986077845,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,38487.78987442126,10687.21818024947,10687.21818024947,0.2776781471505624,[],0.0001,0,0,0.11330901420013206,False,,scenario_enumeration,0.007837372522898612,0,0.0,0.5693678855462608,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,64,0,1,1,0,False,,64,"[[0, 6], [4, 6]]"
65,2,0.02,0.02,joint_error_budget,0.11038792291484381,False,True,True,0.02,0.02,0.02,0.05,0.05,0.05,0.25,0.5,True,core_point,True,64,1311.4373003294209,True,,optimal,0.00822279998101294,38914.32907108921,optimal,0.014123199973255396,38914.32868184592,True,38914.3290710891,38914.32868184592,-351960.2772828955,27427.457882024464,1.0779277084725645,True,,False,False,,component_disabled,0.004173651838412892,0,,0.0,,False,,0,,False,,,,False,0.01965869660152153,0.01965869660152153,2,110385.21442875668,0.010416500037536025,110385.21442875668,110385.21442875668,123861.34714510402,123861.34714510402,0.10880014651027498,0.10880014651027498,196.6641244351049,0.0,4.902029799995944,-2.203754545010374,0.009339391384888478,112598.7592750527,27984.454143698742,27984.454143698742,84614.30513135396,38914.32907108919,38914.32907108919,38914.32907108919,38914.32907108919,optimal,optimal,0.03329131084428983,0.03329131084428983,38914.32907108919,40209.8380964918,True,0.05,0.03329131084428983,optimal,38914.32907108919,40209.8380964918,0.07604230009019375,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,38914.32868184592,10929.874538147174,10929.874538147174,0.28087018094304467,[],0.0001,0,0,0.11283865660788645,False,,scenario_enumeration,0.004229906495628274,0,0.0,0.5719011530649657,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,65,0,1,1,0,False,,65,"[[0, 6], [2, 7]]"
