iteration,elapsed_time,lower_bound,upper_bound,gap,master_time,subproblem_time,core_point_stage1_runtime,core_point_stage2_runtime,cuts_added_total,adversarial_pattern
1,0.030185800045728683,0.0,1127941.8335714287,1.0,0.00028929999098181725,0.022748599993065,0.0,0.0,1,"[[0, 6], [2, 7]]"
2,0.08605769998393953,31207.757764582693,993072.1250916738,0.9685745305138821,0.003539999946951866,0.03160009998828173,0.00871339999139309,0.008985399967059493,2,"[[0, 6], [2, 7]]"
3,0.15681129996664822,33156.997135846424,993072.1250916738,0.9666116928488093,0.005601599812507629,0.03528559999540448,0.012301200069487095,0.012202800018712878,3,"[[0, 6], [2, 7]]"
4,0.23959809984080493,56738.2372285672,696483.4039638,0.9185361246145124,0.008116699988022447,0.04392840014770627,0.017154600005596876,0.009123000083491206,4,"[[2, 7], [4, 6]]"
5,0.2928500999696553,56738.2372285672,693461.9071039963,0.9181811767202688,0.0036768000572919846,0.028847499983385205,0.008641599910333753,0.0088361999951303,5,"[[2, 7], [4, 6]]"
6,0.35000390000641346,56894.91451917697,683992.3361229376,0.9168193684132875,0.007491800002753735,0.023511100094765425,0.008562600007280707,0.014042299939319491,6,"[[2, 7], [4, 6]]"
7,0.40833349991589785,57792.41116121287,646130.3806060803,0.9105561154592319,0.007332999957725406,0.027776699978858232,0.008809700142592192,0.01119029987603426,7,"[[2, 7], [4, 6]]"
8,0.4674593999516219,69910.54213347896,367558.9877597187,0.8097977618243387,0.0044674999080598354,0.03207150008529425,0.009192900033667684,0.010018299799412489,8,"[[2, 7], [4, 6]]"
9,0.5289455000311136,73121.87808994722,243473.04357211565,0.6996715652084546,0.007863899925723672,0.03054639999754727,0.008722499944269657,0.010670199990272522,9,"[[0, 6], [4, 6]]"
10,0.5874497999902815,73121.87808994722,243473.04357211565,0.6996715652084546,0.004751799860969186,0.03142719995230436,0.009045499842613935,0.009894700022414327,10,"[[4, 5], [11, 5]]"
11,0.6492868999484926,73121.87808994722,241753.17620378197,0.6975349849041474,0.00907779997214675,0.029832999920472503,0.008923700079321861,0.010619699954986572,11,"[[0, 6], [10, 6]]"
12,0.7095130998641253,73121.87808994722,237031.74431377935,0.6915101886389129,0.005640000104904175,0.02746180002577603,0.013969799969345331,0.009944799821823835,12,"[[7, 5], [11, 5]]"
13,0.7776297000236809,73981.12495878765,224281.13684570353,0.6701411184227959,0.013649699976667762,0.03219359996728599,0.008542399853467941,0.010167900007218122,13,"[[10, 6], [11, 5]]"
14,0.8326496998779476,75646.90853732965,224281.13684570353,0.6627139062997898,0.005207400070503354,0.027836500201374292,0.00872649997472763,0.009991900064051151,14,"[[0, 6], [4, 6]]"
15,0.888518099905923,77032.93532507893,224281.13684570353,0.6565340429049344,0.008221900090575218,0.023225799901410937,0.010120199993252754,0.010393200209364295,15,"[[0, 6], [4, 6]]"
16,0.9438008000142872,77032.93532507893,224281.13684570353,0.6565340429049344,0.0059274001978337765,0.02445830008946359,0.010407500201836228,0.010729299858212471,16,"[[0, 6], [4, 6]]"
17,1.0008699998725206,77561.46861958489,224281.13684570353,0.654177476936261,0.012356500141322613,0.021327099995687604,0.008540400071069598,0.011018899967893958,17,"[[2, 7], [11, 7]]"
18,1.073005300015211,78042.22874404315,171044.52488615003,0.5437315003447827,0.009599999990314245,0.03736350010149181,0.00881420006044209,0.012519099982455373,18,"[[0, 6], [2, 6]]"
19,1.1550686999689788,78042.22874404315,171044.52488615003,0.5437315003447827,0.00851770001463592,0.04894299991428852,0.008929800009354949,0.011747600045055151,19,"[[2, 7], [11, 7]]"
20,1.2127972999587655,79772.02596246274,171044.52488615003,0.5336183603914813,0.007983499905094504,0.02576049999333918,0.009544000029563904,0.011522999964654446,20,"[[4, 6], [10, 6]]"
21,1.3127353000454605,80906.4655061238,164764.31559394093,0.5089563828522402,0.008484199875965714,0.05933580012060702,0.010767099913209677,0.01664140005595982,21,"[[0, 6], [11, 6]]"
22,1.3773546998854727,81726.17881194336,164764.31559394093,0.5039813170871522,0.009439399931579828,0.031158100115135312,0.008808800019323826,0.011126999976113439,22,"[[7, 1], [7, 5]]"
23,1.436668099835515,84475.46132662533,164764.31559394093,0.4872951644771567,0.013228399911895394,0.020865699974820018,0.008286800002679229,0.013864799868315458,23,"[[6, 5], [11, 5]]"
24,1.505545999854803,84586.2160937895,164764.31559394093,0.4866229632983704,0.012863599928095937,0.03051079995930195,0.008467599982395768,0.013414900051429868,24,"[[11, 0]]"
25,1.573094499995932,87887.52913349854,141380.44594385044,0.37836149442898726,0.017227099975571036,0.02779500000178814,0.008285100106149912,0.011353400070220232,25,"[[0, 6], [11, 6]]"
26,1.6381222000345588,95178.09654272694,141380.44594385044,0.32679448061348504,0.011664899997413158,0.02997379982843995,0.008654100121930242,0.011921199969947338,26,"[[4, 5], [11, 5]]"
27,1.7129791998304427,97318.28025401669,141380.44594385044,0.31165671741715356,0.01621449994854629,0.03371970006264746,0.009590900037437677,0.011605000123381615,27,"[[2, 7], [11, 7]]"
28,1.7752636999357492,97318.28025401669,141380.44594385044,0.31165671741715356,0.009030499961227179,0.029583700001239777,0.008443500148132443,0.012395699974149466,28,"[[0, 6], [2, 7]]"
29,1.838923200033605,97519.70808863337,141380.44594385044,0.3102319953965661,0.008241400122642517,0.031506899977102876,0.008389199851080775,0.012788899941369891,29,"[[0, 6], [2, 7]]"
30,1.89988199993968,98370.71124193432,141380.44594385044,0.3042127531483211,0.01183520001359284,0.02474709996022284,0.008502900134772062,0.01137880003079772,30,"[[2, 7], [11, 7]]"
31,1.9768311998341233,100595.70420762469,139609.45574863127,0.27944920587077837,0.01840579998679459,0.035259899916127324,0.008179099997505546,0.012181000085547566,31,"[[0, 6], [10, 6]]"
32,2.045441099908203,101828.07962896336,138256.49025982182,0.26348427160561866,0.008991100126877427,0.03603109996765852,0.008290400030091405,0.012203199788928032,32,"[[2, 7], [11, 7]]"
33,2.1242597999516875,102591.35096791048,138256.49025982182,0.25796358076851783,0.008308699820190668,0.046832900028675795,0.008838600013405085,0.011975499801337719,33,"[[0, 6], [7, 1]]"
34,2.2064169999212027,104422.01804873253,137514.26722722902,0.2406459332966139,0.006339899962767959,0.04537110007368028,0.008816900197416544,0.01862390013411641,34,"[[0, 6], [11, 0]]"
35,2.3103032000362873,106421.42679533582,136027.71682768728,0.21764895216064786,0.007416600128635764,0.07177309994585812,0.008505100151523948,0.012934800004586577,35,"[[2, 7], [11, 0]]"
36,2.371220499975607,106421.42679533582,136027.71682768728,0.21764895216064786,0.008737399941310287,0.028819300001487136,0.008227299898862839,0.012454999843612313,36,"[[6, 5], [11, 5]]"
37,2.4356807998847216,106954.3754143041,136027.71682768728,0.2137310107925413,0.006472900044173002,0.034169699996709824,0.008488199906423688,0.012183699989691377,37,"[[2, 7], [11, 7]]"
38,2.4992338998708874,107336.0343785578,135241.50426660836,0.2063380619683075,0.006962200161069632,0.0338000999763608,0.00811139983125031,0.011813299963250756,38,"[[7, 1], [11, 6]]"
