iteration,elapsed_time,master_status,master_runtime,master_lower_bound,master_incumbent_objective,adversarial_status,adversarial_runtime,adversarial_objective,adversarial_objective_bound,adversarial_mip_gap,exact_adversarial_separation,theta,scenario_violation,scenario_added,active_scenario_count,lower_bound,upper_bound,gap
1,3.809750400017947,optimal,3.5316856999415904,116815.11494450644,116815.11494450644,optimal,0.1012941999360919,32200.809813152493,32200.809813152493,0.0,True,32200.809813152504,-1.0913936421275139e-11,False,26,116815.11494450644,116815.11494450645,1.2457219457670187e-16
