experiment_name,instance_size,method,variant_name,num_runs,num_completed,completed_rate,num_solved,solved_rate,num_success,success_rate,mean_objective,std_objective,mean_runtime,std_runtime,mean_final_gap,mean_iterations,mean_cuts_added,mean_cuts_skipped,mean_master_time,mean_subproblem_time,mean_valid_UB_rate,speedup_vs_standard_benders,runtime_saving_vs_standard,gap_5pct_rate,gap_1pct_rate,gap_05pct_rate,gap_01pct_rate,mean_time_to_gap_5pct,mean_time_to_gap_1pct,mean_time_to_gap_05pct,mean_time_to_gap_01pct,mean_subproblem_time_share,mean_lb_improvement_per_iteration
smoke_convergence_features,very_small,proposed_adaptive_benders,proposed_adaptive_benders,1,1,1.0,1,1.0,1,1.0,6467.465885611927,0.0,0.0474488999998357,0.0,0.0008339556583452202,4.0,5.0,3.0,0.009030399999801375,0.032111699999404664,1.0,,,1.0,1.0,1.0,1.0,0.03941650000001573,0.03941650000001573,0.03941650000001573,0.047436800000014046,0.6767638448839879,2154.0241019471555
