experiment_name,instance_name,instance_size,seed,method,variant_name,subproblem_mode,status,objective,best_bound,final_gap,runtime,master_time,subproblem_time,iterations,cuts_added_total,cuts_skipped_total,last_cut_violation,last_cut_added,gamma_target,gamma_schedule,adaptive_gap_enabled,gamma_continuation_enabled,cut_selection_enabled,delta_cut,cut_selection_mode,relative_cut_threshold,cut_violation_tol,final_exact_gap,cut_stall_patience,adaptive_subproblem_gap_enabled,subproblem_gap_schedule,last_subproblem_requested_mip_gap,last_subproblem_achieved_mip_gap,num_subproblem_nonoptimal,num_subproblem_without_incumbent,max_cuts_per_iteration,mean_cuts_generated_per_iteration,duplicate_cuts_rejected,duplicate_patterns_rejected,additional_subproblem_time,exact_scenarios,scenario_mode_target,heuristic_scenarios,num_target_scenarios_used,num_target_scenarios_total_estimated,valid_UB,ub_uses_subproblem_bound,target_subproblem_status,target_subproblem_mip_gap,target_subproblem_objective_bound,total_shortage,service_violation,first_stage_cost,inventory_cost,worst_case_cost,error_message,instance_path,iteration_log_path,reached_gap_5pct,reached_gap_1pct,reached_gap_05pct,reached_gap_01pct,time_to_gap_5pct,time_to_gap_1pct,time_to_gap_05pct,time_to_gap_01pct,iteration_to_gap_5pct,iteration_to_gap_1pct,iteration_to_gap_05pct,iteration_to_gap_01pct,subproblem_time_share,mean_lb_improvement_per_iteration,alpha
smoke_convergence_features,inventory_I2_J2_R2_seed0,very_small,0,proposed_adaptive_benders,proposed_adaptive_benders,robust_dual_milp,optimal,6467.465885611927,6462.072305841466,0.0008339556583452202,0.0474488999998357,0.009030399999801375,0.032111699999404664,4,5,3,5.393579770459837,True,1,1,True,True,True,0.0,relative,0.0001,1e-08,0.01,2,True,"{'global_gap_above': 0.1, 'mip_gap': 0.05},{'global_gap_above': 0.01, 'mip_gap': 0.005},{'global_gap_above': 0.0, 'mip_gap': 0.0001}",0.0001,0.0,0,0,2,2.0,3,0,0.01481549999971321,not_applicable,not_applicable,False,not_applicable,not_applicable,True,True,optimal,0.0,5533.895885611927,,,933.57,,5533.895885611927,,experiments\results_diagnostics\smoke_convergence_features\instances\inventory_I2_J2_R2_seed0.json,experiments\results_diagnostics\smoke_convergence_features\iteration_logs\smoke_convergence_features__inventory_I2_J2_R2_seed0__seed_0__proposed_adaptive_benders__proposed_adaptive_benders.csv,True,True,True,True,0.03941650000001573,0.03941650000001573,0.03941650000001573,0.047436800000014046,3,3,3,4,0.6767638448839879,2154.0241019471555,
