case_id,solver_status,certification_status,certified,final_lower_bound,final_upper_bound,final_optimality_gap,runtime,iterations,cuts_added,open_depots,first_stage_spending,budget,budget_utilization,budget_slack,total_shortage,FR_min,FR_avg,worst_served_region,average_regional_shortage_rate,worst_case_shocked_components,integrity_audit,anomalies,input_sha256,git_commit,config_sha256,timestamp,solver_version
210202,time_limit,unresolved,False,116802.42332725937,116840.66551645267,0.00032730204868543407,1800.1849136999808,2154,2154,90015100;90016100;90016200;90016500;90016700;90016900;90017100;90018300;90019100;91017200;91017500;91017700;9624708,84614.305131354,84614.30513135396,1.0000000000000004,-4.3655745685100555e-11,474.6712378401212,0.7430737548903268,0.978589479574194,12,0.021410520425806098,1:SLI---0770;12:BAC---1041,PASS,benders_status=time_limit,6792234516446485b95f4111f3826eb5d0cc03b440890a98b71207f50eb5524a,308adcb65957ec472646a83b02ba7ddd6fa89225,25a68b5450f8a92990beb694bb0fc751eac757e45d94f80aa0a6e31a37d3355b,2026-09-04T16:27:33+00:00,13.0.1
