case_id,scenario,region,product_code,base_demand,deviation,shocked_demand,tie_rule,input_sha256,git_commit,config_sha256,timestamp,solver_version
210202,certified_exact_worst_case,1,SLI---0770,65.57142857142857,20.628571428571433,86.2,exact-zero-gap robust dual MILP; retain the solver-selected maximizer; alternative ties are not enumerated,6792234516446485b95f4111f3826eb5d0cc03b440890a98b71207f50eb5524a,308adcb65957ec472646a83b02ba7ddd6fa89225,25a68b5450f8a92990beb694bb0fc751eac757e45d94f80aa0a6e31a37d3355b,2026-09-04T16:27:33+00:00,13.0.1
210202,certified_exact_worst_case,12,BAC---1041,271.64285714285717,86.35714285714283,358.0,exact-zero-gap robust dual MILP; retain the solver-selected maximizer; alternative ties are not enumerated,6792234516446485b95f4111f3826eb5d0cc03b440890a98b71207f50eb5524a,308adcb65957ec472646a83b02ba7ddd6fa89225,25a68b5450f8a92990beb694bb0fc751eac757e45d94f80aa0a6e31a37d3355b,2026-09-04T16:27:33+00:00,13.0.1
