iteration,previous_iteration,elapsed_time,LB,UB,gap,master_runtime,cumulative_cuts,y_hamming,y_hamming_normalized,y_added,y_removed,y_exact_same,unique_y_patterns_to_date,y_pattern,x_l1,x_l2,x_normalized_l1,x_normalized_l2,x_rounded_hash,lb_improvement,gap_reduction,y_cycle_p2,x_cycle_p2,x_return_relative_l1_p2,y_cycle_p3,x_cycle_p3,x_return_relative_l1_p3,y_cycle_p4,x_cycle_p4,x_return_relative_l1_p4,y_cycle_p5,x_cycle_p5,x_return_relative_l1_p5
159,158,19.12936139991507,115444.72799606601,118681.08975830351,0.027269397077735128,0.02573260013014078,159,0,0.0,0,0,True,20,111011111101111,5758.2624108441505,1271.366429151331,0.9955630547657087,0.9545281322683868,114c976670f494ae16d93be38c8806253108a422e77cd0d8ca779032a1f2dadb,0.0,0.0,False,False,1.1351655856498548,False,False,1.471063122049213,False,False,1.3256823128449482,False,False,1.075684403863938
160,159,19.285273500019684,115444.72799606601,118681.08975830351,0.027269397077735128,0.026869399938732386,160,0,0.0,0,0,True,20,111011111101111,5556.175435349254,1106.5900579055121,0.9606483631806808,0.8371044651995696,79705d408866cd676caf5ca077f1a5747484072fc44f511c7d3801b1feb96681,0.0,0.0,False,False,0.9683302234173755,False,False,1.368305211328636,False,False,1.4265013359808536,False,False,1.266359221858658
161,160,19.413178199902177,115444.72799606601,118681.08975830351,0.027269397077735128,0.028932899935171008,161,0,0.0,0,0,True,20,111011111101111,5057.072585835585,1014.2345966340167,0.8740578685864493,0.8279545810132616,765037540624ecf0860ec9b7c0e4b23ae13cf869fde6d5afac1c98f091bc5e0c,0.0,0.0,False,False,0.9537789906224639,False,False,1.081432720739458,False,False,1.3121522436349766,False,False,1.3497776469612561
162,161,19.556874899892136,115444.72799606601,118681.08975830351,0.027269397077735128,0.026428199838846922,162,0,0.0,0,0,True,20,111011111101111,4570.380066962845,956.7628301470434,0.7895832847390197,0.7633767672297175,0c6a294b560a415fce88026f018d1c81e3d5ea6dfdab9ae3a1dae2f56e2c565a,0.0,0.0,False,False,0.9703710602706743,False,False,1.0953487584897201,False,False,1.2347809039872997,False,False,1.3848442413901536
163,162,19.698391299927607,115444.72799606601,118681.08975830351,0.027269397077735128,0.02638590009883046,163,0,0.0,0,0,True,20,111011111101111,4482.827837481273,954.3785597069387,0.7748050180919185,0.7872489246585507,57f5ea295bd9b00665091a33adef95ba3bb7f08ec4d801b2d91a7f0f3c9f13bb,0.0,0.0,False,False,1.0166430718470045,False,False,1.0491798286896825,False,False,1.1345042071426477,False,False,1.127260654607685
164,163,19.865178199950606,115444.72799606601,118681.08975830351,0.027269397077735128,0.02873879997059703,164,0,0.0,0,0,True,20,111011111101111,4940.715924285781,1095.5703037898584,0.8544416337344941,0.8497859584847295,1e8707bb93ccd3d6bd7ddc50859e5a3c169498bf6964a5547b68cebaa3cae2b1,0.0,0.0,False,False,1.005918882407074,False,False,1.0347025941017736,False,False,1.0567220250247522,False,False,1.0392409468026425
165,164,20.057245299918577,115444.72799606601,118586.85034812469,0.026496380862082388,0.031122199958190322,165,0,0.0,0,0,True,20,111011111101111,7134.743402801706,1375.9556210565122,1.234755200832039,1.0348222576805122,23817f0923f92af7788b79e92ca003d0501af5b91b82c6d65ef6a060b705ea96,0.0,0.0007730162156527401,False,False,0.9856203695488533,False,False,1.0528390219072572,False,False,1.1395348480615715,False,False,1.2570181334073458
166,165,20.21431229985319,115444.72799606601,118586.85034812469,0.026496380862082388,0.02774160006083548,166,0,0.0,0,0,True,20,111011111101111,4368.355015101957,961.6496265974597,0.7553735302816248,0.7884269454384416,af8613d68fca2fdcf66c73a4ff7d3349bfc305f5e2870d6a354705cbc7c34494,0.0,0.0,False,False,1.0022989174918948,False,False,1.2095522353506267,False,False,0.9938143120318389,False,False,0.8882604488556465
167,166,20.364642299944535,115444.72799606601,118586.85034812469,0.026496380862082388,0.02791800000704825,167,0,0.0,0,0,True,20,111011111101111,4499.889026089513,815.0398104399649,0.7779942157610666,0.67586543799104,85dd07e708083f0f6308ed2d6220937ad9c50d7b1c6cb0b0dc6f13ce8f7255d3,0.0,0.0,False,False,1.174296495825071,False,False,1.1262393817986072,False,False,1.0334272230637158,False,False,1.03430745709761
168,167,20.516003399854526,115444.72799606601,118586.85034812469,0.026496380862082388,0.05211160006001592,168,0,0.0,0,0,True,20,111011111101111,8387.387622715953,1645.1835492768284,1.4489470413166918,1.2834497040429538,4b1e660a14b8cd5eadb3ca1ac6d082f409f2a9d763a280a8976fa04a8f5dcdce,0.0,0.0,False,False,1.2717607520526804,False,False,1.2959699167791656,False,False,1.2863007210963813,False,False,1.2652770205120438
169,168,20.71541679999791,115691.57200367928,118432.6463934016,0.02314458448067784,0.06121450010687113,169,2,0.13333333333333333,1,1,False,20,111111111101011,7591.797235834877,1422.829521061004,1.3123087929941648,1.0098707194115089,87d2343e6afd60509d27de3fda01b12ce29df64c7045b4e6f4d29ffd546d00c5,246.84400761326833,0.0033517963814045475,False,False,1.0921026065540274,False,False,1.018328517492137,False,False,0.8873855773707351,False,False,1.3265824863434748
170,169,20.910324399825186,115691.57200367928,118163.52812887557,0.020919789416749966,0.029558199923485518,170,0,0.0,0,0,True,20,111111111101011,6079.080230417806,1148.7183018632463,1.052449879929493,0.9492059292055812,f9f66728e69d3c57ecff6d92fc23a7435bbea3ce6a3a87aed134bad4b37821a4,0.0,0.002224795063927875,False,False,1.1592613879360327,False,False,0.997702830138488,False,False,1.1918673169217662,False,False,1.0975874245504278
171,170,21.062591299880296,115691.57200367928,118163.52812887557,0.020919789416749966,0.032722000032663345,171,0,0.0,0,0,True,20,111111111101011,4847.249043450797,870.7479529801385,0.838942165303862,0.7118989339005013,402ae41ca46354906f0c164efaa86ea1d37d2fe3bff292f7ce80228866b2f8fb,0.0,0.0,False,False,1.0788114691756536,False,False,1.320601500231979,False,False,1.1238146938246003,False,False,1.2930010952551843
172,171,21.251422599889338,115691.57200367928,118163.52812887557,0.020919789416749966,0.05766770010814071,172,0,0.0,0,0,True,20,111111111101011,4897.866021615675,901.2962443306038,0.8472455365891554,0.7669781015060906,eb48890e3960629c932b200cb074288f62d5fb7ce578724d63a707ba36be7818,0.0,0.0,False,False,1.0692594247791267,False,False,0.9928821161455452,False,False,1.413220753266559,False,False,1.0366659812482055
173,172,21.444626400014386,115691.57200367928,118163.52812887557,0.020919789416749966,0.06398450001142919,173,0,0.0,0,0,True,20,111111111101011,2416.598172247786,468.49490958279614,0.4177681991064685,0.40412232700782535,6fb561f0489510a5ab88196ffd6bae1152e3d2eb39279383a2cea2f51a06b232,0.0,0.0,False,False,0.9608651414603984,False,False,1.0089264472923565,False,False,0.9910918542430636,False,False,1.4315174002783244
174,173,21.619016599841416,115691.57200367928,118163.52812887557,0.020919789416749966,0.06879799999296665,174,0,0.0,0,0,True,20,111111111101011,6221.744805703711,1336.8039302093975,1.0768836835158466,1.1440503514276306,55973f9fb941667b0c0ac0e7fdd178081de7d292cb30fcd40637cb3a5d8f80e3,0.0,0.0,False,False,0.9427620779176537,False,False,0.8848630943046276,False,False,1.0535738696616965,False,False,1.3180079876213748
175,174,21.818925899919122,115691.57200367928,118026.89038008315,0.019786324700103688,0.05848459992557764,175,0,0.0,0,0,True,20,111111111101011,4776.286652719132,895.8054784578311,0.82735229539463,0.690651347351533,e27941ec790d581388aa47ebf93792d27f57aca9e9e5b6c7dcd4d959d9086893,0.0,0.0011334647166462777,False,False,1.2545772901281678,False,False,1.1503297543590516,False,False,1.0708375454387156,False,False,1.0591725803325613
176,175,21.994839299935848,115691.57200367928,118026.89038008315,0.019786324700103688,0.06353379995562136,176,0,0.0,0,0,True,20,111111111101011,3774.3001734693103,710.6837361367633,0.6534145261080513,0.5999980912104992,60b622ff64eb528ed31a9b056c87b4cac19eb83d844c64899128a64bc098d035,0.0,0.0,False,False,0.9605490153516656,False,False,1.4421294684105876,False,False,1.3205194769641082,False,False,1.2305449168875517
177,176,22.194240499986336,115691.57200367928,118026.89038008315,0.019786324700103688,0.07055830000899732,177,0,0.0,0,0,True,20,111111111101011,6508.6792076743,1245.1055572902148,1.1269419881272875,0.9950714435619943,2fa2d00ee10a50b39da580ab8c58f3792c0a73aa686e2bfb3415523ff2efd333,0.0,0.0,False,False,1.0476127399141633,False,False,1.1073188364432776,False,False,0.932949549640317,False,False,1.0045832281289404
178,177,22.42373209982179,115691.57200367928,118026.89038008315,0.019786324700103688,0.0772637000773102,178,0,0.0,0,0,True,20,111111111101011,5121.778925708,1013.104191346863,0.8876174888647705,0.7972776732792353,4d26e9ab35b9df361c77a98fb9439a9e9288df3ce43da3e16a2a1f8c04978e8d,0.0,0.0,False,False,1.038867597378459,False,False,1.0060314839439932,False,False,1.3672577291120775,False,False,1.2386949363985011
179,178,22.635772299952805,115691.57200367928,117872.39983872263,0.01850159866115599,0.06165539985522628,179,0,0.0,0,0,True,20,111111111101011,4507.664298875163,856.6688203846871,0.7811816260020179,0.7262141174460477,14c373cbba6dca438df45b723800eece54169f6f0d2d2b4f527a561f63664ccf,0.0,0.0012847260389476992,False,False,0.9227714258069847,False,False,1.030936528550062,False,False,0.9308593441601504,False,False,1.0803958908168614
180,179,22.86743829981424,115691.57200367928,117872.39983872263,0.01850159866115599,0.07228580000810325,180,0,0.0,0,0,True,20,111111111101011,6441.30658278234,1127.534498497514,1.1160972891350855,0.9403757646324166,9620e943a401e1c7ea51ac854dcfbf214355ee870cc5046b5ef1b36152bda25f,0.0,0.0,False,False,0.8048351849183519,False,False,0.8219303788869087,False,False,1.2975308729067634,False,False,1.2069931753973326
181,180,23.035958499880508,115691.57200367928,117768.25098196261,0.01763360634948549,0.0677485999185592,181,0,0.0,0,0,True,20,111111111101011,40.00492855421113,9.436399601314912,0.006934083971864789,0.0077927521350405005,e453517987ace79bef95b0def27e28f61ac0a039d9d8183b31ae2da33298cb1f,0.0,0.0008679923116704999,False,False,1.116788171282019,False,False,0.8053292638179563,False,False,0.8212196504323029,False,False,1.2971573742429063
182,181,23.251451599877328,115691.57200367928,117768.25098196261,0.01763360634948549,0.06860879994928837,182,0,0.0,0,0,True,20,111111111101011,3021.4218160355003,632.0243391822322,0.52367046276477,0.5223226617537812,72e4a6f5118b3529a03609b6559886ed0cafcbc1e591190504addad8bb3b55e5,0.0,0.0,False,False,0.5216482949596745,False,False,0.9754397130188375,False,False,0.8776014468541663,False,False,0.9586683966212847
183,182,23.447193899890408,115691.57200367928,117768.25098196261,0.01763360634948549,0.07430030009709299,183,0,0.0,0,0,True,20,111111111101011,5907.912078625906,1150.4857076000928,1.0240832439598075,1.0027316090677962,e6efaed20a4db2b82e222020910a0d3f1fc2de667640e18727bfd30c8e13cf41,0.0,0.0,False,False,0.7570103582861479,False,False,0.7583585276245982,False,False,1.216921796385534,False,False,0.7959380572406415
184,183,23.644138199975714,115691.57200367928,117768.25098196261,0.01763360634948549,0.07419269997626543,184,0,0.0,0,0,True,20,111111111101011,4961.078905730392,969.2234361176969,0.8596327482837576,0.7894865088436513,3d650296f61cb598ae6e3dddeb514585620a8d5e087d71d4033bcce92c095b4f,0.0,0.0,False,False,0.9614162240403954,False,False,1.0675077292129151,False,False,1.0712820706153472,False,False,1.1186154726921493
185,184,23.865884999977425,115691.57200367928,117768.25098196261,0.01763360634948549,0.07611840008758008,185,0,0.0,0,0,True,20,111111111101011,2179.4038064432825,436.6765538552466,0.37737291598366307,0.3561236976319263,e160f14d9da28103fc94367c4e66c46a4d00f8b87ba96e8a47a7c194865c51c7,0.0,0.0,False,False,0.8944861389705802,False,False,0.9510885562708893,False,False,0.9787087044903271,False,False,0.9813671283180064
186,185,24.06696999981068,115691.57200367928,117768.25098196261,0.01763360634948549,0.07514249999076128,186,0,0.0,0,0,True,20,111111111101011,3423.603244736271,690.4583297425291,0.5929334741192536,0.5523205271667653,187967f4b88be5e8406c8d53ea14813bacc7658dc71484ac8abce1eda81fa906,0.0,0.0,False,False,0.3743873739230248,False,False,0.7229456218360257,False,False,0.8963145972983514,False,False,0.9299513108051959
187,186,24.258426999906078,115691.57200367928,117768.25098196261,0.01763360634948549,0.07884809980168939,187,0,0.0,0,0,True,20,111111111101011,4101.771851179538,822.3788699060511,0.7104186280750948,0.6817962540726004,ce8c5a6cc66495c4c62906d222f4107bc61633949c69a77251b17d1b480c1507,0.0,0.0,False,False,0.7019967340035913,False,False,0.5308044376159519,False,False,0.7491784783565008,False,False,0.8960768834259395
188,187,24.45234279986471,115691.57200367928,117768.25098196261,0.01763360634948549,0.07199009996838868,188,0,0.0,0,0,True,20,111111111101011,5561.950733629639,1022.1301070030134,0.9638235874427715,0.8418667241641384,9b999844aa3714888898309980d34d316b6f3414a7ab1e635acc2075d284751e,0.0,0.0,False,False,0.896269600905077,False,False,0.9672011508612041,False,False,1.0063530808025853,False,False,1.039912142919713
189,188,24.647048499900848,115691.57200367928,117768.25098196261,0.01763360634948549,0.07434189994819462,189,0,0.0,0,0,True,20,111111111101011,4422.858191754839,901.0011815007648,0.7667469155667886,0.7471952222239947,b88e51188a6fd5bf17db0017cac748c9626a4c56186a96e86a70724295c04aa1,0.0,0.0,False,False,0.9936212039009652,False,False,0.7809232867239286,False,False,0.9225760405697457,False,False,0.9877809344934996
190,189,24.850670999847353,115691.57200367928,117768.25098196261,0.01763360634948549,0.08726789988577366,190,0,0.0,0,0,True,20,111111111101011,2861.22756164967,607.5309895780491,0.49583944230949856,0.524268458685575,ec35ad8eb223d2f67d6aedc5da3c9a6f4247547b904bf2c8094517bc0d79e5e5,0.0,0.0,False,False,0.9260964372107479,False,False,1.1481239909095855,False,False,0.8762724257167863,False,False,1.1176409340042583
191,190,25.059462199918926,115691.57200367928,117768.25098196261,0.01763360634948549,0.07932969997636974,191,0,0.0,0,0,True,20,111111111101011,3030.222186717612,670.8671298914378,0.5250145822138291,0.5336940672776354,b718942b79618d9140fea15dc5470c95c5dcdb6d59a31d3687d7e2268e780855,0.0,0.0,False,False,0.601228556092939,False,False,0.7427221614655506,False,False,1.0227423670373947,False,False,0.8056552898716302
192,191,25.244832399999723,115691.57200367928,117768.25098196261,0.01763360634948549,0.06777699990198016,192,0,0.0,0,0,True,20,111111111101011,4294.339802047094,848.9039719193942,0.7442661646852593,0.755343224104704,3b3c4d4f2b97fc7e895797efa8599dbfba4c11700d91319b7cc3615d39ca4681,0.0,0.0,False,False,0.48972920936872627,False,False,0.5506714246568273,False,False,1.0109364605484297,False,False,1.1241900446795026
193,192,25.45296619995497,115691.57200367928,117768.25098196261,0.01763360634948549,0.07729919999837875,193,0,0.0,0,0,True,20,111111111101011,4693.346953549207,996.0961369749584,0.8136579519641766,0.8149246810501893,8118eaf9add9693fbf61e47e27d9722f0be56223f0539ee5c06219fe9b6d6288,0.0,0.0,False,False,0.9230722561908622,False,False,0.8954188298136624,False,False,0.968944009359696,False,False,1.1069717296180603
194,193,25.65944099985063,115691.57200367928,117768.25098196261,0.01763360634948549,0.08074830006808043,194,0,0.0,0,0,True,20,111111111101011,3767.477947271518,728.3196220991267,0.6528282459784948,0.5945822611967115,4036a907541e148a13047257ddb8d4f4e2f35e3f1e5ee8c01d1976d24849cb0e,0.0,0.0,False,False,0.9240483810899434,False,False,0.8635284525914447,False,False,1.013855045062839,False,False,0.8882093545417769
195,194,25.88112079980783,115691.57200367928,117768.25098196261,0.01763360634948549,0.07706780009903014,195,0,0.0,0,0,True,20,111111111101011,68.22020283193321,17.078030447328583,0.011818593196767679,0.014604721049506216,9b8d742a5332b6a41fd44012c1c3b00dae599237f698d52218c7dabd6f5daa7f,0.0,0.0,False,False,0.6550123874137184,False,False,0.9237893732031746,False,False,0.8646025616508796,False,False,1.0151988313073057
196,195,26.06177209992893,115691.57200367928,117768.25098196261,0.01763360634948549,0.07364429999142885,196,0,0.0,0,0,True,20,111111111101011,56.684319313622375,15.909805705543832,0.009820092997840918,0.013621535868365882,86ef5b029222cf67f7f65440dcc7d483d883774eb3ef645d73c54a3ec26dad70,0.0,0.0,False,False,0.017253354318757134,False,False,0.6562651585323853,False,False,0.9273234815037908,False,False,0.8669497837724273
197,196,26.249196199933067,115691.57200367928,117768.25098196261,0.01763360634948549,0.06456479988992214,197,0,0.0,0,0,True,20,111111111101011,350.2651849264097,81.6052540575182,0.060680992787933166,0.06983848835264302,259b42ead5795db423ebe28180ba1925ce64cc3563d9475b1490c3e8b7027196,0.0,0.0,False,False,0.061818315212712645,False,False,0.06915577521793866,False,False,0.666979825391883,False,False,0.9297446971625598
198,197,26.49216609983705,115691.57200367928,117768.25098196261,0.01763360634948549,0.0851382000837475,198,0,0.0,0,0,True,20,111111111101011,3574.786098861002,750.569570643715,0.6193938484782291,0.643768835606328,b4f905bc07a4f9141354ca70055993194d334b25f10f3df4725a265f76091b77,0.0,0.0,False,False,0.6300549365449167,False,False,0.6269540722203109,False,False,0.6263734025571109,False,False,1.0215380188752679
199,198,26.69967919983901,115691.57200367928,117687.56170862929,0.01696007357083056,0.08162739989347756,199,0,0.0,0,0,True,20,111111111101011,4184.492282379452,780.8808777269732,0.7250136134264699,0.6928692887617526,877ac950fce6a75eba4b5d6798ec6889d459ae41861a8fa87e997ba7b249bdcb,0.0,0.0006735327786549297,False,False,0.5935913059836094,False,False,0.6337187823539169,False,False,0.6332383458625096,False,False,0.6377321711450584
200,199,26.892944699851796,115691.57200367928,117687.56170862929,0.01696007357083056,0.07450970006175339,200,0,0.0,0,0,True,20,111111111101011,5443.6939524875215,997.7679006542863,0.9431972955528042,0.8542027215663788,e6f08327bd4fd7286d54ba876ae466523ed1f611dd63a830b773481e497f97d5,0.0,0.0,False,False,0.9305784673169235,False,False,1.106909662989822,False,False,1.1355703534855233,False,False,1.1322493601846548
201,200,27.082805699901655,115691.57200367928,117652.27316666467,0.01666522125082863,0.07890999992378056,201,0,0.0,0,0,True,20,111111111101011,5926.53408578853,1055.9430443426625,1.0270637840549568,0.8982015113583561,2f67324e28de2104625e9d17f22472d330f1c1c07bf74d778164f739d88ac590,0.0,0.00029485232000192943,False,False,0.8372431624025791,False,False,0.8571845042113232,False,False,0.6816719000105386,False,False,0.6515455076673811
202,201,27.324504300020635,115691.57200367928,117652.27316666467,0.01666522125082863,0.08167450013570487,202,0,0.0,0,0,True,20,111111111101011,4688.792153197992,878.145958571511,0.8125492098532634,0.792936620375548,d270ef1d14072c447540b7c72a0671eb526f7591ec29764a485fcc0ad76b43d6,0.0,0.0,False,False,1.024657270169536,False,False,1.0909276083830022,False,False,0.7234473932412434,False,False,0.8240828450673475
203,202,27.567224900005385,115691.57200367928,117652.27316666467,0.01666522125082863,0.08291159989312291,203,0,0.0,0,0,True,20,111111111101011,6016.538998379983,1066.0020877326644,1.0428237575432842,0.9738987890362124,95ff1db2ed0ab27991cd5988bdbbcbd5740b16a641f11aca0fcbf4b3c73d4364,0.0,0.0,False,False,0.931087296469436,False,False,0.6154408927561992,False,False,1.243683938690601,False,False,1.0968919519903264
204,203,27.774769899901003,115691.57200367928,117652.27316666467,0.01666522125082863,0.08358550001867115,204,0,0.0,0,0,True,20,111111111101011,4317.858916072914,1012.6084780108133,0.7486519567552624,0.8284184526676343,857e8fb700ee468f915f569c78d331639f81b2c55993508f7c3773e2dde065e3,0.0,0.0,False,False,1.2543650460038596,False,False,0.9564906191210193,False,False,0.6494604174163966,False,False,1.0659423170868607
205,204,27.998848599847406,115691.57200367928,117652.27316666467,0.01666522125082863,0.08422600012272596,205,0,0.0,0,0,True,20,111111111101011,4405.754511100619,833.0062404818043,0.7638308469282378,0.684105313338929,0d7137a414cc46563d57f062d1ab1a2b998ec57af3bcca01a8e388e039cda717,0.0,0.0,False,False,0.8529359230368487,False,False,1.22784217134032,False,False,1.0167483059213032,False,False,0.8388903230790008
206,205,28.209669899893925,115691.57200367928,117652.27316666467,0.01666522125082863,0.0786167997866869,206,0,0.0,0,0,True,20,111111111101011,5811.757008971574,1013.3643147342402,1.0073240553911835,0.8913635395867089,d8ed588fea3e7397b8736529c3f29b6ebace3956c7f34daae9c796232a99d5fb,0.0,0.0,False,False,0.8170172628132204,False,False,1.020032565365813,False,False,1.0801680937065155,False,False,0.8765487060412598
207,206,28.429609999991953,115691.57200367928,117652.27316666467,0.01666522125082863,0.08011710015125573,207,0,0.0,0,0,True,20,111111111101011,51.7689187089298,14.15988104738779,0.008972262356499134,0.011353518625355344,09a94483939069a0bde28c713ab4a6ee610c27f42fbd0144e6e29338c878a46b,0.0,0.0,False,False,1.0072540918282835,False,False,0.8169151025594236,False,False,1.0180698859199324,False,False,1.079116977819462
208,207,28.639205199899152,115691.57200367928,117647.45267622938,0.01662493006060037,0.0825499000493437,208,0,0.0,0,0,True,20,111111111101011,4188.3663616375015,864.2337074938971,0.7259835368106563,0.6946152951297391,a3ad63c73b191bec1766be2adefea48d8fbfd45b78e61806007d9ef0722865e8,0.0,4.0291190228258084e-05,False,False,0.7295649422524656,False,False,1.17833402998516,False,False,0.9223112587122058,False,False,0.9391876363804376
209,208,28.857566399965435,115930.44982195651,117647.45267622938,0.014594475402694276,0.11176429991610348,209,3,0.2,1,2,False,21,111011101101111,7607.180740861636,1362.602609109892,1.3197417118063974,1.144392953186447,ecfc3b86698386bc0ab50eefc1a69dc8a03796b9f853038a95b8453ff75629b5,238.87781827723666,0.002030454657906095,False,False,1.238604641893954,False,False,1.2397762878038063,False,False,1.2523370740243183,False,False,1.23942844783359
210,209,29.105316799832508,115930.44982195651,117647.45267622938,0.014594475402694276,0.08868629997596145,210,0,0.0,0,0,True,21,111011101101111,423.20725235045757,99.25409373099721,0.07348423745399682,0.0776723212888019,a6ce2456e8d3fea58ceaa31a40300e47a8e8f783f008aaf451e5f7c581c9364f,0.0,0.0,False,False,1.3298460448059766,False,False,1.2463564376771883,False,False,1.2474258984566735,False,False,1.245348131229102
211,210,29.289540899917483,115930.44982195651,117647.45267622938,0.014594475402694276,0.08283299999311566,211,0,0.0,0,0,True,21,111011101101111,3192.923480824371,631.3812485495037,0.5545288773397007,0.4920482277650324,19a2c5237e4e0413f42672cfd696a5a57729f1335348bb77a4e8cd9b2ccc728a,0.0,0.0,False,False,0.5487109969359315,False,False,1.2530276708409227,False,False,1.1133821859625677,False,False,1.1143511787064793
212,211,29.47010809998028,115930.44982195651,117647.45267622938,0.014594475402694276,0.07813709997572005,212,0,0.0,0,0,True,21,111011101101111,3144.9200561061944,584.6073052440579,0.546615504431598,0.4541272020829908,d4165d5ffea6be2e04867877b43208c3de5cf52906f3c02ca4a3c4a608a5c8be,0.0,0.0,False,False,0.6331521604406513,False,False,0.6517769478433076,False,False,1.1321109168775976,False,False,1.136466594846066
213,212,29.68673499999568,115930.44982195651,117647.45267622938,0.014594475402694276,0.08619749988429248,213,0,0.0,0,0,True,21,111011101101111,5074.516154038727,966.0103867211266,0.8822448380646732,0.7396129780782583,b972cf757cb760c1d79b8e70a1666998b1d3a7eeee7095604728e883aaf091af,0.0,0.0,False,False,0.8492046194296207,False,False,0.9535769806603165,False,False,0.937529037993162,False,False,1.2948225791230956
214,213,29.907011499861255,115948.0094437937,117647.45267622938,0.014445219116750679,0.11592800007201731,214,0,0.0,0,0,True,21,111011101101111,5753.506655745065,1032.979835822914,1.0005354912759743,0.9102423308594796,b8fdd1e2fea756f36ea5f4f8d51be57640f067d8eec04faef2e37527f8f72131,17.559621837179293,0.00014925628594359731,False,False,1.06388300359771,False,False,1.057130689285713,False,False,1.1192263434785201,False,False,1.1206005030864796
215,214,30.21250249980949,115948.0094437937,117647.45267622938,0.014445219116750679,0.10981990001164377,215,0,0.0,0,0,True,21,111011101101111,2626.573271629183,583.1177945071042,0.4570757664159728,0.4915402043027089,87752b7d73e1ac12791f6b8f3c69949d4befe8e484d1f14d5bd2134a67882123,0.0,0.0,False,False,0.9730716286890972,False,False,1.0115809336279342,False,False,1.0040563269684233,False,False,0.9973133032084106
216,215,30.431359299924225,115948.0094437937,117647.45267622938,0.014445219116750679,0.12038209987804294,216,0,0.0,0,0,True,21,111011101101111,5587.724601974502,1075.9964551516794,0.9725285416476365,0.8607572004872084,4345ae8f258986d1e388f0a43732732ed82f710a8bf66a10c883975d92b503ce,0.0,0.0,False,False,0.980926304101089,False,False,1.0126299314831737,False,False,1.0902797958375654,False,False,1.0650048366004132
217,216,30.706314999843016,115948.0094437937,117647.45267622938,0.014445219116750679,0.11954250000417233,217,0,0.0,0,0,True,21,111011101101111,5647.933973307361,1123.4664525942062,0.9828733695746507,0.882532578290382,0d97b5256be1c4212b5a8de09bc660d4af7cb429ae0b7db5b0e8bb36d47cd2d2,0.0,0.0,False,False,0.8556496376664655,False,False,0.704204571997443,False,False,1.1184237147609104,False,False,1.1457801335235924
218,217,30.93312479997985,115948.0094437937,117647.45267622938,0.014445219116750679,0.11318859993480146,218,3,0.2,2,1,False,21,111111111101011,6739.222910175742,1181.8381031242143,1.170352449727461,0.9800690507345259,f942d1dbdb844bbcbc525f416b87cb6690372ffd9c2926824f36d577e8f69aab,0.0,0.0,False,False,1.273359225214421,False,False,1.2408879850948424,False,False,1.1386319035795673,False,False,1.2767575857367035
219,218,31.168523699976504,115948.0094437937,117620.76256515607,0.014221580313558595,0.12454309989698231,219,0,0.0,0,0,True,21,111111111101011,762.6258474457187,227.48197244289702,0.13219599045116837,0.1905796561259659,1417c17dc201243e2e3ec009c9f2ca60c7c50c870d680375e2a04f4d9fca28ba,0.0,0.00022363880319208398,False,False,1.1544028265580748,False,False,1.2180035902200999,False,False,1.213564833109384,False,False,1.1231096497477366
220,219,31.4226135998033,115948.0094437937,117521.20092090292,0.013386448273006127,0.12340679997578263,220,0,0.0,0,0,True,21,111111111101011,1062.0518252949523,209.5812047468564,0.18408170232815194,0.1745558896391126,fef34d39b234bd1e6ded371085edf69361a520c9e1801fc534067a0a10250a64,0.0,0.0008351320405524682,False,False,0.19957618698919097,False,False,1.1864768952962124,False,False,1.2727999935211618,False,False,1.2977282040284492
221,220,31.67357959994115,115948.0094437937,117521.20092090292,0.013386448273006127,0.12078989995643497,221,0,0.0,0,0,True,21,111111111101011,663.4803222200733,131.57456167886733,0.11498950173606563,0.11056162105714493,cdba85213b603925427fd311b9a9d3599ac2e24cfaa22bfd2264bb8d01edc647,0.0,0.0,False,False,0.12143888705226971,False,False,0.1859483785993165,False,False,1.1597606390936237,False,False,1.2264638738788742
222,221,31.913451599888504,115948.0094437937,117521.20092090292,0.013386448273006127,0.12218010006472468,222,0,0.0,0,0,True,21,111111111101011,888.622306062206,213.37627502174163,0.15402223272879637,0.18012072096011136,e6f89a039bd1f7137d498b08a0a4386afa15b330a92d5e4dd899d78fbd0ed7cb,0.0,0.0,False,False,0.16864161680743908,False,False,0.1298976237311101,False,False,0.05196676333864199,False,False,1.171968146092101
223,222,32.16070030000992,115952.38242764957,117495.95102789308,0.013137206744061106,0.12694480014033616,223,0,0.0,0,0,True,21,111111111101011,1088.4925398956757,218.39870500652603,0.18867744225068703,0.18318795908418165,87a6ca22f3edab907239a87fecc46ed87c179a30cd93e2081efb7c70579d3ef0,4.3729838558792835,0.00024924152894502047,False,False,0.2574371329098363,False,False,0.2813089034537215,False,False,0.24321941615976678,False,False,0.1952669771691147
224,223,32.42055329983123,115952.38242764957,117495.95102789308,0.013137206744061106,0.12488060002215207,224,0,0.0,0,0,True,21,111111111101011,3333.4664925672087,652.0366275093409,0.5777112527218442,0.5502153758372156,e0cfd680cd98b0ef6ba17499f248154121fb33f23eda4ba2faea13d519ed1cac,0.0,0.0,False,False,0.5766426439171154,False,False,0.6108269758050446,False,False,0.6175635004494007,False,False,0.6137891977918127
