iteration,previous_iteration,elapsed_time,LB,UB,gap,master_runtime,cumulative_cuts,y_hamming,y_hamming_normalized,y_added,y_removed,y_exact_same,unique_y_patterns_to_date,y_pattern,x_l1,x_l2,x_normalized_l1,x_normalized_l2,x_rounded_hash,lb_improvement,gap_reduction,y_cycle_p2,x_cycle_p2,x_return_relative_l1_p2,y_cycle_p3,x_cycle_p3,x_return_relative_l1_p3,y_cycle_p4,x_cycle_p4,x_return_relative_l1_p4,y_cycle_p5,x_cycle_p5,x_return_relative_l1_p5
12,11,0.6280989998485893,73121.87808994722,237031.74431377935,0.6915101886389129,0.004628600087016821,12,0,0.0,0,0,True,7,111100011001111,1623.3429379500528,502.327060841815,0.5394144453517142,0.5132600754858625,dae3dc7a5a2193ce13bdab5ad115b72002a70cd816b016c3b0fd2833f4bedea0,0.0,0.0060247962652345555,False,False,0.6111486442613702,False,False,0.5682137160343255,False,False,2.4799943699378475,False,False,2.424190614730818
13,12,0.6910871998406947,73981.12495878765,224281.13684570353,0.6701411184227959,0.011057799914851785,13,3,0.2,2,1,False,8,110110011101111,4284.229142312822,1157.073011095294,1.4236854280755011,1.1934476766694022,2aebd17ad41132cd69ef105187623953f3dc4a2c59da602c296c18bbf3a57da8,859.2468688404333,0.021369070216117003,False,False,1.4422698187579392,False,False,1.13192335510527,False,False,1.382385038319223,False,False,2.5153915629194388
14,13,0.7493743998929858,75646.90853732965,224281.13684570353,0.6627139062997898,0.005362600088119507,14,0,0.0,0,0,True,8,110110011101111,4908.381974742957,1291.3376307529095,1.50936783799508,1.374274999231591,89d7947ea217895a0808df6d2045a7b5d74dbbdf56c98503447f6672628cdcce,1665.783578542003,0.007427212123006122,False,False,1.5201894016678146,False,False,1.2317626296875372,False,False,1.4944407890210538,False,False,1.4251359866689934
15,14,0.8355693998746574,77032.93532507893,224281.13684570353,0.6565340429049344,0.010662199929356575,15,5,0.3333333333333333,4,1,False,9,111111111011111,8391.269915759996,2034.0860451277028,1.7623234962554957,1.834800349876532,c286c766062b09dfbbc8df53c32df1f8cc7ac9644abebd1ecd089aab739f74a9,1386.0267877492734,0.006179863394855323,False,False,1.2554601186511234,False,False,1.209670848314195,False,False,1.1591240191583485,False,False,1.1389844752680272
16,15,0.8856438999064267,77032.93532507893,224281.13684570353,0.6565340429049344,0.006382300052791834,16,0,0.0,0,0,True,9,111111111011111,11402.081735112517,2714.0488828912676,1.7554243635911464,1.5207165628795418,6a288be832b62dcdc667520d729243ade2a9a5311eff2d5fc4b4dbad8dce5651,0.0,0.0,False,False,1.1676592257505531,False,False,1.2708676349993884,False,False,1.301872179924215,False,False,1.2179760172545087
17,16,0.9443861998151988,77561.46861958489,224281.13684570353,0.654177476936261,0.011111600091680884,17,2,0.13333333333333333,0,2,False,10,111111011001111,9036.083140831663,2305.500463734164,1.6334479668138748,1.0555978634807515,d5f1a9c5b5aa758683a1dfbb768f2fc01838d536acb49fc22853ba13730fa021,528.5332945059636,0.0023565659686733964,False,False,1.5986806090984738,False,False,1.570695878862273,False,False,1.3375942114467876,False,False,1.3987525206920035
18,17,1.0114019999746233,78042.22874404315,171044.52488615003,0.5437315003447827,0.009977299952879548,18,2,0.13333333333333333,2,0,False,11,111111011111111,8185.755756814364,1863.5868703039416,1.8046400595858292,1.5006561306079076,87668f0e2ffb10c7cf786ff12cc2bfee09c5dca2e5efb630264ddb4b4a4753cc,480.760124458262,0.11044597659147837,False,False,2.2128146711766443,False,False,2.0491629679758887,False,False,1.597387492242298,False,False,1.5260156960781834
19,18,1.0846135998144746,78042.22874404315,171044.52488615003,0.5437315003447827,0.006627700058743358,19,0,0.0,0,0,True,11,111111011111111,7493.353758221739,1954.5910937005206,1.372754617542645,1.321356477604652,3f52efe483f286658720c09140d0c44b0259f0fd8b43c71ee321f8d51cb6a179,0.0,0.0,False,False,1.3236336882714355,False,False,1.7025050044719243,False,False,1.6602645847823005,False,False,1.465941607510681
20,19,1.1344408998265862,79772.02596246274,171044.52488615003,0.5336183603914813,0.00791790010407567,20,0,0.0,0,0,True,11,111111011111111,9442.853720535868,2275.869357631027,1.4944694669613992,1.2604928260819186,ed4207469399756f58b934f6fb7fe89b9bbde3c0883df54456a6816bb9983f77,1729.7972184195824,0.010113139953301431,False,False,1.0461726451202478,False,False,1.5467024194491028,False,False,1.4731757391279257,False,False,1.8401945982286505
21,20,1.2168462998233736,80906.4655061238,164764.31559394093,0.5089563828522402,0.008640999905765057,21,0,0.0,0,0,True,11,111111011111111,6625.950839009962,1679.1525012553564,1.047990794866097,0.8633895989479662,a080dd5f764fc5c9680b6e22d03d5455467876ce5a6cb50a8d67549147fc1a08,1134.4395436610648,0.024661977539241042,False,False,1.7013041845871806,False,False,1.6291846520910367,False,False,1.635960923382622,False,False,1.570251336808395
22,21,1.2813257998786867,81726.17881194336,164764.31559394093,0.5039813170871522,0.008125599939376116,22,1,0.06666666666666667,0,1,False,12,101111011111111,6201.303424484005,1609.0427943244604,1.1265257475355388,0.9626277755302085,020b3cfc11b45e953ba5dc41e06e2913a69d9990be69417cd12eee328f8f171e,819.7133058195614,0.004975065765087994,False,False,1.3674084019360724,False,False,1.8357928434244066,False,False,1.7115117391828156,False,False,1.242721053442174
23,22,1.3400979998987168,84475.46132662533,164764.31559394093,0.4872951644771567,0.012924500042572618,23,2,0.13333333333333333,1,1,False,13,111111011101111,8949.613257636163,2163.4278249764434,1.6535837735882601,1.4132276787047795,1ab8004fd251fb72ace811d9b51a6ae5c2583100e3f87688562652229c32d9aa,2749.282514681967,0.016686152609995508,False,False,1.3665272407369917,False,False,1.6162879232917324,False,False,0.9763161558614043,False,False,1.7179967447805837
24,23,1.4052479998208582,84586.2160937895,164764.31559394093,0.4866229632983704,0.009414500091224909,24,0,0.0,0,0,True,13,111111011101111,5571.162149074679,1595.808600858892,1.0467211120191415,0.8598541709082431,b839734bf62e5ebebcac95d3c9bd44134b589aa8c38a5c692efdae5d0d182095,110.75476716416597,0.0006722011787863025,False,False,1.7767031757802134,False,False,1.8664675038777616,False,False,2.1411425123473515,False,False,1.60285002479558
25,24,1.5009792998898774,87887.52913349854,141380.44594385044,0.37836149442898726,0.018936399836093187,25,1,0.06666666666666667,1,0,False,13,111111011111111,7864.412742154439,1903.0827720072348,1.3729316916501144,1.3179135055519977,b3f530302d09afaaa1417952a8f075ef179f2009ebdc0a86d23de33b3c6b2f4e,3301.3130397090426,0.10826146886938315,False,False,1.1054451283632476,False,False,1.331387941338148,True,False,1.5891693620498017,True,False,1.7148629890458174
26,25,1.566017499892041,95178.09654272694,141380.44594385044,0.32679448061348504,0.011906599858775735,26,0,0.0,0,0,True,13,111111011111111,11065.72925151431,2337.273536817442,1.7545209439293683,1.2571369254467313,c8786131ad5ccfd9cb9ee9ca6be020cdfc9490a156ad80a1c337b2597113262c,7290.5674092284025,0.051567013815502216,False,False,1.4526702517451968,False,False,1.4165814464969837,False,False,1.2643765000780605,False,False,1.064903509904432
27,26,1.6322031000163406,97318.28025401669,141380.44594385044,0.31165671741715356,0.016621400136500597,27,3,0.2,1,2,False,14,111111101101111,8087.896088274905,1961.8223247295925,1.3677163907169847,1.2080814129860578,6bbe51bf64ff374835670acec01c47f11dd17ee3d222463c5e77e36304990cba,2140.1837112897483,0.015137763196331477,False,False,1.5912051075691493,False,False,1.6023099388603468,False,False,1.459927944658639,False,False,1.3784334058418728
28,27,1.7031488998327404,97318.28025401669,141380.44594385044,0.31165671741715356,0.00977999996393919,28,0,0.0,0,0,True,14,111111101101111,8453.692007649213,1879.18183032091,1.4630347042180984,1.1134871503242583,3261f0dad8a6d6074773d44a06d13c1b2373260258bec347d41c7a69a9b0e8e2,0.0,0.0,False,False,1.7785312565945388,False,False,1.3551919299331145,False,False,1.371193206437114,False,False,1.2859574653321886
29,28,1.7792155998758972,97519.70808863337,141380.44594385044,0.3102319953965661,0.008942699991166592,29,0,0.0,0,0,True,14,111111101101111,6683.989055326603,1525.8488524720344,1.1697405960724578,0.9592126451215266,461dfc120cfc41910f7897b678cc5ff3b7a6076e40dba8c11edb284b7c304d0c,201.42783461668296,0.0014247220205874656,False,False,1.4215693814212549,False,False,1.8380104086971971,False,False,1.589637279734677,False,False,1.4291735227351978
30,29,1.8421306998934597,98370.71124193432,141380.44594385044,0.3042127531483211,0.014419300016015768,30,3,0.2,2,1,False,14,111111111011111,9862.77979780956,2300.0553417011015,1.6582480578659873,1.4563916809021327,fd7e8229b11f759ca0002fdba8955996fdd1359907da506481196fd9b9c02f34,851.003153300946,0.006019242248245016,False,False,1.5371500045936999,False,False,1.1938337351496127,False,False,1.4362815805470357,False,False,1.7932292270917198
31,30,1.9176390999928117,100595.70420762469,139609.45574863127,0.27944920587077837,0.016964499838650227,31,2,0.13333333333333333,0,2,False,15,111111010011111,8991.931815534033,2096.2078373723257,1.4945672793345175,1.1244241483168327,0f64feed1e1805d75b5cd610357da4e1ccab76d2ea1bb3b0d3e77d043c8e187c,2224.9929656903696,0.024763547277542708,False,False,1.6123638833495013,False,False,1.8945389529669538,False,False,1.411031965151003,False,False,1.2193946171569818
32,31,1.9817257998511195,101828.07962896336,138256.49025982182,0.26348427160561866,0.0065963000524789095,32,0,0.0,0,0,True,15,111111010011111,7019.1312564995405,1526.0981524567262,1.214983039617638,0.8693611390841081,4c45847ada38ac04ea706afe2e94dec9e67d935a2dc9620a0e258d561b5601c8,1232.375421338671,0.015964934265159714,False,False,1.5593547012451134,False,False,1.542749486514623,False,False,1.701404412336014,False,False,1.4649234894015306
33,32,2.065226199803874,102591.35096791048,138256.49025982182,0.25796358076851783,0.007500399835407734,33,0,0.0,0,0,True,15,111111010011111,8052.522632301445,1870.20098169014,1.4049912405152927,1.180420153613302,208a109c56bc910d6b3f23419cd23b2302e4b8c2a89fef562d6bf81023672d42,763.2713389471173,0.005520690837100828,False,False,1.6939893893318823,False,False,1.7708713602963198,False,False,1.39837965124705,False,False,1.1496167921876914
34,33,2.1477574999444187,104422.01804873253,137514.26722722902,0.2406459332966139,0.007292599882930517,34,0,0.0,0,0,True,15,111111010011111,9242.838394695615,2251.4243163408405,1.6121999903851605,1.4012854943435749,3e737566d01d38e197da0037f7fbc5d1e383f1ffcbdcf38c272d1727544cd603,1830.6670808220515,0.017317647471903924,False,False,1.3127947194434726,False,False,1.2115041712233716,False,False,1.545850822715776,False,False,1.7723093045137317
35,34,2.277983999811113,106421.42679533582,136027.71682768728,0.21764895216064786,0.006461100187152624,35,0,0.0,0,0,True,15,111111010011111,8367.15576051667,2024.0480564534623,1.4496184031712187,1.1047026188098408,f494ed86311dd3effddf340d357c3ecc2c0baa0194755363f869cc9972f5a83f,1999.4087466032943,0.022996981135966044,False,False,1.1869883643556496,False,False,1.380829659983061,False,False,1.3172493197717383,False,False,1.5883390784276163
36,35,2.3417862998321652,106421.42679533582,136027.71682768728,0.21764895216064786,0.006265300093218684,36,0,0.0,0,0,True,15,111111010011111,7015.180979118815,1691.463744914573,1.2175274733317516,1.0697094404703635,e4b491dde5d8872a1a3736ad38daf9a0d2d68d5c693981a849834b294e809f2a,0.0,0.0,False,False,1.7099344186912286,False,False,1.446488831954009,False,False,1.7596385741324083,False,False,1.2777433231298634
37,36,2.4069605998229235,106954.3754143041,136027.71682768728,0.2137310107925413,0.006791600026190281,37,0,0.0,0,0,True,15,111111010011111,5151.429730601925,1328.9742439525448,0.8984692499504378,0.8868310640565868,7532f9777411ab3a1c31964e42b2627dbffe29f7376c4e69b90dbc093f790fc6,532.9486189682793,0.003917941368106553,False,False,1.2221388606313808,False,False,1.9293143181731454,False,False,1.5763414689062694,False,False,1.5938371098470956
38,37,2.471690099919215,107336.0343785578,135241.50426660836,0.2063380619683075,0.006498500006273389,38,0,0.0,0,0,True,15,111111010011111,6376.073280365358,1797.9034244017885,1.0998251534560595,1.0820390983169341,94206e27d044764e45c2ada98137c57c5434aa05148a1f9928c470c2d5950915,381.6589642537001,0.007392948824233803,False,False,1.1126500795452434,False,False,1.228745401834962,False,False,1.5985301799580207,False,False,1.526668114682978
39,38,2.5697911998722702,107700.73423253704,135131.3398703899,0.20299218274726422,0.008568299934267998,39,0,0.0,0,0,True,15,111111010011111,8073.1229051374885,1904.5705634892154,1.3913535205308574,1.071321686112218,9d0f221e9e242fc99fdaac6518de8032f6f0eb8666cf1b3753dbf77c6a3906da,364.6998539792403,0.003345879221043291,False,False,1.4949480172670708,False,False,1.2891933888788876,False,False,1.5288648387712813,False,False,1.471805873285013
40,39,2.6719568998087198,108056.29371454174,130408.69870612441,0.1714027147986021,0.007294800132513046,40,0,0.0,0,0,True,15,111111010011111,5660.9396077969795,1520.0980970632934,0.9869710214405056,0.9332141167217644,b38650d1ea57ac156ee1a594ace1ea7c15a5bf7803b6c5713157ab41f7c9e281,355.5594820046972,0.0315894679486621,False,False,1.7021766866268697,False,False,1.5819573562909777,False,False,1.5699742107178434,False,False,1.3814795222349965
41,40,2.7314826999790967,108283.58048169783,130408.69870612441,0.16965983438179583,0.006923699984326959,41,0,0.0,0,0,True,15,111111010011111,7318.083295898428,1665.0536537049873,1.2586201187196717,0.9814839723631019,80b9c3a2596977c657f0c2d1255c54eb2364b333fa3ed5e5e837bbadf21f22e1,227.28676715609618,0.0017428804168062861,False,False,1.0666733962235841,False,False,1.4789387439574362,False,False,1.5059240404900718,False,False,1.0736027508323966
42,41,2.862131599802524,108283.58048169783,128760.85877934376,0.1590334088462212,0.007329500047490001,42,0,0.0,0,0,True,15,111111010011111,6256.959643950822,1485.4490542790427,1.0785906789347606,0.9217878787769058,93faabf031ba7c23a02b1cb6ed2542468b8263a95a37800c5df4cb63c3cc3a19,0.0,0.010626425535574635,False,False,1.397266875841733,False,False,1.0822056933585025,False,False,1.5900533457271249,False,False,1.5824624574630888
43,42,2.9720468998420984,108480.21751471506,128760.85877934376,0.1575062597196827,0.008242999901995063,43,0,0.0,0,0,True,15,111111010011111,6160.346531070455,1582.4477119259197,1.0752977775061052,1.0154788693139236,a02a117712ec67f3857c9bfd59bbada6b7ed84d7899c2c5af97615fd6a34d4fa,196.63703301722126,0.0015271491265384796,False,False,1.1335846726259096,False,False,1.4748364113664172,False,False,1.220626251514601,False,False,1.1995405799115966
44,43,3.03934339992702,108480.21751471506,128760.85877934376,0.1575062597196827,0.006639600032940507,44,0,0.0,0,0,True,15,111111010011111,5883.967540840085,1573.871516154464,1.0229707639465688,0.9891829474415427,48614f074c0cb6cf23464dc02ea8caa9e2b83d83f83b2365917d30a614e6da72,0.0,0.0,False,False,0.5303572871897608,False,False,0.8072321585052049,False,False,1.3519013941671478,False,False,1.0870360489233537
45,44,3.164949099998921,108564.72625073827,126145.8029812274,0.13937107945720154,0.006976400036364794,45,0,0.0,0,0,True,15,111111010011111,5116.774989214732,1227.1403125514007,0.8885615672824324,0.7850506373196626,c4ed895e13ab8ffa9aad43a10ca8297ea44eb48ff3b3e1fbe8e39381ed21b459,84.50873602321371,0.018135180262481176,False,False,0.9770500864272355,False,False,0.8925287515098853,False,False,1.089162063048592,False,False,1.451856348828164
46,45,3.2919385000132024,108771.8369626493,126145.8029812274,0.13772924352595103,0.007123599993065,46,0,0.0,0,0,True,15,111111010011111,8152.89404687227,1828.430258269341,1.415931223004709,1.2356472206713565,c4c3be87a54a827b2d660eed0e2295322cc8c978ec637f99c5ba75b197cbb9fa,207.11071191102383,0.0016418359312505015,False,False,1.0865263987353366,False,False,1.4133674379603958,False,False,1.366081001257207,False,False,1.5069865944702006
47,46,3.3796319998800755,108846.1440719414,126145.8029812274,0.13714018620072907,0.011366199934855103,47,4,0.26666666666666666,3,1,False,16,111111111101111,8292.712937942608,1813.54289917825,1.4295706992869381,1.1915098266156952,7f68ae7f7c5f5cd6d4ca8e9f541b93c1e31e20e8a9946a69eaae708bcaef2692,74.30710929210181,0.0005890573252219644,False,False,1.1749658957789992,False,False,0.8336700023553502,False,False,1.4386762910265174,False,False,0.9819657947367921
48,47,3.4750506998971105,108846.1440719414,125889.60848430419,0.13538420380811464,0.007520799990743399,48,0,0.0,0,0,True,16,111111111101111,197.71553070511334,82.23424659254253,0.03389935567513038,0.04963757484243921,24766d79579f6fe0266c65c4a8c028618a6f72e9f7db1ffbdbcf8ebf78d3765a,0.0,0.0017559823926144302,False,False,1.4185499348025905,False,False,1.1625757718398244,False,False,0.8255980133797108,False,False,1.430529002346069
49,48,3.5664383999537677,108846.1440719414,125219.19688949015,0.13075513359184443,0.007870499975979328,49,0,0.0,0,0,True,16,111111111101111,1265.8963060461847,402.89132090129925,0.21703141885659355,0.24571507058580283,8daca17fa540f9119623a8477ed9a080a67cfbadaa3210b752c26112a3164b8e,0.0,0.004629070216270209,False,False,0.23346282990032022,False,False,1.3988069537098846,False,False,1.090754860447983,False,False,0.9026997610324312
50,49,3.666512999916449,108846.1440719414,125219.19688949015,0.13075513359184443,0.008153899805620313,50,0,0.0,0,0,True,16,111111111101111,5582.187765009596,1224.077173936274,0.9584482337594805,0.7816752130423602,f336ebc3f023112fc0b9d9bd889b57c9203ddfc10a1084a67ef6f8a95e856ff1,0.0,0.0,False,False,0.9190973356813016,False,False,0.92448195797885,False,False,1.3372835201330437,False,False,1.03410498337556
51,50,3.735366699984297,108846.1440719414,125219.19688949015,0.13075513359184443,0.008720200043171644,51,0,0.0,0,0,True,16,111111111101111,8986.402072600107,2031.143699385226,1.5467007774624733,1.3438302735907344,31e749737d8c2ba0724b93f6ef63631bf83f3978450c40e298014f98f1b1a32f,0.0,0.0,False,False,1.0674390164256349,False,False,1.058738789870341,False,False,1.071974812467049,False,False,1.2620310214195167
52,51,3.799441199982539,108846.1440719414,125219.19688949015,0.13075513359184443,0.008223599987104535,52,0,0.0,0,0,True,16,111111111101111,7795.886572669668,1831.632137544603,1.3409698869770474,1.1489574839743348,9ebb46cda598fc0374012ec5cefa8739f604b028bc9cb3fade9b5635dd2c225a,0.0,0.0,False,False,1.1423443995321967,False,False,0.9715645955657787,False,False,1.0616346706740607,False,False,1.0405185105785177
53,52,3.8734154999256134,108846.1440719414,125219.19688949015,0.13075513359184443,0.008069999981671572,53,0,0.0,0,0,True,16,111111111101111,10219.87979502402,2063.6312111406446,1.7577124585329251,1.273662255245121,9af8a1dd7bb7adf6a37335af2e06ef9af642b58d9083d4376b15bd5460e87bfa,0.0,0.0,False,False,1.634861644073222,False,False,1.706467832911975,False,False,1.8765308492602688,False,False,1.883023680274014
54,53,3.9346929998137057,108846.1440719414,125219.19688949015,0.13075513359184443,0.008524700067937374,54,0,0.0,0,0,True,16,111111111101111,6568.19163852136,1453.988644011943,1.124762356241306,0.9785067185577444,03b64e39a441ff11575baf4c23e842a2669a4828d9c67f7c6afd0ced0cc708b5,0.0,0.0,False,False,1.6932676194454463,False,False,1.5151517415995093,False,False,1.650134401516914,False,False,1.6929248911295154
55,54,4.023207799997181,108885.9061829187,125219.19688949015,0.13043759353436912,0.009288900066167116,55,0,0.0,0,0,True,16,111111111101111,2167.876215672418,604.874442613247,0.3691797559079576,0.3736377197011905,67e836349883e216c5c720858eb358b6764ed60ea222ee1cc075fc423a201410,39.762110977302655,0.00031754005747530734,False,False,1.172717598840949,False,False,1.7366234448072915,False,False,1.4695584514588709,False,False,1.5490930911751297
56,55,4.092784399865195,108885.9061829187,125219.19688949015,0.13043759353436912,0.00917389988899231,56,0,0.0,0,0,True,16,111111111101111,1478.3230461763837,518.8712248788685,0.2517975028451078,0.31525521555680125,87bdff40bfd33ad975dfc6f822959d0d2e6f6eb6693f2eac0e9cef2b68c98352,0.0,0.0,False,False,0.4786955297492057,False,False,1.1291527078608043,False,False,1.7496664555198813,False,False,1.486457111032697
57,56,4.188236299902201,108992.57591880027,125118.14838710721,0.12888276142335078,0.009039100026711822,57,0,0.0,0,0,True,16,111111111101111,6533.603949454521,1526.5085459472728,1.1159440068180295,0.9753785879156947,e03d7d0608c159528a34e9b347b154af227a46cac95c7e31488e18e79f724aad,106.6697358815727,0.0015548321110183394,False,False,0.9796623471243926,False,False,0.893652301068786,False,False,1.3827031062893336,False,False,1.6895300198636907
58,57,4.265075499890372,109197.67331250725,123861.34714510402,0.11838781161824621,0.009361299918964505,58,0,0.0,0,0,True,16,111111111101111,7757.414608812354,1676.6785347757434,1.330233799184471,1.0961881140700178,8cfe092738c1b641693c3efb22e7595eaf5a6b8cfe4661f1bc15ecff1e23149b,205.09739370697935,0.01049494980510457,False,False,1.0760090350837526,False,False,1.170733871189202,False,False,1.1586675610905575,False,False,1.265939686617027
59,58,4.375904999906197,109722.46303964546,123861.34714510402,0.11415089881829567,0.011296299984678626,59,0,0.0,0,0,True,16,111111111101111,9625.049312857846,1865.049797212666,1.6571076828141336,1.2922169976596738,f0726159f3a0b23174669e02f23302410f15bcfc8e923cbd8c10a4e9a30d8d18,524.7897271382099,0.004236912799950546,False,False,1.2676869614387507,False,False,1.4424738351039268,False,False,1.5896712394796397,False,False,1.5340554314803678
60,59,4.51120930002071,109728.66165877189,123861.34714510402,0.11410085399584458,0.009287199936807156,60,0,0.0,0,0,True,16,111111111101111,1977.5458580429372,551.2899757462727,0.3406645130562269,0.3592686910668266,88531316644c6f6f7ec9ec66dcc7d5847595dc8f32f67d55648ddb4db2063a14,6.1986191264295485,5.004482245109243e-05,False,False,1.48410155538846,False,False,1.3538948193632443,False,False,1.287706680776379,False,False,1.4367375141474232
61,60,4.640398199902847,109921.4225638085,123861.34714510402,0.11254459040369427,0.009853699943050742,61,0,0.0,0,0,True,16,111111111101111,6170.368507859119,1412.7711451985156,1.0598048499040087,0.9288804731716667,41a9cb053954fa47e2924cf8488abde1d0518e8d9a89c82a2788f52c507f6239,192.76090503661544,0.0015562635921503032,False,False,1.0401531674826496,False,False,1.7149836916661239,False,False,1.4596577819614223,False,False,1.5730989078876572
62,61,4.746564199915156,109954.41936736318,123861.34714510402,0.11227818926794672,0.009760400047525764,62,0,0.0,0,0,True,16,111111111101111,3969.734486656871,908.3304696728428,0.6852105361983472,0.595335118329783,02cfe5277ccd63933ed4b93fdda252169ce485493c5abccf970a78feff96bddb,32.99680355467717,0.00026640113574755153,False,False,1.1582552403421724,False,False,1.1409057665506532,False,False,1.7690462372457372,False,False,1.3839892026687461
63,62,4.82052639988251,110060.25654300053,123861.34714510402,0.11142370820442847,0.010244600009173155,63,0,0.0,0,0,True,16,111111111101111,4106.611462122132,922.1994622891938,0.709149618324721,0.623035978880085,44778455d923fdf724baf0f8e4118dbcb1ba566d1b7508c3b0f2589cde018eb0,105.83717563735263,0.0008544810635182504,False,False,0.7875005461219876,False,False,0.9879497777689515,False,False,1.011716604058824,False,False,1.6972195492993591
64,63,4.948701899964362,110188.55030432157,123861.34714510402,0.11038792291484381,0.01096390001475811,64,0,0.0,0,0,True,16,111111111101111,7469.500100561104,1500.9522094426989,1.2837833105645506,1.0322124171516829,5e4c0dd0f67c366619b47885483a26396f3a8af3f3a0996692c212f062a85779,128.2937613210379,0.0010357852895846592,False,False,1.1256391675288315,False,False,0.9897965192780834,False,False,1.059396021537379,False,False,1.0163341767861875
