iteration,elapsed_time,LB,UB,gap,master_time,subproblem_time,auxiliary_time,cuts_added_total,open_depots
211,29.289540899917483,115930.44982195651,117647.45267622938,0.014594475402694276,0.08283299999311566,0.07797130011022091,0.019839900080114603,211,12
212,29.47010809998028,115930.44982195651,117647.45267622938,0.014594475402694276,0.07813709997572005,0.07766760000959039,0.02084019989706576,212,12
213,29.68673499999568,115930.44982195651,117647.45267622938,0.014594475402694276,0.08619749988429248,0.1059504000004381,0.020815999945625663,213,12
214,29.907011499861255,115948.0094437937,117647.45267622938,0.014445219116750679,0.11592800007201731,0.08029670012183487,0.02048930013552308,214,12
215,30.21250249980949,115948.0094437937,117647.45267622938,0.014445219116750679,0.10981990001164377,0.1715408000163734,0.020203900057822466,215,12
216,30.431359299924225,115948.0094437937,117647.45267622938,0.014445219116750679,0.12038209987804294,0.07427019998431206,0.02056490001268685,216,12
217,30.706314999843016,115948.0094437937,117647.45267622938,0.014445219116750679,0.11954250000417233,0.13177060009911656,0.02020619995892048,217,12
218,30.93312479997985,115948.0094437937,117647.45267622938,0.014445219116750679,0.11318859993480146,0.08920979988761246,0.02088129986077547,218,13
219,31.168523699976504,115948.0094437937,117620.76256515607,0.014221580313558595,0.12454309989698231,0.08664190000854433,0.02029159991070628,219,13
220,31.4226135998033,115948.0094437937,117521.20092090292,0.013386448273006127,0.12340679997578263,0.10725790006108582,0.01971419993788004,220,13
221,31.67357959994115,115948.0094437937,117521.20092090292,0.013386448273006127,0.12078989995643497,0.10457610012963414,0.019647400127723813,221,13
222,31.913451599888504,115948.0094437937,117521.20092090292,0.013386448273006127,0.12218010006472468,0.09559709997847676,0.018696699757128954,222,13
223,32.16070030000992,115952.38242764957,117495.95102789308,0.013137206744061106,0.12694480014033616,0.09709280007518828,0.019406499806791544,223,13
224,32.42055329983123,115952.38242764957,117495.95102789308,0.013137206744061106,0.12488060002215207,0.10960840014740825,0.02124050003476441,224,13
225,32.714233099948615,115955.73751325169,117495.95102789308,0.013108651840060022,0.12047159997746348,0.14948870008811355,0.019682100042700768,225,13
226,32.96868379996158,115955.73751325169,117495.95102789308,0.013108651840060022,0.1366177999880165,0.0933991998899728,0.020740999840199947,226,13
227,33.23905520001426,115961.47752891098,117495.95102789308,0.013059798959521786,0.12572000012733042,0.11893579992465675,0.02054840000346303,227,13
228,33.503200999926776,115961.47752891098,117495.95102789308,0.013059798959521786,0.12834990001283586,0.1121590998955071,0.019849899923428893,228,13
229,33.76301719993353,115961.47752891098,117495.95102789308,0.013059798959521786,0.12661599996499717,0.10942630004137754,0.02002990012988448,229,13
230,34.005671199876815,115961.47752891098,117495.95102789308,0.013059798959521786,0.11927870009094477,0.09977800003252923,0.01991409994661808,230,13
231,34.26639040000737,115963.85654634544,117495.95102789308,0.013039551304911998,0.11695789988152683,0.11813189997337759,0.02138839988037944,231,13
232,34.544012399856,115987.43158691449,117495.95102789308,0.012838905747658268,0.13807850005105138,0.1153976998757571,0.02037550020031631,232,13
233,34.80143380002119,115997.01569843986,117495.95102789308,0.012757336030220973,0.12139260000549257,0.11195059982128441,0.020558600081130862,233,13
234,35.046840199967846,115997.01569843986,117495.95102789308,0.012757336030220973,0.11963080009445548,0.10163359995931387,0.020238999743014574,234,13
235,35.329594099894166,115998.56648838408,117495.95102789308,0.01274413736311245,0.13238510000519454,0.1252134998794645,0.021190400002524257,235,13
236,35.564898799872026,115998.56648838408,117495.95102789308,0.01274413736311245,0.11964969988912344,0.09096170007251203,0.02091330010443926,236,13
237,35.796451499918476,115998.56648838408,117495.95102789308,0.01274413736311245,0.12649989989586174,0.08116899989545345,0.020232199924066663,237,13
238,36.02965679997578,115998.56648838408,117495.95102789308,0.01274413736311245,0.12291250005364418,0.08754960005171597,0.019355399766936898,238,13
239,36.27924669999629,115998.56648838408,117495.95102789308,0.01274413736311245,0.13844709983095527,0.08794299978762865,0.019623400177806616,239,13
240,36.5223453999497,116007.19116830568,117495.95102789308,0.0126707333024095,0.12572010001167655,0.09164710016921163,0.0204286000225693,240,13
241,36.786119299940765,116007.19116830568,117484.4189811557,0.012573818942637519,0.13172269985079765,0.10515259997919202,0.022264100145548582,241,13
242,37.02324220002629,116011.33912440026,117484.4189811557,0.012538512506851859,0.1250792001374066,0.08788149990141392,0.020512500079348683,242,13
243,37.27488799998537,116011.33912440026,117484.4189811557,0.012538512506851859,0.12605650001205504,0.10144459991715848,0.020521099912002683,243,13
244,37.524450100027025,116011.33912440026,117484.4189811557,0.012538512506851859,0.1235632998868823,0.10217329999431968,0.020235400181263685,244,13
245,37.81322559993714,116012.28608845494,117484.4189811557,0.01253045216946499,0.1347751000430435,0.1304152999073267,0.020021199947223067,245,13
246,38.06776889995672,116013.25464976067,117484.4189811557,0.012522208001309567,0.14330699993297458,0.08755569998174906,0.020106200128793716,246,13
247,38.305320099927485,116013.25464976067,117484.4189811557,0.012522208001309567,0.12055450002662838,0.08961779996752739,0.021110099740326405,247,13
248,38.53911249991506,116013.25464976067,117484.4189811557,0.012522208001309567,0.11576720001176,0.09412050014361739,0.020178199978545308,248,13
249,38.80574329989031,116147.01313159143,117484.4189811557,0.01138368697025931,0.12245850008912385,0.119876200100407,0.020192299969494343,249,13
250,39.04926109989174,116150.72915254427,117484.4189811557,0.01135205706575739,0.1239960000384599,0.09494550013914704,0.021001000190153718,250,13
251,39.281446299981326,116150.72915254427,117484.4189811557,0.01135205706575739,0.1027349999640137,0.10485600004903972,0.02078140014782548,251,13
252,39.52890529995784,116157.61089480124,117484.4189811557,0.011293481279141176,0.12384960008785129,0.09874820010736585,0.02106069982983172,252,13
253,39.76342620002106,116157.61089480124,117484.4189811557,0.011293481279141176,0.11929039983078837,0.08970910008065403,0.021626500179991126,253,13
254,40.00523619982414,116157.61089480124,117484.4189811557,0.011293481279141176,0.10171870002523065,0.1138635000679642,0.02035419992171228,254,13
255,40.29378379997797,116157.61089480124,117484.4189811557,0.011293481279141176,0.1163113999646157,0.14832370006479323,0.02031010016798973,255,13
256,40.55589869990945,116157.96602311329,117484.4189811557,0.011290458509695435,0.1340821001213044,0.10291210003197193,0.021213200176134706,256,13
257,40.829096799949184,116157.96602311329,117484.4189811557,0.011290458509695435,0.12712920014746487,0.12032729992642999,0.021458699833601713,257,13
258,41.07443579984829,116157.96602311335,117484.4189811557,0.011290458509694939,0.12410890008322895,0.09713570005260408,0.02046829997561872,258,13
259,41.33833820000291,116157.96602311335,117484.4189811557,0.011290458509694939,0.12537750019691885,0.1146754000801593,0.02022700011730194,259,13
260,41.60795179987326,116157.96602311335,117484.4189811557,0.011290458509694939,0.12560220016166568,0.12011360004544258,0.020358300069347024,260,13
261,41.8610369998496,116157.96602311335,117456.23152302313,0.011053185370205817,0.1262001998256892,0.10286800004541874,0.020212499890476465,261,13
262,42.09462390001863,116157.96602311335,117415.26510854272,0.010708139902142061,0.11884230002760887,0.09130860003642738,0.019984900020062923,262,13
263,42.3648327998817,116157.96602311335,117415.26510854272,0.010708139902142061,0.14306800020858645,0.10357329994440079,0.01987000019289553,263,13
264,42.6265551999677,116157.96602311335,117415.26510854272,0.010708139902142061,0.13670530007220805,0.10084339999593794,0.020566599909216166,264,13
265,42.930109799839556,116157.96602311335,117415.26510854272,0.010708139902142061,0.1387473999056965,0.141012400155887,0.020220400067046285,265,13
266,43.18025039997883,116157.96602311335,117415.26510854272,0.010708139902142061,0.13756359997205436,0.08816030016168952,0.020797800039872527,266,13
267,43.43742759991437,116157.96602311335,117415.26510854272,0.010708139902142061,0.12639949982985854,0.10516380006447434,0.020501799881458282,267,13
268,43.68117499980144,116157.96602311335,117383.02202567554,0.010436398564472434,0.13481319998390973,0.0857750999275595,0.019519800087437034,268,13
269,43.94290589983575,116158.51615094491,117357.43718738627,0.010215978340827478,0.14410339994356036,0.09512319997884333,0.018868399783968925,269,13
270,44.20130579988472,116158.51615094491,117357.43718738627,0.010215978340827478,0.1384918000549078,0.09654399985447526,0.019705000100657344,270,13
271,44.46738009992987,116158.51615094491,117357.43718738627,0.010215978340827478,0.13918510009534657,0.10318730003200471,0.019877699902281165,271,13
272,44.72826509992592,116158.51615094491,117357.43718738627,0.010215978340827478,0.13401719997636974,0.10273939999751747,0.020248800050467253,272,13
273,45.003757199971005,116158.51615094491,117357.43718738627,0.010215978340827478,0.1372990000527352,0.11431419989094138,0.0201836999040097,273,13
274,45.24802469997667,116158.51615094491,117357.43718738627,0.010215978340827478,0.1321366000920534,0.0867320999968797,0.02071149996481836,274,14
275,45.52401459985413,116226.13701278799,117357.43718738627,0.009639782545625239,0.13759189983829856,0.11410949984565377,0.020810300018638372,275,14
276,45.7777441998478,116236.83660502662,117357.43718738627,0.009548611568352256,0.13978959992527962,0.09045649995096028,0.020008600084111094,276,14
277,46.02264290000312,116246.71992277865,117357.43718738627,0.009464396047044923,0.1350796001497656,0.08584979991428554,0.02055859984830022,277,14
278,46.27516769990325,116269.21308387462,117357.43718738627,0.009272732343107179,0.1371506000868976,0.09105650009587407,0.02039630012586713,278,14
279,46.53546639997512,116269.21308387462,117357.43718738627,0.009272732343107179,0.14496179996058345,0.09206739999353886,0.019677500007674098,279,14
280,46.785098999971524,116269.21308387462,117357.43718738627,0.009272732343107179,0.13928180001676083,0.0864816999528557,0.020145599963143468,280,13
281,47.0815289998427,116269.21308387462,117357.43718738627,0.009272732343107179,0.13513420009985566,0.13455710001289845,0.021081600105389953,281,13
282,47.38160869991407,116269.21308387462,117357.43718738627,0.009272732343107179,0.14918210008181632,0.12677059997804463,0.0203235000371933,282,13
283,47.67636019992642,116269.21308387462,117357.43718738627,0.009272732343107179,0.1478709999937564,0.1234552999958396,0.019843599759042263,283,13
284,47.92844799999148,116269.21308387462,117357.43718738627,0.009272732343107179,0.13904989999718964,0.08938529994338751,0.020212800009176135,284,13
285,48.2547188999597,116269.21308387462,117357.43718738627,0.009272732343107179,0.13764650002121925,0.1652126000262797,0.019759800052270293,285,13
286,48.539320999989286,116269.21308387462,117357.43718738627,0.009272732343107179,0.1715355000924319,0.08719360013492405,0.02121519995853305,286,8
287,48.78064180002548,116269.21308387462,117357.43718738627,0.009272732343107179,0.1359896999783814,0.08177759987302125,0.020111100049689412,287,8
288,49.060217999853194,116269.21308387462,117357.43718738627,0.009272732343107179,0.13477629981935024,0.1190637000836432,0.02183549990877509,288,13
289,49.331304099876434,116288.93302989546,117357.43718738627,0.009104699140496008,0.14742120006121695,0.09901659982278943,0.02079669968225062,289,13
290,49.60869779996574,116288.93302989546,117357.43718738627,0.009104699140496008,0.15009400015696883,0.10275900014676154,0.02083920012228191,290,13
291,49.85886559984647,116288.93302989546,117357.43718738627,0.009104699140496008,0.12097449996508658,0.10493690008297563,0.020547700114548206,291,13
292,50.11474550003186,116288.93302989546,117357.43718738627,0.009104699140496008,0.12029120000079274,0.110189100028947,0.02158239996060729,292,13
293,50.38778979983181,116323.12436816319,117357.43718738627,0.008813355540233703,0.14129079994745553,0.10594449983909726,0.02062700013630092,293,13
294,50.64185549993999,116324.81224608718,117357.43718738627,0.008798973171596109,0.13169170008040965,0.09818139998242259,0.020307600032538176,294,13
295,50.95539259980433,116324.81224608718,117357.43718738627,0.008798973171596109,0.16066529997624457,0.12786750006489456,0.021392600145190954,295,13
296,51.21832389989868,116324.81224608718,117357.43718738627,0.008798973171596109,0.12492010020650923,0.11324540013447404,0.021051399875432253,296,13
297,51.46850309986621,116324.81224608718,117357.43718738627,0.008798973171596109,0.1393099999986589,0.08584989979863167,0.021215799963101745,297,13
298,51.734318799804896,116324.81224608718,117357.43718738627,0.008798973171596109,0.16645030002109706,0.0739340998698026,0.021680300356820226,298,12
299,52.048187899868935,116325.6751290887,117357.43718738627,0.008791620565555944,0.2137067001312971,0.07628030003979802,0.02042099996469915,299,12
300,52.421305699972436,116327.35564387483,117357.43718738627,0.008777300938045272,0.23478400008752942,0.11511719995178282,0.019565900089219213,300,12
301,52.71034189988859,116327.35564387483,117301.15227336378,0.008301679997307868,0.16528349998407066,0.09781120019033551,0.022151599870994687,301,13
302,53.04512090003118,116327.35564387483,117224.41335551874,0.007652481987035484,0.17184489988721907,0.13731259992346168,0.021289900178089738,302,13
303,53.342366099823266,116327.35564387483,117224.41335551874,0.007652481987035484,0.1705831999424845,0.10144070000387728,0.021300800144672394,303,13
304,53.63599849981256,116331.73264981921,117224.41335551874,0.007615143297771985,0.17365809995681047,0.09563770005479455,0.02084410027600825,304,13
305,53.955306799849495,116331.73264981921,117224.41335551874,0.007615143297771985,0.1756421998143196,0.11968509992584586,0.020459899911656976,305,13
306,54.24524799990468,116383.57144648227,117224.41335551874,0.007172924862386538,0.15007690014317632,0.11309779994189739,0.022172299912199378,306,13
307,54.521633999887854,116383.57144648227,117224.41335551874,0.007172924862386538,0.16546829999424517,0.08655550004914403,0.020739599829539657,307,13
308,54.83597989985719,116383.57144648227,117224.41335551874,0.007172924862386538,0.19532599998638034,0.09461589995771646,0.020819899858906865,308,13
309,55.13260739995167,116383.57144648227,117224.41335551874,0.007172924862386538,0.14749230002053082,0.12511230004020035,0.02028180006891489,309,13
310,55.39468299993314,116383.57144648227,117224.41335551874,0.007172924862386538,0.1542470999993384,0.08401109999977052,0.020186700159683824,310,13
311,55.682090800022706,116383.57144648227,117224.41335551874,0.007172924862386538,0.17236170009709895,0.09098730003461242,0.02041429979726672,311,13
312,55.99495849991217,116405.00931917598,117224.41335551874,0.00699004595448621,0.17219660012051463,0.11618179990909994,0.020972799975425005,312,13
313,56.31277409987524,116417.23130951732,117224.41335551874,0.006885784478642707,0.1844642001669854,0.10905410000123084,0.020786300068721175,313,13
314,56.56771630002186,116417.23130951732,117224.41335551874,0.006885784478642707,0.1433600999880582,0.08728540013544261,0.02078789984807372,314,13
315,56.90226499992423,116417.23130951732,117224.41335551874,0.006885784478642707,0.16230889991857111,0.1484897001646459,0.020056699868291616,315,13
316,57.17384529998526,116417.23130951732,117224.41335551874,0.006885784478642707,0.15808069985359907,0.08919809991493821,0.020487200235947967,316,13
317,57.46027489984408,116417.23130951732,117224.41335551874,0.006885784478642707,0.14030499989166856,0.12213370017707348,0.02017950010485947,317,13
318,57.76996780000627,116417.23130951732,117224.41335551874,0.006885784478642707,0.16047130012884736,0.12092070002108812,0.020566699793562293,318,13
319,58.04422189993784,116417.23130951732,117224.41335551874,0.006885784478642707,0.1488115000538528,0.10063819983042777,0.021052799886092544,319,13
320,58.33811559993774,116431.27109904766,117224.41335551874,0.006766016000998321,0.18760229996405542,0.08197539998218417,0.020663399947807193,320,13
321,58.625134099973366,116446.3972100666,117224.41335551874,0.006636980499041382,0.1419353000819683,0.12023689993657172,0.021126900101080537,321,13
322,58.91012839996256,116446.3972100666,117224.41335551874,0.006636980499041382,0.15030530001968145,0.110609499970451,0.020391100086271763,322,13
323,59.22577329981141,116446.3972100666,117224.41335551874,0.006636980499041382,0.1560408000368625,0.1343992999754846,0.02140299999155104,323,13
324,59.52542879991233,116522.41591941038,117224.41335551874,0.005988491782674464,0.1617705998942256,0.10873019997961819,0.022749399999156594,324,13
325,59.781217199983075,116522.41591941038,117224.41335551874,0.005988491782674464,0.1153078000061214,0.11595589993521571,0.02095600008033216,325,13
326,60.091057899873704,116528.09741992246,117224.41335551874,0.005940024911743385,0.145136300008744,0.14019760000519454,0.020768200047314167,326,13
327,60.33667439990677,116528.09741992246,117224.41335551874,0.005940024911743385,0.13388240011408925,0.08776070014573634,0.02050239988602698,327,13
328,60.589639300014824,116528.09741992246,117224.41335551874,0.005940024911743385,0.1319550999905914,0.09663830022327602,0.020345600321888924,328,13
329,60.83849999983795,116528.09741992246,117198.81460357706,0.005722900747104765,0.13488310016691685,0.09030269994400442,0.020032899919897318,329,13
330,61.13668749993667,116534.88338587005,117198.81460357706,0.0056649994281319765,0.16886169998906553,0.10467299981974065,0.0209113999735564,330,13
331,61.39559390000068,116534.88338587005,117198.81460357706,0.0056649994281319765,0.13712850003503263,0.09724909998476505,0.020503199892118573,331,13
332,61.70687130000442,116534.88338587005,117198.81460357706,0.0056649994281319765,0.17591980006545782,0.11095580016262829,0.02054949989542365,332,13
333,62.01277249981649,116534.88338587005,117198.81460357706,0.0056649994281319765,0.16620029998011887,0.11546969995833933,0.020494199823588133,333,13
334,62.30233739991672,116534.88338587005,117198.81460357706,0.0056649994281319765,0.14374610013328493,0.12137280008755624,0.020837399875745177,334,13
335,62.62015579990111,116534.88338587005,117198.81460357706,0.0056649994281319765,0.18049929989501834,0.11348210019059479,0.020401200046762824,335,13
336,62.927613499807194,116544.45335417967,117198.81460357706,0.005583343582533303,0.1899738998617977,0.0933950999751687,0.020322300028055906,336,13
337,63.25518859992735,116544.45335417967,117198.81460357706,0.005583343582533303,0.16810470004566014,0.13495269999839365,0.020469600101932883,337,13
338,63.53770909993909,116544.45335417967,117196.9034111152,0.005567127099312505,0.15398889989592135,0.10324249998666346,0.02140190009959042,338,13
339,63.86636470002122,116544.45335417967,117196.9034111152,0.005567127099312505,0.17248370009474456,0.13201660010963678,0.020011900225654244,339,13
340,64.20168389985338,116544.45335417967,117196.9034111152,0.005567127099312505,0.18795649986714125,0.12355459993705153,0.01983910007402301,340,13
341,64.53138810000382,116544.45335417967,117196.9034111152,0.005567127099312505,0.18281930009834468,0.12211580015718937,0.01990079996176064,341,13
342,64.87135379994288,116544.45335417967,117172.64205748597,0.005361223339131508,0.16580770001746714,0.14974289992824197,0.020519499899819493,342,13
343,65.17365899984725,116544.45335417967,117172.64205748597,0.005361223339131508,0.16682510008104146,0.11090129986405373,0.02091229986399412,343,13
344,65.47913919994608,116544.45335417967,117172.64205748597,0.005361223339131508,0.16507490002550185,0.11514790006913245,0.021308399736881256,344,13
345,65.85876749991439,116544.45335417967,117172.64205748597,0.005361223339131508,0.1792939999140799,0.17541610007174313,0.020732499891892076,345,13
346,66.18776679993607,116544.45335417967,117172.64205748597,0.005361223339131508,0.15975929982960224,0.14119679993018508,0.02169260010123253,346,13
347,66.48811809998006,116544.45335417967,117172.64205748597,0.005361223339131508,0.16766819986514747,0.10834309994243085,0.020400800043717027,347,13
348,66.78238079999574,116544.45335417967,117172.64205748597,0.005361223339131508,0.1738803000189364,0.09650780004449189,0.020279600052163005,348,13
349,67.11148419999518,116544.45335417967,117172.64205748597,0.005361223339131508,0.16424009995535016,0.14031799999065697,0.02072200016118586,349,13
350,67.44333469984122,116544.45335417967,117172.64205748597,0.005361223339131508,0.16269279993139207,0.1426701000891626,0.022250300040468574,350,13
351,67.74010930000804,116544.45335417967,117172.64205748597,0.005361223339131508,0.16271089995279908,0.11026899982243776,0.02009200002066791,351,13
352,68.07104499987327,116544.45335417967,117162.09818887083,0.0052717119635011245,0.18039159988984466,0.12585080019198358,0.02071419986896217,352,13
353,68.37150419992395,116544.45335417967,117162.09818887083,0.0052717119635011245,0.18141169985756278,0.09534960007295012,0.020188800059258938,353,13
354,68.66015329980291,116544.45335417967,117126.409113369,0.004968612660412374,0.169428399996832,0.09467620006762445,0.02078750031068921,354,13
355,69.00195800000802,116544.45335417967,117126.409113369,0.004968612660412374,0.18282049987465143,0.1351890000514686,0.020168800139799714,355,13
356,69.29999039997347,116544.45335417967,117126.409113369,0.004968612660412374,0.1622663999442011,0.11011180002242327,0.020130400080233812,356,13
357,69.61845379997976,116544.45335417967,117126.409113369,0.004968612660412374,0.1797356999013573,0.114365000044927,0.02055539982393384,357,13
358,69.9682936000172,116544.45335417967,117126.409113369,0.004968612660412374,0.17809529998339713,0.14623449998907745,0.021218599984422326,358,13
359,70.2542854999192,116544.45335417967,117126.409113369,0.004968612660412374,0.15894839982502162,0.10134619986638427,0.021690900204703212,359,13
360,70.57054629991762,116544.45335417967,117126.409113369,0.004968612660412374,0.16319390013813972,0.1287185000255704,0.020659300033003092,360,13
361,70.88094359985553,116544.45335417967,117126.409113369,0.004968612660412374,0.16307169990614057,0.12155260005965829,0.020496099954470992,361,13
362,71.2094365998637,116544.45335417967,117126.409113369,0.004968612660412374,0.18496289988979697,0.11901450017467141,0.020900699775666,362,13
363,71.4992612998467,116544.45335417967,117126.409113369,0.004968612660412374,0.15428459993563592,0.11162169999442995,0.020207499852404,363,13
364,71.79039509990253,116544.45335417967,117126.409113369,0.004968612660412374,0.16877020010724664,0.09737890004180372,0.021284200018271804,364,13
365,72.13699239981361,116544.45335417967,117126.409113369,0.004968612660412374,0.20071749994531274,0.12222580006346107,0.020259899785742164,365,13
366,72.45991239999421,116544.45335417967,117126.409113369,0.004968612660412374,0.17790380003862083,0.11850109999068081,0.020409799879416823,366,13
367,72.79926140001044,116544.45335417967,117126.409113369,0.004968612660412374,0.18433349998667836,0.13077060016803443,0.02008200017735362,367,13
368,73.08910009986721,116544.45335417967,117126.409113369,0.004968612660412374,0.17445950000546873,0.09150690003298223,0.020103600108996034,368,13
369,73.39716109982692,116544.45335417967,117126.409113369,0.004968612660412374,0.17733950004912913,0.10660149995237589,0.020350799895823002,369,13
370,73.68466889997944,116544.45335417967,117126.409113369,0.004968612660412374,0.16656409995630383,0.09677050006575882,0.020493699936196208,370,13
371,73.9893067998346,116544.45335417967,117126.409113369,0.004968612660412374,0.19062589993700385,0.08922419999726117,0.02097710012458265,371,13
372,74.3284211999271,116574.03754602147,117126.409113369,0.004716029216031647,0.18797419988550246,0.1259527001529932,0.021303500048816204,372,13
373,74.62055669981055,116594.8560973384,117126.409113369,0.004538284918443053,0.17629040009342134,0.09163789986632764,0.020644200267270207,373,13
374,74.95299249980599,116594.8560973384,117126.409113369,0.004538284918443053,0.20124419988133013,0.10686890012584627,0.020569399930536747,374,13
375,75.35220419988036,116594.8560973384,117126.409113369,0.004538284918443053,0.18413890013471246,0.1878949999809265,0.0231734998524189,375,13
376,75.67741849995218,116594.8560973384,117126.409113369,0.004538284918443053,0.17953530000522733,0.12104220013134181,0.02076589991338551,376,13
377,76.02563179982826,116594.8560973384,117126.409113369,0.004538284918443053,0.1971826001536101,0.126713200006634,0.020469600101932883,377,13
378,76.35676609980874,116594.8560973384,117126.409113369,0.004538284918443053,0.19437389983795583,0.1129093999043107,0.02022069995291531,378,13
379,76.72484389995225,116594.8560973384,117126.409113369,0.004538284918443053,0.19787929998710752,0.14518800005316734,0.021092000184580684,379,13
380,77.06514379987493,116594.8560973384,117126.409113369,0.004538284918443053,0.1999729999806732,0.11640969989821315,0.02026260015554726,380,13
381,77.41281789983623,116594.8560973384,117126.409113369,0.004538284918443053,0.18989380006678402,0.13373810006305575,0.020502000115811825,381,13
382,77.70598830003291,116594.8560973384,117126.409113369,0.004538284918443053,0.17911809985525906,0.0906634998973459,0.019826299976557493,382,13
383,78.04531499999575,116594.8560973384,117126.409113369,0.004538284918443053,0.17775289993733168,0.1375453001819551,0.020118699874728918,383,13
384,78.37790509988554,116594.8560973384,117079.95698397953,0.004143329901526241,0.18160809995606542,0.1275490999687463,0.019710599910467863,384,13
385,78.74678940000013,116594.8560973384,117079.95698397953,0.004143329901526241,0.18665499985218048,0.1586132999509573,0.01985840010456741,385,13
386,79.11142979981378,116594.8560973384,117079.95698397953,0.004143329901526241,0.1776835999917239,0.16237929998897016,0.020820800215005875,386,13
387,79.47005250002258,116594.8560973384,117079.95698397953,0.004143329901526241,0.1978932002093643,0.13526410004124045,0.021444100188091397,387,13
388,79.85721699986607,116594.8560973384,117079.95698397953,0.004143329901526241,0.20456770015880466,0.15855060005560517,0.02032619994133711,388,13
389,80.21574739995413,116622.62609374945,117079.95698397953,0.003906141597683163,0.18202749988995492,0.15248679998330772,0.020159600069746375,389,13
390,80.58021219982766,116622.62609374945,117079.95698397953,0.003906141597683163,0.17671439982950687,0.15922030014917254,0.022179000079631805,390,13
391,80.92919619986787,116622.62609374945,117079.95698397953,0.003906141597683163,0.19561679987236857,0.12819249997846782,0.021270900033414364,391,13
392,81.27914420003071,116622.62609374945,117079.95698397953,0.003906141597683163,0.1779411998577416,0.14845649991184473,0.01991600007750094,392,13
393,81.63200939982198,116622.62609374945,117079.95698397953,0.003906141597683163,0.1840142000000924,0.14493010006844997,0.019944400060921907,393,13
394,82.02603439986706,116622.62609374945,117079.95698397953,0.003906141597683163,0.2123833999503404,0.15523799997754395,0.020765499910339713,394,13
395,82.40132459998131,116622.62609374945,117079.95698397953,0.003906141597683163,0.2014668001793325,0.149839699966833,0.020430200034752488,395,13
396,82.72054779995233,116622.62609374945,117079.95698397953,0.003906141597683163,0.20025429991073906,0.0952717000618577,0.020153500139713287,396,13
397,83.04763919999823,116622.62609374945,117079.95698397953,0.003906141597683163,0.20252959989011288,0.09942119987681508,0.021240399684756994,397,13
398,83.44608039990999,116622.62609374945,117079.95698397953,0.003906141597683163,0.20872659981250763,0.16236499999649823,0.02285720012150705,398,13
399,83.81068899994716,116622.62609374945,117079.95698397953,0.003906141597683163,0.227750200079754,0.11029800004325807,0.020758699858561158,399,13
400,84.16330230003223,116622.62609374945,117079.95698397953,0.003906141597683163,0.2252893999684602,0.1030730998609215,0.02056850027292967,400,13
401,84.51866539986804,116622.62609374945,117079.95698397953,0.003906141597683163,0.21108969999477267,0.12020510016009212,0.020156699931249022,401,13
402,84.88145560002886,116634.55490460641,117079.95698397953,0.0038042555775286446,0.20766020007431507,0.13006550003774464,0.02104190015234053,402,13
403,85.22732569999062,116634.55490460641,117079.95698397953,0.0038042555775286446,0.22230160003528,0.10004359995946288,0.019836500054225326,403,13
404,85.57029239996336,116635.10641824044,117079.95698397953,0.003799545004957278,0.20438540005125105,0.11243039998225868,0.01996599999256432,404,13
405,85.92718150001019,116635.10641824044,117036.08844780985,0.0034261400469498674,0.22674000007100403,0.10421659983694553,0.021274499827995896,405,13
406,86.29629409988411,116635.10641824044,117036.08844780985,0.0034261400469498674,0.20544669986702502,0.14019479998387396,0.01967079984024167,406,13
407,86.6720710999798,116635.10641824044,117036.08844780985,0.0034261400469498674,0.23103260016068816,0.11999259982258081,0.02106730011291802,407,13
408,87.04032389982603,116635.10641824044,117036.08844780985,0.0034261400469498674,0.2286467000376433,0.11583560006693006,0.020050100050866604,408,13
409,87.42710409988649,116635.10641824044,117036.08844780985,0.0034261400469498674,0.2403080000076443,0.12173289991915226,0.02067869994789362,409,13
410,87.82028199988417,116635.10641824044,117036.08844780985,0.0034261400469498674,0.22879139985889196,0.14026559982448816,0.020361399743705988,410,13
411,88.1697448999621,116635.10641824044,117012.49085137437,0.003225163658923192,0.22433519992046058,0.1013169998768717,0.020095400046557188,411,13
412,88.59111229982227,116635.10641824044,117012.49085137437,0.003225163658923192,0.2372735000681132,0.15986110013909638,0.020407000090926886,412,13
413,88.99928049999289,116635.10641824044,117012.49085137437,0.003225163658923192,0.22243249998427927,0.16022459999658167,0.01978779979981482,413,13
414,89.34179229987785,116635.10641824044,117012.49085137437,0.003225163658923192,0.2217530000489205,0.09675250016152859,0.020405199844390154,414,13
415,89.76556149986573,116635.10641824044,117012.49085137437,0.003225163658923192,0.23360690008848906,0.16614550002850592,0.02024340000934899,415,13
416,90.10798129998147,116635.10641824044,117012.49085137437,0.003225163658923192,0.21659849979914725,0.10012370022013783,0.02155249984934926,416,13
417,90.49528479995206,116635.10641824044,117012.49085137437,0.003225163658923192,0.20183219993487,0.15913709998130798,0.02050499990582466,417,13
418,90.90981419989839,116635.10641824044,117012.49085137437,0.003225163658923192,0.24465500004589558,0.14512720005586743,0.020764999790117145,418,13
419,91.32218999997713,116635.10641824044,117012.49085137437,0.003225163658923192,0.2261417000554502,0.15857570013031363,0.022623199969530106,419,13
420,91.68000059993938,116635.10641824044,117012.49085137437,0.003225163658923192,0.23193070013076067,0.10176119999960065,0.020429400028660893,420,13
421,92.03780559985898,116635.10641824044,117012.49085137437,0.003225163658923192,0.23839799989946187,0.09607299999333918,0.019700700184330344,421,13
