case_id,run_order,v8_runtime,pure_runtime,batch4_runtime,v8_certified,pure_certified,batch4_certified,v8_cuts,v8_iterations,pure_iterations,batch4_iterations,v8_direct_abs_error,pure_direct_abs_error,batch4_direct_abs_error
week_2018-04-30,v8->pure_ccg->batch4,35.9644541000016,52.5720231999876,35.96116149995942,True,True,True,0,2,5,2,1.4765966227514582e-13,2.3991919562149633e-13,1.4765966227514582e-13
week_2018-05-28,pure_ccg->batch4->v8,1.754031499964185,3.945051599992439,1.7224353000055999,True,True,True,1,2,5,2,1.3713062634382323e-07,2.6754833696964256e-06,1.3713062628180686e-07
week_2018-06-25,batch4->v8->pure_ccg,28.026949599967338,50.15508170006797,27.62589919997845,True,True,True,0,2,5,2,1.2290168882600483e-13,5.085931675807842e-13,1.2290168882600483e-13
week_2018-07-23,v8->pure_ccg->batch4,13.288913700031117,28.94200749997981,13.69933089998085,True,True,True,0,2,5,2,2.2426505097428162e-14,1.5909495942878493e-13,2.2426505097428162e-14
week_2018-08-20,pure_ccg->batch4->v8,1.5643894999520853,3.973590000066906,1.5518510999390855,True,True,True,0,2,5,2,3.430345801884102e-07,3.430286156080181e-07,3.430345801884102e-07
