experiment_name,instance_size,method,variant_name,num_runs,num_completed,completed_rate,num_solved,solved_rate,num_success,success_rate,mean_objective,std_objective,mean_runtime,std_runtime,mean_final_gap,mean_iterations,mean_cuts_added,mean_cuts_skipped,mean_master_time,mean_subproblem_time,mean_valid_UB_rate,speedup_vs_standard_benders,runtime_saving_vs_standard
ablation_study,medium,proposed_adaptive_benders,full,5,5,1.0,0,0.0,0,0.0,13598.952256181341,1181.7428565055948,15.078308299998753,1.1775024891047567,0.06297835398363709,300.0,298.0,2.0,1.9608203001436777,12.852257120015565,1.0,,
ablation_study,medium,proposed_adaptive_benders,no_adaptive_gap,5,5,1.0,0,0.0,0,0.0,13504.898712200513,1032.294936663012,15.202163559990003,1.1056828119484712,0.05237098929268053,300.0,298.0,2.0,2.516949060012121,12.419595879886765,1.0,,
ablation_study,medium,proposed_adaptive_benders,no_cut_selection,5,5,1.0,0,0.0,0,0.0,13555.46895836093,1032.9097138996206,14.326519639999606,1.053299679039584,0.06691597537801024,300.0,300.0,0.0,2.0788940196041947,11.989566419762559,1.0,,
ablation_study,medium,proposed_adaptive_benders,no_gamma_continuation,5,5,1.0,0,0.0,0,0.0,13590.74853613901,1184.8850618072292,14.73340504000662,1.17867816816504,0.06238354503222623,300.0,300.0,0.0,1.9492676597088576,12.527128300222103,1.0,,
ablation_study,medium,proposed_adaptive_benders,standard,5,5,1.0,0,0.0,0,0.0,13495.93406130668,1032.089910942165,15.213662140001542,1.2410325569800071,0.05136764050244811,300.0,300.0,0.0,2.525265679974109,12.423011019965633,1.0,,
